model	score
target	0.05427
target	0.67521
target	0.08998
target	0.63276
target	0.22898
target	0.55714
target	0.28205
target	0.40839
target	0.31718
target	0.63656
target	0.83270
target	0.11456
target	0.08415
target	0.44696
target	0.40443
target	0.35008
target	0.01989
target	0.19266
target	0.66330
target	0.25243
target	0.57213
target	0.20885
target	0.53124
target	0.67667
target	0.33469
target	0.00000
target	0.29451
target	0.38925
target	0.51145
target	0.23485
target	0.39818
target	0.00229
target	0.93345
target	0.25703
target	0.50094
target	0.07076
target	0.40856
target	0.09713
target	0.86890
target	0.10940
target	0.51646
target	0.03978
target	0.16826
target	0.43031
target	0.40267
target	0.58705
target	0.02458
target	0.00626
target	0.45712
target	0.50191
target	0.00513
target	0.02416
target	0.00494
target	0.30504
target	0.28004
target	0.27036
target	0.33271
target	0.49938
target	0.60884
target	0.43147
target	0.15705
target	0.00245
target	0.79099
target	0.08753
target	0.43415
target	0.06585
target	0.50530
target	0.24929
target	0.18717
target	0.25901
target	0.95583
target	0.66383
target	0.73204
target	0.61059
target	0.34589
target	0.62540
target	0.89200
target	0.18716
target	0.03939
target	0.57902
target	0.05389
target	0.34945
target	0.48481
target	0.16162
target	0.04034
target	0.17184
target	0.34536
target	0.57977
target	0.36980
target	0.13743
target	0.03264
target	0.18053
target	0.37109
target	0.33513
target	0.28816
target	0.70973
target	0.07974
target	0.68355
target	0.12161
target	0.66377
target	0.58828
target	0.28442
target	0.86890
target	0.54915
target	0.23901
target	0.86890
target	0.00188
target	0.53165
target	0.54592
target	0.58441
target	0.30804
target	0.68814
target	0.47518
target	0.00332
target	0.54060
target	0.48313
target	0.00111
target	0.06872
target	0.09339
target	0.64340
target	0.20829
target	0.42463
target	0.42871
target	0.37812
target	0.34780
target	0.47864
target	0.22047
target	0.51678
target	0.25279
target	0.45887
target	0.37789
target	0.09944
target	0.15535
target	0.47679
target	0.24411
target	0.23697
target	0.29034
target	0.17869
target	0.16696
target	0.52634
target	0.95646
target	0.66383
target	0.24850
target	0.47897
target	0.11855
target	0.28683
target	0.55158
target	0.57136
target	0.41426
target	0.64633
target	0.07867
target	0.64693
target	0.31535
target	0.42016
target	0.57577
target	0.49107
target	0.00729
target	0.27330
target	0.39317
target	0.47021
target	0.94522
target	0.12164
target	0.51279
target	0.40373
target	0.86705
target	0.12691
target	0.11244
target	0.49410
target	0.50426
target	0.35238
target	0.10041
target	0.19558
target	0.86890
target	0.54621
target	0.73159
target	0.32206
target	0.08157
target	0.01456
target	0.31503
target	0.06590
target	0.68048
target	0.55063
target	0.14759
target	0.20041
target	0.16128
target	0.54953
target	0.23651
target	0.56673
target	0.30685
target	0.18254
target	0.09231
target	0.82794
target	0.56567
target	0.46800
target	0.66383
target	0.31674
target	0.44429
target	0.33352
target	0.64048
target	0.12120
target	0.02609
target	0.47174
target	0.23033
target	0.10978
target	0.58828
target	0.08594
target	0.47669
target	0.58306
target	0.84602
target	0.44107
target	0.44766
target	0.58259
target	0.08922
target	0.33996
target	0.61709
target	0.64933
target	0.51017
target	0.54315
target	0.16962
target	0.53334
target	0.27455
target	0.58941
target	0.48346
target	0.03714
target	0.10773
target	0.15222
target	0.00112
target	0.38741
target	0.36176
target	0.27500
target	0.00171
target	0.60376
target	0.05224
target	0.00413
target	0.33093
target	0.53653
target	0.54018
target	0.00013
target	0.75296
target	0.01164
target	0.75104
target	0.03643
target	0.66377
target	0.22184
target	0.35951
target	0.41709
target	0.45661
target	0.66290
target	0.00963
target	0.66377
target	0.34047
target	0.24915
target	0.00959
target	0.58738
target	0.33715
target	0.08395
target	0.29947
target	0.61184
target	0.02329
target	0.14860
target	0.40736
target	0.54018
target	0.18730
target	0.60816
target	0.39097
target	0.17832
target	0.51586
target	0.65167
target	0.24917
target	0.44253
target	0.92525
target	0.20552
target	0.53803
target	0.05464
target	0.45730
target	0.00079
target	0.50490
target	0.00148
target	0.00128
target	0.30793
target	0.53111
target	0.26502
target	0.90214
target	0.05644
target	0.20723
target	0.18747
target	0.88257
target	0.80279
target	0.16404
target	0.29116
target	0.66377
target	0.73990
target	0.24772
target	0.37509
target	0.51362
target	0.19600
target	0.84602
target	0.19139
target	0.29763
target	0.05879
target	0.86890
target	0.41066
target	0.00174
target	0.31831
target	0.93211
target	0.23853
target	0.00129
target	0.57136
target	0.08998
target	0.43422
target	0.11482
target	0.15686
target	0.20447
target	0.59931
target	0.68013
target	0.50510
target	0.99980
target	0.11247
target	0.12742
target	0.19849
target	0.55792
target	0.09109
target	0.23166
target	0.00029
target	0.24343
target	0.47401
target	0.92030
target	0.45820
target	0.25473
target	0.46335
target	0.88789
target	0.00197
target	0.67894
rotated	0.99084
rotated	0.99379
rotated	0.99116
rotated	0.64849
rotated	0.99880
rotated	0.54101
rotated	0.36918
rotated	0.38165
rotated	0.98939
rotated	0.99757
rotated	0.99805
rotated	0.99273
rotated	0.99562
rotated	0.99412
rotated	0.99581
rotated	0.99894
rotated	0.99317
rotated	0.99878
rotated	0.99874
rotated	0.72175
rotated	0.99693
rotated	0.99456
rotated	0.97091
rotated	0.99525
rotated	0.99599
rotated	0.99745
rotated	0.95572
rotated	0.99177
rotated	0.99322
rotated	0.99751
rotated	0.99617
rotated	0.99850
rotated	0.32830
rotated	0.38603
rotated	0.99064
rotated	0.99630
rotated	0.99611
rotated	0.99379
rotated	0.99834
rotated	0.98817
rotated	0.99833
rotated	0.99299
rotated	0.98095
rotated	0.99655
rotated	0.99159
rotated	0.93331
rotated	0.97691
rotated	0.47130
rotated	0.65439
rotated	0.99699
rotated	0.99037
rotated	0.99567
rotated	0.22204
rotated	0.37982
rotated	0.53205
rotated	0.99287
rotated	0.99846
rotated	0.97755
rotated	0.99022
rotated	0.96701
rotated	0.99944
rotated	0.98123
rotated	0.76081
rotated	0.99745
rotated	0.98842
rotated	0.99234
rotated	0.28426
rotated	0.99773
rotated	0.99169
rotated	0.97601
rotated	0.97975
rotated	0.99353
rotated	0.98146
rotated	0.99369
rotated	0.81491
rotated	0.54556
rotated	0.99865
rotated	0.45221
rotated	0.99207
rotated	0.33512
rotated	0.44435
rotated	0.92289
rotated	0.05451
rotated	0.63453
rotated	0.68206
rotated	0.98071
rotated	0.23928
rotated	0.87492
rotated	0.93299
rotated	0.99637
rotated	0.84154
rotated	0.99301
rotated	0.08532
rotated	0.13911
rotated	0.99085
rotated	0.99598
rotated	0.08246
rotated	0.96403
rotated	0.99780
rotated	0.45858
rotated	0.99175
rotated	0.99150
rotated	0.97876
rotated	0.98894
rotated	0.98995
rotated	0.97593
rotated	0.94028
rotated	0.97826
rotated	0.99426
rotated	0.98267
rotated	0.55286
rotated	0.04938
rotated	0.96677
rotated	0.99459
rotated	0.99330
rotated	0.96770
rotated	0.97999
rotated	0.39844
rotated	0.96778
rotated	0.93732
rotated	0.99391
rotated	0.99544
rotated	0.33017
rotated	0.97366
rotated	0.35101
rotated	0.99201
rotated	0.99896
rotated	0.99816
rotated	0.88616
rotated	0.62237
rotated	0.64956
rotated	0.97452
rotated	0.95797
rotated	0.77834
rotated	0.93726
rotated	0.98703
rotated	0.98356
rotated	0.64024
rotated	0.57558
rotated	0.99993
rotated	0.99837
rotated	0.69513
rotated	0.35109
rotated	0.97839
rotated	0.45451
rotated	0.97821
rotated	0.99310
rotated	0.58807
rotated	0.97727
rotated	0.99310
rotated	0.99365
rotated	0.99616
rotated	0.87785
rotated	0.35257
rotated	0.05015
rotated	0.99562
rotated	0.05341
rotated	0.99591
rotated	0.48660
rotated	0.92971
rotated	0.31785
rotated	0.94815
rotated	0.99386
rotated	0.98627
rotated	0.87274
rotated	0.49999
rotated	0.96976
rotated	0.96669
rotated	0.99401
rotated	0.56176
rotated	0.44134
rotated	0.98049
rotated	0.16797
rotated	0.02939
rotated	0.99094
rotated	0.99769
rotated	0.84696
rotated	0.99219
rotated	0.36523
rotated	0.99639
rotated	0.98231
rotated	0.99586
rotated	0.67352
rotated	0.98894
rotated	0.99734
rotated	0.98704
rotated	0.96047
rotated	0.99400
rotated	0.99533
rotated	0.26056
rotated	0.94442
rotated	0.13370
rotated	0.05683
rotated	0.99422
rotated	0.98915
rotated	0.28400
rotated	0.43231
rotated	0.99521
rotated	0.99566
rotated	0.99476
rotated	0.82045
rotated	0.99285
rotated	0.40057
rotated	0.22762
rotated	0.08250
rotated	0.74071
rotated	0.99474
rotated	0.99085
rotated	0.98095
rotated	0.99618
rotated	0.77889
rotated	0.99863
rotated	0.99468
rotated	0.92498
rotated	0.98592
rotated	0.02370
rotated	0.53984
rotated	0.73470
rotated	0.99459
rotated	0.72215
rotated	0.92621
rotated	0.63804
rotated	0.97773
rotated	0.98825
rotated	0.79972
rotated	0.98859
rotated	0.18465
rotated	0.97975
rotated	0.84724
rotated	0.36252
rotated	0.85244
rotated	0.70531
rotated	0.48410
rotated	0.99517
rotated	0.20247
rotated	0.98816
rotated	0.99453
rotated	0.99749
rotated	0.23136
rotated	0.88253
rotated	0.99831
rotated	0.36288
rotated	0.60958
rotated	0.07065
rotated	0.24595
rotated	0.97630
rotated	0.99973
rotated	0.98661
rotated	0.45926
rotated	0.00389
rotated	0.99421
rotated	0.55024
rotated	0.40602
rotated	0.99022
rotated	0.48110
rotated	0.98245
rotated	0.94478
rotated	0.11649
rotated	0.99908
rotated	0.99656
rotated	0.16395
rotated	0.99403
rotated	0.98509
rotated	0.00812
rotated	0.23290
rotated	0.13900
rotated	0.99194
rotated	0.99485
rotated	0.98558
rotated	0.99231
rotated	0.96905
rotated	0.94678
rotated	0.98201
rotated	0.47285
rotated	0.33550
rotated	0.28812
rotated	0.98457
rotated	0.78338
rotated	0.22368
rotated	0.82144
rotated	0.98332
rotated	0.98910
rotated	0.22277
rotated	0.98808
rotated	0.99922
rotated	0.99056
rotated	0.98827
rotated	0.58306
rotated	0.28604
rotated	0.85889
rotated	0.34978
rotated	0.68680
rotated	0.13461
rotated	0.98715
rotated	0.05727
rotated	0.99521
rotated	0.08514
rotated	0.27910
rotated	0.28204
rotated	0.35302
rotated	0.88496
rotated	0.83252
rotated	0.95648
rotated	0.99134
rotated	0.93539
rotated	0.02703
rotated	0.88767
rotated	0.52153
rotated	0.99551
rotated	0.99626
rotated	0.21328
rotated	0.99281
rotated	0.46254
rotated	0.31413
rotated	0.77147
rotated	0.67583
rotated	0.20932
rotated	0.36465
rotated	0.99560
rotated	0.65775
rotated	0.97628
rotated	0.49433
rotated	0.94557
rotated	0.39374
rotated	0.99684
rotated	0.99089
rotated	0.99390
rotated	0.94745
rotated	0.47186
rotated	0.26373
rotated	0.26933
rotated	0.06611
rotated	0.08239
rotated	0.24754
rotated	0.35917
rotated	0.32412
rotated	0.14074
rotated	0.99450
rotated	0.33482
rotated	0.32303
rotated	0.43949
rotated	0.77632
rotated	0.48201
rotated	0.98856
rotated	0.99461
rotated	0.94419
rotated	0.57486
rotated	0.33232
rotated	0.97769
rotated	0.94193
rotated	0.61365
rotated	0.45039
rotated	0.94013
rotated	0.99890
rotated	0.99665
rotated	0.56310
rotated	0.99279
rotated	0.16190
rotated	0.32640
rotated	0.97668
rotated	0.98491
rotated	0.11936
rotated	0.09646
rotated	0.99326
rotated	0.79182
rotated	0.99395
rotated	0.38914
rotated	0.18431
rotated	0.99157
rotated	0.45224
rotated	0.99735
rotated	0.94294
rotated	0.78737
rotated	0.99089
rotated	0.35847
rotated	0.98819
rotated	0.50361
rotated	0.99520
rotated	0.31835
rotated	0.38486
rotated	0.43051
rotated	0.63122
rotated	0.80118
rotated	0.40388
rotated	0.37974
rotated	0.94531
rotated	0.75414
rotated	0.39326
rotated	0.97438
rotated	0.00543
rotated	0.94179
rotated	0.77579
rotated	0.34362
rotated	0.43054
rotated	0.90655
rotated	0.97191
rotated	0.89731
rotated	0.44867
rotated	0.99961
rotated	0.31588
rotated	0.91052
rotated	0.99455
rotated	0.43746
rotated	0.97229
rotated	0.34939
rotated	0.67519
rotated	0.99404
rotated	0.29015
rotated	0.99256
rotated	0.18738
rotated	0.98520
rotated	0.96407
rotated	0.96626
rotated	0.06160
rotated	0.99346
rotated	0.45753
rotated	0.99724
rotated	0.99482
rotated	0.89538
rotated	0.44789
rotated	0.99763
rotated	0.63002
rotated	0.65968
rotated	0.55850
rotated	0.99983
rotated	0.24155
rotated	0.42037
rotated	0.43598
rotated	0.18940
rotated	0.24693
rotated	0.51802
rotated	0.19472
rotated	0.37179
rotated	0.98984
rotated	0.92864
rotated	0.98186
rotated	0.98060
rotated	0.32029
rotated	0.28657
rotated	0.28423
rotated	0.17714
rotated	0.15941
rotated	0.84289
rotated	0.27586
rotated	0.14712
rotated	0.95292
rotated	0.35300
rotated	0.44234
rotated	0.18455
rotated	0.99452
rotated	0.17996
rotated	0.26874
rotated	0.97036
rotated	0.96642
rotated	0.39231
rotated	0.99051
rotated	0.37464
rotated	0.20394
rotated	0.48373
rotated	0.32657
rotated	0.35765
rotated	0.99937
rotated	0.31990
rotated	0.98652
rotated	0.54351
rotated	0.63895
rotated	0.99995
rotated	0.25636
rotated	0.93823
rotated	0.20999
rotated	0.79553
rotated	0.67946
rotated	0.99060
rotated	0.34020
rotated	0.44324
rotated	0.98565
rotated	0.92129
rotated	0.11309
rotated	0.98797
rotated	0.98847
rotated	0.19282
rotated	0.29413
rotated	0.99217
rotated	0.99314
rotated	0.49435
rotated	0.99726
rotated	0.99138
rotated	0.99546
rotated	0.98435
rotated	0.96743
rotated	0.35366
rotated	0.99580
rotated	0.34928
rotated	0.37330
rotated	0.46702
rotated	0.46864
rotated	0.14510
rotated	0.81784
rotated	0.18327
rotated	0.94125
rotated	0.41297
rotated	0.62093
rotated	1.00000
rotated	0.90914
rotated	0.88257
rotated	0.62086
rotated	0.98421
rotated	0.38272
rotated	0.98258
rotated	0.37915
rotated	0.61956
rotated	0.98876
rotated	0.47506
rotated	0.45393
rotated	0.69007
rotated	0.99382
rotated	0.72589
rotated	0.42192
rotated	0.37722
rotated	0.98493
rotated	0.43737
rotated	0.34960
rotated	0.98885
rotated	0.99413
rotated	0.58499
rotated	0.13224
rotated	0.62431
rotated	0.98116
rotated	0.94294
rotated	0.26426
rotated	0.25136
rotated	0.20545
rotated	0.41755
rotated	0.45180
rotated	0.35215
rotated	0.93461
rotated	0.95686
rotated	0.56197
rotated	0.32190
rotated	0.98825
rotated	0.97938
rotated	0.25041
rotated	0.26631
rotated	0.48269
rotated	0.93021
rotated	0.33113
rotated	0.52944
rotated	0.99565
rotated	0.93143
rotated	0.24313
rotated	0.18769
rotated	0.41882
rotated	0.27618
rotated	0.51718
rotated	0.98332
rotated	0.89963
rotated	0.32734
rotated	0.89031
rotated	0.36580
rotated	0.82859
rotated	0.99870
rotated	0.92552
rotated	0.26120
rotated	0.56239
rotated	0.98101
rotated	0.30793
rotated	0.91628
rotated	0.63083
rotated	0.01294
rotated	0.99252
rotated	0.64144
rotated	0.94922
rotated	0.98495
rotated	0.34646
rotated	0.77292
rotated	0.11209
rotated	0.29305
rotated	0.38322
rotated	0.98046
rotated	0.97465
rotated	0.87325
rotated	0.98608
rotated	0.99179
rotated	0.77081
rotated	0.21167
rotated	0.14705
rotated	0.29013
rotated	0.34144
rotated	0.28955
rotated	0.99717
rotated	0.92088
rotated	0.99720
rotated	0.86949
rotated	0.95734
rotated	0.35718
rotated	0.33959
rotated	0.00144
rotated	0.96583
rotated	0.99754
rotated	0.27790
rotated	0.41333
rotated	0.26439
rotated	0.98059
rotated	0.31684
rotated	0.37165
rotated	0.89993
rotated	0.15936
rotated	0.99397
rotated	0.99972
rotated	0.98653
rotated	0.90952
rotated	0.50934
rotated	0.98471
rotated	0.97078
rotated	0.69188
rotated	0.46971
rotated	0.00178
rotated	0.95967
rotated	0.50762
rotated	0.98649
rotated	0.30142
rotated	0.21313
rotated	0.58190
rotated	0.18966
rotated	0.49328
rotated	0.50993
rotated	0.26311
rotated	0.35630
rotated	0.40537
rotated	0.50113
rotated	0.31112
rotated	0.20523
rotated	0.29680
rotated	0.96926
rotated	0.40164
rotated	0.97422
rotated	0.46180
rotated	0.42415
rotated	0.24041
rotated	0.87539
rotated	0.39789
rotated	0.89040
rotated	0.46179
rotated	0.27788
rotated	0.03047
rotated	0.43302
rotated	0.99371
rotated	0.86586
rotated	0.92417
rotated	0.15683
rotated	0.32238
rotated	0.85137
rotated	0.98686
rotated	0.27067
rotated	0.37551
rotated	0.98849
rotated	0.95258
rotated	0.14962
rotated	0.68392
rotated	0.42671
rotated	0.94484
rotated	0.17443
rotated	0.22969
rotated	0.96854
rotated	0.31392
rotated	0.99386
rotated	0.72908
rotated	0.13941
rotated	0.40211
rotated	0.97113
rotated	0.20431
rotated	0.27824
rotated	0.41442
rotated	0.42076
rotated	0.19815
rotated	0.14571
rotated	0.34269
rotated	0.98796
rotated	0.31656
rotated	0.67237
rotated	0.03293
rotated	0.35648
rotated	0.37406
rotated	0.96414
rotated	0.33179
rotated	0.97306
rotated	0.29082
rotated	0.26974
rotated	0.30038
rotated	0.96817
rotated	0.35200
rotated	0.38528
rotated	0.95958
rotated	0.87509
rotated	0.35891
rotated	0.20641
rotated	0.11061
rotated	0.87911
rotated	0.99064
rotated	0.30755
rotated	0.58038
rotated	0.32024
rotated	0.88542
rotated	0.30968
rotated	0.81177
rotated	0.99389
rotated	0.89387
rotated	0.96623
rotated	0.91336
rotated	0.57393
rotated	0.24122
rotated	0.91431
rotated	0.95087
rotated	0.77811
rotated	0.31499
rotated	0.18957
rotated	0.27819
rotated	0.13226
rotated	0.95185
rotated	0.46396
rotated	0.50146
rotated	0.24604
rotated	0.22621
rotated	0.86474
rotated	0.17705
rotated	0.97994
rotated	0.15439
rotated	0.14871
rotated	0.22521
rotated	0.85277
rotated	0.32593
rotated	0.25199
rotated	0.13109
rotated	0.99319
rotated	0.18376
rotated	0.52992
rotated	0.34334
rotated	0.47300
rotated	0.00000
rotated	0.99126
rotated	0.18108
rotated	0.31253
rotated	0.34420
rotated	0.28041
rotated	0.96302
rotated	0.39401
rotated	0.90453
rotated	0.41709
rotated	0.22756
rotated	0.79725
rotated	0.97788
rotated	0.97347
rotated	0.08532
rotated	0.70242
rotated	0.83472
rotated	0.22997
rotated	0.96875
rotated	0.60620
rotated	0.90768
rotated	0.19854
rotated	0.14448
rotated	0.06915
rotated	0.95700
rotated	0.35061
rotated	0.98921
rotated	0.65074
rotated	0.50011
rotated	0.14022
rotated	0.37486
rotated	0.42061
rotated	0.36047
rotated	0.33712
rotated	0.38154
rotated	0.93454
rotated	0.98856
rotated	0.38214
rotated	0.40892
rotated	0.35959
rotated	0.85685
rotated	0.97611
rotated	0.48181
rotated	0.36736
rotated	0.55406
rotated	0.25809
rotated	0.32053
rotated	0.68845
rotated	0.67596
rotated	0.88990
rotated	0.99807
rotated	0.26582
rotated	0.97454
rotated	0.26943
rotated	0.99708
rotated	0.27252
rotated	0.76360
rotated	0.41787
rotated	0.66439
rotated	0.95062
rotated	0.31706
rotated	0.32173
rotated	0.63456
rotated	0.95886
rotated	0.50715
rotated	0.51556
rotated	0.98771
rotated	0.13968
rotated	0.25772
rotated	0.33581
rotated	0.23615
rotated	0.30496
rotated	0.94592
rotated	0.52516
rotated	0.28989
rotated	0.29367
rotated	0.87179
rotated	0.21761
rotated	0.33658
rotated	0.71816
rotated	0.31581
rotated	0.06688
rotated	0.24802
rotated	0.66434
rotated	0.08571
rotated	0.14661
rotated	0.74591
rotated	0.25441
rotated	0.25281
rotated	0.40908
rotated	0.29536
rotated	0.97694
rotated	0.98770
rotated	0.91664
rotated	0.20151
rotated	0.00593
rotated	0.81028
rotated	0.69152
rotated	0.69082
rotated	0.55116
rotated	0.99243
rotated	0.62538
rotated	0.20310
rotated	0.97536
rotated	0.97816
rotated	0.36220
rotated	0.33700
rotated	0.45848
rotated	0.42724
rotated	0.16748
rotated	0.33793
rotated	0.24841
rotated	0.39442
rotated	0.40652
rotated	0.29356
rotated	0.24176
rotated	0.52745
rotated	0.24716
rotated	0.96309
rotated	0.04524
rotated	0.25184
rotated	0.90476
rotated	0.97388
rotated	0.38545
rotated	0.97435
rotated	0.99836
rotated	0.76841
rotated	0.61620
rotated	0.04120
rotated	0.98649
rotated	0.99042
rotated	0.45584
rotated	0.43842
rotated	0.60721
rotated	0.35466
rotated	0.99195
rotated	0.29906
rotated	0.89184
rotated	0.00466
rotated	0.77200
rotated	0.27041
rotated	0.79369
rotated	0.98755
rotated	0.36828
rotated	0.27393
rotated	0.97908
rotated	0.92652
rotated	0.98841
rotated	0.68114
rotated	0.09849
rotated	0.96068
rotated	0.88387
rotated	0.12565
rotated	0.34301
rotated	0.20362
rotated	0.28598
rotated	0.98245
rotated	0.89934
rotated	0.53178
rotated	0.94351
rotated	0.24429
rotated	0.29137
rotated	0.26860
rotated	0.53207
rotated	0.19408
rotated	0.23942
rotated	0.96626
rotated	0.28534
rotated	0.00981
rotated	0.31528
rotated	0.96844
rotated	0.34344
rotated	0.71519
rotated	0.54767
rotated	0.63605
rotated	0.12981
rotated	0.30818
rotated	0.88617
rotated	0.33628
rotated	0.23301
rotated	0.27205
rotated	0.99124
rotated	0.13221
rotated	0.39632
rotated	0.38602
rotated	0.36771
rotated	0.80943
rotated	0.92358
rotated	0.94013
rotated	0.94744
rotated	0.63062
rotated	0.00000
rotated	0.99281
rotated	0.29570
rotated	0.15989
rotated	0.37880
rotated	0.35184
rotated	0.71299
rotated	0.99576
rotated	0.02256
rotated	0.48843
rotated	0.98671
rotated	0.69781
rotated	0.43308
rotated	0.95087
rotated	0.98947
rotated	0.69801
rotated	0.00636
rotated	0.97729
rotated	0.82737
rotated	0.48967
rotated	0.22688
rotated	0.20436
rotated	0.66949
rotated	0.43258
rotated	0.21854
rotated	0.26182
rotated	0.99172
rotated	0.73362
rotated	0.21472
rotated	0.22318
rotated	0.87088
rotated	0.80379
rotated	0.65410
rotated	0.44436
rotated	0.98570
rotated	0.96762
rotated	0.62135
rotated	0.00728
rotated	0.40229
rotated	0.98609
rotated	0.30274
rotated	0.91319
rotated	0.00347
rotated	0.41740
rotated	0.47168
rotated	0.21149
rotated	0.81675
rotated	0.31751
rotated	0.27254
rotated	0.05631
rotated	0.97878
rotated	0.50982
rotated	0.34968
rotated	0.99601
rotated	0.23235
rotated	0.25906
rotated	0.99694
rotated	0.97645
rotated	0.98659
rotated	0.22058
rotated	0.85101
rotated	0.37764
rotated	0.37922
rotated	0.57831
rotated	0.32308
rotated	0.68308
rotated	0.44570
rotated	0.00642
rotated	0.36398
rotated	0.30203
rotated	0.84255
rotated	0.44185
rotated	0.94704
rotated	0.29417
rotated	0.94295
rotated	0.99226
rotated	0.61373
rotated	0.84783
rotated	0.34092
rotated	0.78525
rotated	0.94229
rotated	0.08804
rotated	0.00670
rotated	0.44933
rotated	0.26684
rotated	0.88601
rotated	0.33417
rotated	0.46489
rotated	0.18017
rotated	0.39850
rotated	0.96698
rotated	0.33814
rotated	0.73639
rotated	0.42025
rotated	0.62269
rotated	0.25016
rotated	0.47166
rotated	0.26013
rotated	0.96003
rotated	0.24702
rotated	0.31196
rotated	0.27483
rotated	0.07870
rotated	0.32059
rotated	0.80455
rotated	0.35114
rotated	0.27433
rotated	0.53861
rotated	0.12971
rotated	0.98621
rotated	0.37405
rotated	0.93608
rotated	0.73928
rotated	0.32116
rotated	0.41092
rotated	0.18727
rotated	0.43168
rotated	0.20043
rotated	0.99162
rotated	0.73442
rotated	0.29272
rotated	0.71727
rotated	0.05445
rotated	0.71285
rotated	0.89060
rotated	0.96112
rotated	0.29048
rotated	0.34845
rotated	0.96680
rotated	0.15857
rotated	0.99212
rotated	0.39324
rotated	0.28503
rotated	0.36579
rotated	0.96867
rotated	0.11685
rotated	0.20712
rotated	0.01813
rotated	0.28355
rotated	0.04751
rotated	0.94596
rotated	0.33894
rotated	0.39603
rotated	0.68805
rotated	0.41972
rotated	0.35209
rotated	0.16038
rotated	0.36942
rotated	0.12098
rotated	0.19741
rotated	0.35816
rotated	0.41950
rotated	0.79978
rotated	0.18068
rotated	0.76353
rotated	0.58309
rotated	0.16404
rotated	0.58800
rotated	0.66616
rotated	0.34865
rotated	0.47602
rotated	0.96812
rotated	0.12590
rotated	0.37708
rotated	0.77794
rotated	0.26029
rotated	0.99369
rotated	0.98411
rotated	0.22147
rotated	0.89504
rotated	0.98994
rotated	0.99778
rotated	0.25627
rotated	0.18714
rotated	0.39334
rotated	0.88294
rotated	0.68351
rotated	0.72158
rotated	0.61712
rotated	0.35381
rotated	0.73747
rotated	0.13903
rotated	0.52623
rotated	0.60103
rotated	0.12710
rotated	0.91750
rotated	0.17061
rotated	0.23133
rotated	0.92001
rotated	0.90791
rotated	0.35631
rotated	0.22941
rotated	0.24225
rotated	0.53888
rotated	0.22382
rotated	0.35697
rotated	0.30641
rotated	0.95669
rotated	0.19278
rotated	0.81119
rotated	0.27447
rotated	0.76656
rotated	0.45334
rotated	0.47522
rotated	0.46895
rotated	0.46514
rotated	0.09654
rotated	0.55689
rotated	0.65510
rotated	0.29718
rotated	0.40479
rotated	0.92030
rotated	0.17717
rotated	0.10042
rotated	0.91600
rotated	0.28765
rotated	0.40925
rotated	0.34132
rotated	0.69969
rotated	0.37256
rotated	0.50135
rotated	0.27171
rotated	0.57136
rotated	0.24658
rotated	0.26085
rotated	0.28092
rotated	0.35096
rotated	0.52187
rotated	0.33538
rotated	0.10089
rotated	0.37924
rotated	0.23712
rotated	0.40194
rotated	0.30793
rotated	0.99426
rotated	0.32520
rotated	0.20431
rotated	0.48034
rotated	0.50771
rotated	0.31749
rotated	0.91963
rotated	0.22291
rotated	0.47202
rotated	0.15655
rotated	0.77911
rotated	0.92392
rotated	0.93203
rotated	0.98463
rotated	0.99799
rotated	0.99589
rotated	0.23476
rotated	0.97877
rotated	0.33545
rotated	0.98424
rotated	0.30343
rotated	0.94059
rotated	0.34531
rotated	0.63066
rotated	0.93664
rotated	0.98162
rotated	0.31210
rotated	0.13964
rotated	0.37174
rotated	0.87868
rotated	0.94728
rotated	0.54350
rotated	0.22538
rotated	0.07841
rotated	0.45655
rotated	0.58682
rotated	0.10290
rotated	0.03971
rotated	0.83578
rotated	0.43575
rotated	0.57783
rotated	0.64468
rotated	0.79026
rotated	0.19998
rotated	0.24260
rotated	0.20923
rotated	0.24725
rotated	0.18800
rotated	0.34286
rotated	0.27616
rotated	0.38328
rotated	0.15638
rotated	0.84602
rotated	0.81786
rotated	0.47938
rotated	0.23846
rotated	0.15961
rotated	0.28709
rotated	0.99467
rotated	0.20824
rotated	0.23371
rotated	0.89383
rotated	0.24863
rotated	0.45138
rotated	0.46624
rotated	0.48494
rotated	0.43965
rotated	0.88213
rotated	0.75867
rotated	0.07429
rotated	0.81247
rotated	0.29341
rotated	0.26443
rotated	0.04339
rotated	0.45879
rotated	0.11116
rotated	0.62295
rotated	0.76087
rotated	0.45570
rotated	0.87902
rotated	0.27331
rotated	0.54960
rotated	0.22643
rotated	0.28252
rotated	0.32183
rotated	0.96538
rotated	0.24453
rotated	0.94959
rotated	0.21331
rotated	0.92581
rotated	0.67528
rotated	0.28271
rotated	0.89913
rotated	0.32690
rotated	0.98544
rotated	0.66383
rotated	0.13323
rotated	0.99025
rotated	0.99846
rotated	0.56127
rotated	0.54517
rotated	0.97594
rotated	0.33128
rotated	0.95674
rotated	0.97040
rotated	0.97064
rotated	0.95270
rotated	0.17620
rotated	0.19266
rotated	0.44008
rotated	0.24627
rotated	0.34115
rotated	0.22933
rotated	0.74279
rotated	0.38208
rotated	0.38710
rotated	0.22972
rotated	0.64273
rotated	0.20448
rotated	0.98200
rotated	0.14966
rotated	0.96579
rotated	0.35255
rotated	0.04638
rotated	0.30491
rotated	0.45124
rotated	0.99348
rotated	0.96193
rotated	0.98337
rotated	0.38775
rotated	0.69943
rotated	0.63380
rotated	0.52297
