mono_mass	mz	charge	rt	n_psm
798.41255	400.21360	2	37.6982	2
798.48490	400.24970	2	56.7961	2
798.49020	400.25240	2	31.8869	1
799.45530	400.73490	2	48.3377	2
799.51820	400.76640	2	37.5617	1
800.43910	401.22685	2	37.4319	2
800.43945	401.22700	2	39.6090	2
800.45445	401.23455	2	50.3625	2
801.43555	401.72505	2	36.0542	2
801.46040	401.73750	2	44.1218	1
801.53300	401.77375	2	43.6994	2
802.38675	402.20065	2	38.0540	2
802.41780	402.21620	2	40.9500	1
802.49780	402.25620	2	60.8840	2
805.40860	403.71160	2	44.3349	2
805.44540	403.73000	2	50.4539	2
806.39580	404.20520	2	36.8890	2
806.41730	404.21590	2	70.8143	2
806.45410	404.23435	2	59.5344	2
806.45560	404.23510	2	49.6434	1
807.41315	404.71385	2	39.2586	2
808.36230	405.18845	2	36.1083	2
808.39680	405.20570	2	48.5676	1
811.35440	406.68445	2	36.7878	2
812.42320	407.21890	2	41.9294	1
812.43930	407.22695	2	39.3121	2
812.47510	407.24480	2	59.4711	1
812.48745	407.25100	2	43.8952	2
812.51145	407.26300	2	48.1393	2
814.45450	408.23450	2	33.9299	3
814.45490	408.23470	2	50.7923	1
814.51590	408.26525	2	57.8482	2
815.43920	408.72690	2	37.9932	1
815.46950	408.74200	2	55.8571	3
815.47505	408.74480	2	41.4472	2
815.47625	408.74540	2	45.6121	2
815.49755	408.75605	2	37.0693	2
815.51185	408.76320	2	45.4519	2
816.38410	409.19930	2	50.5925	1
816.44930	409.23195	2	65.5795	2
816.47080	409.24265	2	36.8433	2
817.42940	409.72200	2	34.0603	2
817.48130	409.74795	2	65.9325	2
818.44030	410.22740	2	51.9745	2
818.48960	410.25205	2	72.8908	2
819.39160	410.70305	2	34.4296	2
819.41700	410.71580	2	39.3043	1
819.43155	410.72305	2	62.1579	2
820.43345	411.22400	2	38.2632	2
820.46950	411.24205	2	44.8895	2
820.48810	411.25130	2	70.7174	2
821.42845	411.72150	2	40.0971	2
822.39120	412.20290	2	30.0331	4
822.42395	412.21925	2	36.3139	2
822.42415	412.21935	2	42.0194	2
823.41890	412.71670	2	35.7014	2
823.42690	412.72075	2	53.7694	2
823.44460	412.72960	2	44.2087	1
824.54880	413.28165	2	70.2293	2
826.49115	414.25285	2	41.5752	2
826.49155	414.25305	2	39.0059	2
826.52735	414.27095	2	48.8947	2
826.52745	414.27100	2	68.7535	2
827.49770	414.75610	2	36.5687	1
828.41640	415.21550	2	30.6766	3
828.44970	415.23210	2	58.5067	2
828.47640	415.24550	2	37.9981	1
829.44765	415.73110	2	39.4430	4
829.46360	415.73905	2	41.0176	2
