mono_mass	mz	charge	rt	n_psm
798.41310	400.21380	2	37.7026	1
798.48510	400.24985	2	57.2403	2
799.45535	400.73495	2	48.9140	2
799.51730	400.76590	2	37.6372	1
800.43895	401.22675	2	43.4278	2
800.43905	401.22680	2	40.2202	2
800.45480	401.23470	2	50.9576	2
801.43490	401.72475	2	36.0688	2
801.46060	401.73760	2	44.4331	2
801.53290	401.77370	2	43.9839	2
802.38630	402.20045	2	38.1740	2
802.49830	402.25640	2	61.3075	2
805.40890	403.71170	2	44.6525	3
805.44510	403.72980	2	51.0840	2
806.39565	404.20510	2	36.9833	2
806.45400	404.23425	2	60.0023	2
806.45570	404.23520	2	50.3575	1
806.49040	404.25250	2	56.4124	1
807.41240	404.71350	2	39.3761	2
808.36260	405.18860	2	36.1863	2
808.39680	405.20570	2	49.0502	2
808.43970	405.22710	2	35.1595	1
808.43990	405.22720	2	35.1441	1
811.35405	406.68430	2	36.9373	2
812.42205	407.21830	2	42.1236	2
812.43910	407.22685	2	39.4280	2
812.47560	407.24510	2	59.9580	1
812.48750	407.25105	2	44.1109	2
812.51175	407.26315	2	48.6147	2
814.45425	408.23445	2	33.7293	2
814.45455	408.23460	2	51.3385	2
814.51635	408.26545	2	58.2754	2
815.43960	408.72705	2	38.0684	2
815.46870	408.74165	2	56.3368	2
815.47520	408.74485	2	41.5896	2
815.47705	408.74580	2	45.9584	2
815.49740	408.75600	2	37.1367	2
815.51240	408.76350	2	45.7575	2
816.44920	409.23190	2	65.9831	2
816.45870	409.23660	2	55.9740	1
816.45955	409.23705	2	56.6737	2
816.47045	409.24250	2	36.9199	2
817.42950	409.72205	2	33.8866	2
817.45800	409.73630	2	39.8666	3
817.48080	409.74765	2	66.3801	2
818.37770	410.19610	2	34.8074	1
818.44010	410.22730	2	52.5824	2
818.49030	410.25245	2	73.3066	2
819.39145	410.70300	2	34.3137	2
819.41660	410.71560	2	39.4501	1
819.43015	410.72235	2	62.5787	2
819.44770	410.73110	2	43.8595	1
820.43270	411.22365	2	38.3560	2
820.46930	411.24190	2	45.2164	2
820.48840	411.25150	2	71.1364	2
821.42835	411.72145	2	40.1552	2
822.39205	412.20330	2	31.4657	4
822.42385	412.21920	2	36.3008	2
822.42445	412.21950	2	42.1760	2
823.41870	412.71665	2	35.6829	2
823.42590	412.72025	2	54.3236	2
823.44405	412.72930	2	44.5542	2
824.54870	413.28165	2	70.6362	2
826.49165	414.25310	2	39.1146	2
826.49170	414.25315	2	41.7186	2
826.52735	414.27095	2	69.1307	2
826.52780	414.27120	2	49.4371	2
827.48620	414.75040	2	48.4443	2
827.49850	414.75655	2	36.6370	2
828.41655	415.21555	2	30.7113	2
828.44930	415.23190	2	58.9936	1
828.47740	415.24595	2	38.0822	2
829.44805	415.73130	2	39.5183	4
829.46335	415.73895	2	41.1699	2
829.46610	415.74030	2	33.9394	2
829.49140	415.75295	2	55.4301	2
829.49180	415.75320	2	38.8337	2
829.50255	415.75855	2	35.9186	2
829.50290	415.75870	2	50.3325	1
830.43840	416.22650	2	29.6349	1
831.47030	416.74240	2	48.3103	2
831.49620	416.75540	2	61.4779	2
831.49700	416.75580	2	69.2739	2
832.39270	417.20360	2	33.7118	2
832.42900	417.22180	2	44.7719	3
833.43955	417.72705	2	62.4857	2
834.43480	418.22465	2	37.3256	2
835.44430	418.72945	2	42.8327	2
836.38905	419.20180	2	39.8448	2
836.40240	419.20850	2	40.7323	2
836.43935	419.22695	2	56.3517	2
836.44065	419.22760	2	43.0853	2
837.40320	419.70890	2	47.7467	2
837.40570	419.71015	2	54.1572	2
838.41805	420.21630	2	36.8709	2
839.42875	420.72165	2	54.7845	2
839.58460	420.79960	2	72.6107	1
840.47085	421.24270	2	42.5722	2
840.54305	421.27880	2	59.2718	2
840.54315	421.27885	2	74.3435	2
841.46615	421.74035	2	40.4042	2
841.49135	421.75295	2	54.5793	2
841.50235	421.75845	2	50.3063	2
842.42865	422.22160	2	47.5997	2
842.46125	422.23790	2	39.1983	2
842.48390	422.24925	2	51.8075	2
842.48715	422.25085	2	37.9150	2
842.48735	422.25095	2	41.9223	2
842.52180	422.26820	2	70.3902	2
842.52275	422.26865	2	48.8984	2
842.53285	422.27370	2	33.7092	2
843.48140	422.74800	2	44.2893	2
843.54265	422.77865	2	62.7181	2
844.45440	423.23445	2	53.6358	2
844.46605	423.24030	2	34.6205	2
845.45110	423.73280	2	37.7223	1
845.46015	423.73735	2	36.9588	2
845.46125	423.73790	2	43.8099	2
845.46550	423.74005	2	66.7729	2
845.48530	423.74990	2	52.4461	1
845.51225	423.76340	2	64.7001	2
845.53780	423.77615	2	75.6481	2
846.39835	424.20645	2	36.4589	2
846.42780	424.22115	2	42.4209	2
846.44885	424.23170	2	60.7311	2
847.42340	424.71900	2	43.3814	2
847.44475	424.72965	2	40.3056	2
847.48075	424.74765	2	45.1961	2
848.43905	425.22680	2	41.4702	2
848.43975	425.22715	2	52.9820	2
848.44365	425.22910	2	36.1482	2
849.43510	425.72480	2	53.5388	1
850.35630	426.18540	2	37.2784	1
850.42670	426.22060	2	53.8856	1
850.45475	426.23465	2	46.1296	2
850.50265	426.25860	2	38.9130	2
851.37020	426.69240	2	40.2134	1
851.40275	426.70865	2	34.8379	2
851.42100	426.71775	2	45.2837	2
851.43920	426.72690	2	36.6026	2
853.36085	427.68770	2	36.3083	2
853.39720	427.70590	2	42.4825	2
854.38100	428.19780	2	44.8997	1
854.44010	428.22730	2	56.5960	1
854.46095	428.23775	2	39.5150	2
855.51845	428.76650	2	51.2410	2
856.43360	429.22410	2	64.0226	2
856.44855	429.23155	2	64.8182	2
856.46965	429.24210	2	49.9688	2
856.51265	429.26360	2	48.1998	2
856.51470	429.26460	2	45.3930	1
856.53935	429.27695	2	57.4451	2
857.44285	429.72870	2	38.9812	2
857.46105	429.73780	2	39.7788	2
857.46180	429.73815	2	42.1137	2
857.49605	429.75530	2	46.1835	2
857.49635	429.75545	2	54.7848	2
858.45610	430.23530	2	43.8932	2
858.46100	430.23775	2	37.3405	2
858.46970	430.24215	2	43.2386	2
859.43830	430.72640	2	39.5319	1
859.46395	430.73925	2	37.5521	2
859.46535	430.73995	2	46.5879	2
860.42425	431.21940	2	35.6972	2
860.44240	431.22850	2	44.9639	1
860.46060	431.23755	2	33.0175	2
861.44400	431.72930	2	44.3264	2
861.47150	431.74305	2	47.3611	2
861.50760	431.76110	2	74.9110	2
862.38640	432.20045	2	38.8890	2
863.45005	432.73230	2	49.1189	2
863.45100	432.73280	2	34.3794	2
863.45750	432.73600	2	58.4808	1
864.41925	433.21690	2	49.5986	2
864.43485	433.22470	2	52.7684	2
864.50715	433.26085	2	63.4752	2
865.41555	433.71505	2	39.2344	2
865.50150	433.75800	2	35.0493	1
866.41150	434.21300	2	40.0534	2
866.49860	434.25655	2	41.9450	2
867.41625	434.71540	2	49.9082	2
867.43465	434.72460	2	38.7179	2
868.45920	435.23685	2	37.2561	2
869.49645	435.75550	2	33.7615	2
869.53330	435.77390	2	59.5711	2
869.53410	435.77430	2	52.3978	2
869.55915	435.78685	2	66.4963	2
870.43820	436.22640	2	33.1391	1
870.44880	436.23165	2	54.3195	2
870.48170	436.24815	2	42.5647	2
870.51770	436.26615	2	57.8290	2
870.55325	436.28390	2	50.6820	2
871.44360	436.72910	2	37.8611	2
871.45120	436.73285	2	40.3993	2
871.50140	436.75800	2	54.2141	1
871.53880	436.77670	2	59.1373	2
872.47510	437.24485	2	39.2245	2
872.49570	437.25510	2	55.9640	1
872.49685	437.25570	2	41.7766	2
872.49740	437.25600	2	34.9266	2
872.51500	437.26480	2	63.3852	2
873.44320	437.72890	2	32.3738	1
873.47050	437.74250	2	45.1238	2
873.47310	437.74380	2	50.4565	2
873.48080	437.74765	2	48.3440	2
873.48130	437.74790	2	45.8899	1
873.49600	437.75525	2	67.0402	2
874.43300	438.22380	2	44.4993	2
874.45060	438.23260	2	32.0932	1
874.45845	438.23650	2	49.7533	2
874.46680	438.24070	2	42.5320	1
874.46935	438.24195	2	35.1823	2
875.48950	438.75205	2	29.5110	2
875.52260	438.76860	2	49.9055	2
875.52270	438.76860	2	60.6787	2
876.41245	439.21350	2	38.8574	2
876.43500	439.22480	2	47.8688	1
876.49610	439.25530	2	67.4332	2
877.43040	439.72250	2	43.0856	1
877.45490	439.73470	2	64.9731	1
877.45505	439.73480	2	36.8412	2
877.46655	439.74055	2	49.5510	2
877.46670	439.74065	2	42.2622	2
877.47860	439.74660	2	50.1027	2
877.50965	439.76210	2	69.4769	2
878.43160	440.22310	2	47.8100	1
878.48630	440.25040	2	50.1614	1
878.48675	440.25065	2	54.4544	2
879.39800	440.70630	2	34.1040	2
880.41410	441.21430	2	38.2133	2
880.42895	441.22175	2	43.1805	2
880.54950	441.28205	2	53.3211	2
882.48270	442.24860	2	35.7000	1
882.52935	442.27195	2	38.7078	2
883.47560	442.74510	2	47.4168	1
883.53800	442.77625	2	58.4589	2
883.53860	442.77660	2	51.0507	2
883.56010	442.78735	2	38.3826	2
884.44020	443.22740	2	43.8996	1
884.54430	443.27940	2	54.0773	2
884.57000	443.29230	2	73.5668	2
884.57260	443.29355	2	58.9908	2
885.42310	443.71885	2	38.5888	2
885.44460	443.72960	2	34.4075	2
885.49085	443.75270	2	35.0059	2
885.49200	443.75330	2	51.3282	2
885.55365	443.78410	2	64.5814	2
886.48720	444.25090	2	42.1689	2
886.51250	444.26350	2	47.6215	1
886.51310	444.26380	2	47.9022	1
886.52320	444.26890	2	45.0593	1
887.46040	444.73750	2	35.9446	2
887.49010	444.75230	2	40.9819	1
888.46635	445.24045	2	37.7912	2
889.45860	445.73660	2	50.8965	2
889.46530	445.73995	2	48.0741	2
889.47710	445.74585	2	41.0243	2
889.48495	445.74975	2	69.6429	2
890.50540	446.25995	2	44.4446	2
891.44520	446.72990	2	49.4032	2
891.44850	446.73150	2	46.1549	2
891.48160	446.74810	2	62.6901	2
891.50630	446.76045	2	66.0333	2
