mono_mass	mz	charge	rt	n_psm
798.41170	400.21310	2	37.5178	1
798.46010	400.23730	2	42.9860	1
798.48515	400.24985	2	57.2037	2
798.49000	400.25230	2	31.8648	1
799.45520	400.73490	2	48.8911	2
800.43890	401.22675	2	43.2648	2
800.43935	401.22695	2	39.6410	2
800.45470	401.23460	2	50.8356	1
801.43460	401.72455	2	35.9296	2
801.53270	401.77365	2	44.0026	2
802.38630	402.20045	2	38.0338	2
802.49850	402.25655	2	61.3664	2
805.40785	403.71120	2	44.5502	2
805.44515	403.72985	2	50.8925	2
806.39515	404.20485	2	36.7850	2
806.45360	404.23410	2	59.9993	1
806.45510	404.23480	2	50.0667	2
806.48990	404.25220	2	56.3415	2
807.41275	404.71370	2	39.2919	2
808.36175	405.18815	2	35.9371	2
808.39705	405.20580	2	49.0752	2
808.44385	405.22920	2	35.0641	2
811.35420	406.68435	2	36.6749	2
811.49120	406.75290	2	49.3400	2
812.42215	407.21835	2	42.1175	2
812.43900	407.22680	2	39.4059	2
812.47555	407.24505	2	59.8969	2
812.48745	407.25100	2	44.0878	2
812.51170	407.26310	2	48.6941	2
814.45440	408.23445	2	33.6822	2
814.45525	408.23490	2	51.2450	2
814.51640	408.26550	2	58.2323	1
815.44025	408.72740	2	37.9497	2
815.46890	408.74170	2	56.2820	2
815.47565	408.74510	2	41.5371	2
815.47775	408.74615	2	45.9344	2
815.49715	408.75585	2	37.1069	2
815.51200	408.76330	2	45.7144	2
816.38345	409.19900	2	51.0074	2
816.44970	409.23215	2	66.0263	2
816.47050	409.24250	2	36.7899	2
817.42960	409.72205	2	33.8755	2
817.45500	409.73480	2	39.7190	1
817.48120	409.74785	2	66.4258	2
818.43280	410.22370	2	42.7340	1
818.44045	410.22750	2	52.4079	2
818.48995	410.25225	2	73.4972	2
819.39115	410.70285	2	34.2882	2
819.41570	410.71515	2	39.4459	2
819.43090	410.72275	2	62.6497	2
820.43270	411.22360	2	38.2382	2
820.46970	411.24210	2	45.1530	2
820.48840	411.25145	2	71.3181	2
821.42855	411.72155	2	40.1490	2
821.44755	411.73105	2	32.6702	2
822.39130	412.20290	2	30.3115	4
822.42355	412.21905	2	36.1111	2
822.42415	412.21935	2	42.0983	2
823.41840	412.71650	2	35.4901	1
823.42660	412.72060	2	54.2315	2
823.44400	412.72930	2	44.4471	1
824.54875	413.28165	2	70.8121	2
826.49090	414.25275	2	41.6410	2
826.49225	414.25340	2	39.0318	2
826.52725	414.27090	2	49.4280	2
826.52760	414.27105	2	69.2826	2
827.48600	414.75030	2	48.4527	1
828.41670	415.21560	2	30.5301	2
828.44540	415.23000	2	39.2404	3
828.44950	415.23200	2	58.7326	1
828.47680	415.24565	2	38.0440	2
828.50760	415.26110	2	50.9373	1
829.45520	415.73490	2	45.3687	1
829.46480	415.73965	2	41.0879	2
829.46525	415.73990	2	33.8073	2
829.49100	415.75280	2	55.3627	3
829.49140	415.75295	2	38.7908	2
829.50220	415.75840	2	35.8675	2
829.50270	415.75860	2	50.1568	2
830.45140	416.23300	2	39.6842	1
831.46985	416.74220	2	48.2833	2
831.46995	416.74225	2	34.4446	2
831.49660	416.75560	2	69.4706	2
831.49680	416.75570	2	61.5796	2
832.39265	417.20360	2	33.6233	2
832.41250	417.21355	2	42.1998	2
833.42785	417.72120	2	44.9994	4
834.43540	418.22500	2	37.3161	2
835.41120	418.71290	2	46.6599	1
835.44445	418.72950	2	42.7121	2
836.39000	419.20230	2	39.7876	1
836.40195	419.20825	2	40.6541	2
836.43975	419.22715	2	56.1914	2
836.44065	419.22760	2	42.9400	2
837.40255	419.70855	2	47.7471	2
837.40520	419.70985	2	53.9267	2
838.41820	420.21640	2	36.6700	2
839.42975	420.72215	2	54.6610	2
840.47040	421.24245	2	42.4238	2
840.54295	421.27875	2	59.2442	2
840.54340	421.27895	2	74.5540	2
841.96345	421.98900	2	40.7880	4
842.42865	422.22160	2	47.5911	2
842.48550	422.25000	2	51.8000	2
842.48695	422.25075	2	41.8481	2
842.48765	422.25110	2	37.7750	2
842.52225	422.26840	2	48.9557	2
842.52225	422.26840	2	70.5724	2
842.53315	422.27385	2	33.6822	2
842.96505	422.48980	2	39.0986	2
843.45130	422.73290	2	38.6752	2
843.45220	422.73340	2	56.2727	1
843.48145	422.74800	2	44.2003	2
843.48190	422.74820	2	46.2694	2
843.54300	422.77880	2	62.8226	2
844.45535	423.23495	2	53.5283	2
844.46590	423.24020	2	34.5655	2
845.46055	423.73755	2	36.7325	2
845.46100	423.73775	2	43.6785	2
845.46450	423.73955	2	66.9131	2
845.48605	423.75030	2	52.3847	2
845.51260	423.76355	2	64.7276	2
845.53735	423.77595	2	75.8993	2
846.39935	424.20695	2	36.3576	2
846.42730	424.22095	2	42.3074	2
846.44845	424.23150	2	60.7209	2
847.42320	424.71890	2	43.2460	2
847.48030	424.74745	2	45.1228	2
848.43925	425.22690	2	41.3524	2
848.43940	425.22700	2	52.7444	2
848.44405	425.22930	2	35.9000	2
849.42040	425.71750	2	46.4780	1
849.44180	425.72815	2	52.2716	2
850.45425	426.23440	2	46.1063	2
850.50205	426.25835	2	38.9474	2
851.40300	426.70875	2	34.7089	2
851.42160	426.71810	2	45.2441	2
851.43875	426.72665	2	36.3881	2
853.36080	427.68770	2	36.1522	2
854.46080	428.23770	2	39.3715	2
855.51790	428.76620	2	51.0466	1
856.43305	429.22380	2	64.0661	2
856.46945	429.24200	2	49.8351	2
856.51210	429.26335	2	48.1418	2
856.51725	429.26590	2	45.3856	2
856.53885	429.27670	2	57.3689	2
857.46170	429.73810	2	39.6770	2
857.46245	429.73850	2	42.0455	2
857.49620	429.75535	2	46.1665	2
857.49715	429.75585	2	54.6259	2
858.45665	430.23560	2	43.8492	2
858.46990	430.24225	2	43.0861	2
858.96295	430.48875	2	37.3296	4
859.43800	430.72630	2	39.4802	1
859.46520	430.73985	2	46.6086	2
859.50200	430.75825	2	65.8781	2
860.42395	431.21925	2	35.4701	2
860.46060	431.23755	2	32.9178	2
861.44430	431.72940	2	44.1691	2
861.47115	431.74285	2	47.3768	2
861.49955	431.75705	2	48.4928	2
861.50730	431.76095	2	75.1579	2
862.38570	432.20010	2	38.8465	1
863.45065	432.73260	2	34.2531	2
863.45070	432.73260	2	49.0702	2
863.45775	432.73615	2	58.4399	2
864.41985	433.21720	2	49.5270	2
864.43450	433.22455	2	52.5631	2
864.46930	433.24190	2	56.1871	1
864.50700	433.26080	2	63.6022	2
865.41490	433.71475	2	39.2332	2
866.41190	434.21320	2	39.9638	1
866.49760	434.25610	2	41.9906	2
867.41620	434.71540	2	49.8048	2
867.43405	434.72430	2	38.5482	2
868.45930	435.23695	2	37.2260	2
868.51310	435.26380	2	31.6827	2
869.49685	435.75570	2	33.7177	2
869.53350	435.77400	2	52.2321	2
869.53390	435.77420	2	59.5194	2
869.55830	435.78640	2	66.6255	2
870.43730	436.22590	2	33.1381	1
870.44900	436.23175	2	54.1817	2
870.48115	436.24785	2	42.5367	2
870.51755	436.26605	2	57.7369	2
870.55365	436.28410	2	50.6495	2
871.44455	436.72955	2	37.7094	2
871.45105	436.73280	2	40.3246	2
871.53830	436.77645	2	59.1275	2
872.47505	437.24480	2	39.1659	2
872.49590	437.25520	2	55.7494	1
872.49650	437.25550	2	41.6772	2
872.50885	437.26170	2	36.0546	2
872.51525	437.26490	2	63.4855	2
873.47335	437.74395	2	50.3542	2
873.48030	437.74745	2	48.3173	2
873.49610	437.75535	2	67.1261	2
874.43305	438.22380	2	44.3529	2
874.44700	438.23080	2	32.3639	1
874.45815	438.23635	2	49.6424	2
874.46665	438.24060	2	42.4504	2
874.47070	438.24260	2	35.0154	1
875.49000	438.75230	2	29.3409	1
875.52250	438.76850	2	49.8882	2
875.52295	438.76875	2	60.6912	2
876.41285	439.21370	2	38.7663	2
876.43750	439.22600	2	47.8506	2
876.43840	439.22650	2	68.2237	1
876.48110	439.24780	2	53.6781	1
876.49555	439.25505	2	67.5451	2
877.42940	439.72200	2	42.9240	2
877.45470	439.73460	2	64.9765	1
877.45515	439.73485	2	36.6650	2
877.46630	439.74045	2	44.6637	2
877.46650	439.74055	2	49.4727	2
877.46685	439.74070	2	42.1626	2
877.50995	439.76225	2	69.6412	2
878.48610	440.25035	2	50.0338	2
878.48620	440.25040	2	54.3466	2
879.39655	440.70555	2	33.9705	2
879.39820	440.70640	2	41.4654	1
879.41900	440.71680	2	39.8119	1
879.42720	440.72090	2	45.4076	1
879.51730	440.76590	2	44.9185	1
880.41430	441.21440	2	38.2091	1
880.42915	441.22185	2	42.9768	2
880.54940	441.28200	2	53.1663	2
881.41410	441.71430	2	38.2637	1
881.51590	441.76525	2	54.9567	2
881.55740	441.78600	2	63.3371	1
882.48160	442.24810	2	35.7122	1
882.52880	442.27170	2	38.6391	2
883.41800	442.71630	2	45.0356	1
883.53825	442.77640	2	58.3909	2
883.53850	442.77650	2	50.8943	1
883.56025	442.78740	2	38.4497	2
884.44025	443.22740	2	43.7616	2
884.54390	443.27925	2	53.9732	2
884.56980	443.29220	2	73.7548	1
884.57125	443.29290	2	58.9691	2
885.49200	443.75330	2	51.1483	2
885.55350	443.78405	2	64.6700	2
886.40790	444.21120	2	53.1549	1
886.48655	444.25055	2	42.0530	2
886.51230	444.26340	2	47.9585	1
886.51270	444.26360	2	47.6766	1
886.52040	444.26750	2	40.5286	1
887.46010	444.73730	2	35.8041	2
887.53240	444.77350	2	57.8262	2
888.44560	445.23010	2	53.2724	1
888.51025	445.26240	2	53.7174	2
889.45895	445.73675	2	50.7454	2
889.46540	445.74000	2	48.0744	2
889.47695	445.74575	2	40.9351	2
889.48465	445.74960	2	69.9515	2
891.44495	446.72980	2	49.2691	2
891.44920	446.73190	2	46.2295	2
891.48105	446.74780	2	62.6546	2
891.50655	446.76055	2	66.1331	2
892.44050	447.22755	2	39.7605	2
892.48410	447.24930	2	76.5936	2
893.45940	447.73695	2	45.5346	6
893.46270	447.73860	2	40.8476	3
893.60605	447.81030	2	75.4012	2
894.45560	448.23510	2	33.6283	2
895.44735	448.73095	2	59.4825	2
895.46550	448.74000	2	40.8907	1
896.41830	449.21640	2	37.3972	1
896.53360	449.27410	2	54.4880	2
897.40460	449.70955	2	66.3728	2
897.50300	449.75875	2	33.2656	2
898.40800	450.21130	2	65.9028	2
898.42100	450.21780	2	41.8122	1
898.47930	450.24695	2	57.5469	2
898.48650	450.25055	2	34.7437	2
898.49110	450.25285	2	44.1764	2
898.54820	450.28140	2	66.6330	2
898.55975	450.28715	2	54.9732	2
899.43835	450.72645	2	53.3936	2
899.45060	450.73260	2	40.3806	2
899.50790	450.76120	2	55.7327	2
899.51530	450.76495	2	59.9593	2
899.54490	450.77970	2	32.5951	1
900.46420	451.23935	2	41.0096	2
900.49215	451.25335	2	52.5013	2
900.49270	451.25360	2	40.7982	2
900.50305	451.25880	2	50.4123	2
900.53950	451.27705	2	43.5318	2
901.41155	451.71305	2	49.0445	2
901.43355	451.72405	2	38.8538	2
901.47615	451.74535	2	58.3099	2
901.48600	451.75030	2	33.0572	2
901.48660	451.75060	2	46.5471	2
901.52415	451.76935	2	42.1390	2
902.41345	452.21405	2	47.7106	2
902.48040	452.24750	2	39.2408	2
902.50690	452.26070	2	46.0059	1
903.44810	452.73130	2	37.7170	2
903.48130	452.74795	2	52.8119	2
903.52800	452.77125	2	41.8293	2
903.54280	452.77865	2	68.7284	2
904.44260	453.22860	2	30.5801	2
904.53850	453.27650	2	62.9073	2
905.45275	453.73365	2	65.3453	2
905.45280	453.73370	2	43.5833	1
905.45300	453.73380	2	43.5541	1
905.46150	453.73810	2	31.7979	1
906.46745	454.24100	2	31.7292	2
906.51725	454.26590	2	48.0509	2
907.45175	454.73315	2	36.7222	2
907.50090	454.75770	2	48.5045	1
908.00410	455.00930	2	54.6798	4
908.56935	455.29195	2	56.8141	2
909.42655	455.72055	2	55.1191	2
909.45570	455.73520	2	39.6416	1
911.38085	456.69770	2	33.3941	2
911.47570	456.74510	2	60.3942	2
911.48985	456.75220	2	42.7797	2
911.58045	456.79750	2	57.8629	2
912.49110	457.25280	2	46.2521	1
912.54770	457.28110	2	42.1456	1
912.56215	457.28835	2	45.2962	2
912.56520	457.28990	2	64.0597	2
913.42990	457.72220	2	48.5633	1
913.44845	457.73150	2	41.2134	2
913.47340	457.74400	2	71.1426	2
913.48755	457.75105	2	47.2966	2
913.50905	457.76180	2	32.5050	2
913.54820	457.78135	2	53.6223	2
913.55990	457.78725	2	38.7030	2
913.59595	457.80525	2	40.0046	2
914.50770	458.26115	2	40.5331	2
914.51775	458.26615	2	45.9637	2
915.44725	458.73090	2	36.4267	2
915.47110	458.74285	2	35.9568	2
915.50190	458.75820	2	41.1765	1
915.50550	458.76005	2	31.8504	2
915.52065	458.76760	2	49.6500	2
915.53895	458.77675	2	34.6167	2
916.48580	459.25020	2	40.9396	2
916.49785	459.25620	2	37.1597	2
917.46340	459.73900	2	53.8571	1
917.46540	459.74000	2	34.1091	2
917.48110	459.74785	2	39.8515	2
917.48115	459.74785	2	37.7925	2
918.48410	460.24930	2	53.2735	2
918.49210	460.25335	2	63.9521	2
918.49220	460.25340	2	50.2440	2
918.51670	460.26565	2	62.8528	2
918.51795	460.26625	2	56.7032	2
919.40625	460.71040	2	32.5100	2
919.40750	460.71105	2	61.2473	2
919.44370	460.72915	2	47.4701	2
919.47240	460.74345	2	52.3792	2
919.50770	460.76115	2	52.5489	2
919.51235	460.76345	2	46.7061	2
919.51240	460.76350	2	43.4107	1
919.51575	460.76515	2	57.1148	2
919.52200	460.76825	2	64.4755	2
920.49740	461.25595	2	46.8416	2
920.50735	461.26095	2	41.2186	2
921.44495	461.72975	2	40.3636	2
921.44600	461.73030	2	36.9616	3
921.45540	461.73500	2	40.1393	1
921.55300	461.78380	2	61.4602	2
922.43900	462.22680	2	49.5613	2
922.45140	462.23300	2	37.9715	1
923.43540	462.72495	2	43.5098	2
923.47265	462.74360	2	40.5063	2
923.49345	462.75400	2	50.3047	2
924.43775	463.22615	2	48.0509	2
924.53895	463.27675	2	52.3477	2
924.56410	463.28930	2	55.1780	2
925.45120	463.73290	2	43.9353	1
925.46920	463.74190	2	79.0764	1
925.49755	463.75605	2	43.1228	2
926.51845	464.26650	2	38.6065	2
926.58035	464.29745	2	60.0686	2
926.59155	464.30305	2	61.2170	2
927.37260	464.69360	2	28.8108	1
927.44505	464.72980	2	46.4936	2
927.56345	464.78900	2	82.7947	2
928.45425	465.23445	2	50.4963	2
928.52255	465.26855	2	51.3634	2
928.53435	465.27445	2	49.7282	2
928.55945	465.28700	2	62.4445	2
928.55975	465.28715	2	56.7333	2
929.48075	465.74765	2	36.5058	2
929.50685	465.76070	2	54.6811	2
929.51285	465.76370	2	48.2548	2
929.51785	465.76620	2	35.6632	2
929.51810	465.76630	2	42.5952	2
929.51830	465.76640	2	40.5646	2
930.42355	466.21905	2	60.6650	2
930.44110	466.22780	2	32.1758	1
930.46585	466.24020	2	34.6963	2
930.51745	466.26600	2	64.4442	2
930.53860	466.27655	2	37.5799	2
931.47015	466.74235	2	35.5069	2
931.48615	466.75040	2	48.6650	2
931.50210	466.75835	2	55.6123	2
931.51245	466.76350	2	57.6013	2
931.53415	466.77435	2	67.4904	2
932.44480	467.22970	2	32.6115	1
932.46400	467.23930	2	38.4570	2
932.54435	467.27945	2	41.7684	2
933.45620	467.73540	2	36.8248	1
933.46555	467.74005	2	50.9472	2
933.48525	467.74990	2	51.3113	2
933.50330	467.75895	2	52.1439	2
933.52895	467.77175	2	56.0548	2
933.53995	467.77725	2	32.2828	2
934.41450	468.21460	2	39.6455	2
934.45115	468.23285	2	38.9351	2
934.48415	468.24935	2	42.4630	2
934.48715	468.25085	2	54.8018	2
934.48750	468.25100	2	32.8550	2
934.51245	468.26350	2	58.0978	2
934.52385	468.26920	2	59.2469	2
935.47030	468.74245	2	44.7730	2
935.48910	468.75180	2	61.4815	2
937.41455	469.71455	2	34.0953	2
937.48745	469.75100	2	40.3318	2
937.51170	469.76310	2	57.4055	2
938.43415	470.22435	2	37.3086	2
939.43055	470.72255	2	62.0236	2
939.46150	470.73810	2	32.1164	1
939.48120	470.74790	2	80.1170	2
939.51425	470.76440	2	31.6902	2
939.54990	470.78220	2	55.5593	2
939.56415	470.78935	2	80.6037	2
940.44375	471.22915	2	44.8665	2
940.52700	471.27075	2	61.7485	2
940.53480	471.27470	2	34.0541	1
941.43445	471.72450	2	38.0934	2
941.46385	471.73920	2	49.7612	2
941.56640	471.79045	2	61.5788	2
941.57950	471.79705	2	66.3931	2
941.60600	471.81030	2	79.2038	2
942.50245	472.25850	2	35.5583	2
942.51350	472.26405	2	47.9904	2
942.51360	472.26410	2	43.2263	1
943.44800	472.73125	2	60.8185	2
