mono_mass	mz	charge	rt	n_psm
798.41290	400.21370	2	37.4295	1
798.48495	400.24975	2	56.6913	2
799.45515	400.73485	2	48.2004	2
799.51700	400.76580	2	37.3431	1
800.43885	401.22670	2	39.3225	2
800.43890	401.22670	2	42.8037	2
800.45520	401.23490	2	50.2334	1
801.43520	401.72485	2	35.7609	2
801.45970	401.73710	2	43.8311	1
801.53315	401.77385	2	43.3343	2
802.38575	402.20015	2	37.8542	2
802.49820	402.25640	2	60.8445	1
802.49840	402.25650	2	60.8643	1
805.40745	403.71100	2	43.9868	2
805.44480	403.72970	2	50.3328	1
806.39615	404.20535	2	36.5868	2
806.45430	404.23450	2	59.5692	1
807.41295	404.71375	2	39.0108	2
808.36320	405.18890	2	35.8725	2
808.44280	405.22870	2	34.8166	2
811.35385	406.68420	2	36.6282	2
812.42260	407.21860	2	41.6313	2
812.43910	407.22680	2	39.0440	2
812.48705	407.25080	2	36.2074	2
812.48890	407.25170	2	43.6032	1
812.51185	407.26320	2	47.9424	2
814.45530	408.23490	2	41.7571	3
814.51600	408.26525	2	57.7094	2
815.43870	408.72660	2	37.7798	1
815.46900	408.74180	2	55.7373	1
815.47570	408.74515	2	41.1446	2
815.47710	408.74580	2	45.2878	1
815.49730	408.75590	2	36.8694	1
815.51155	408.76305	2	45.0546	2
816.44985	409.23220	2	65.5822	2
816.47075	409.24265	2	36.5709	2
817.42930	409.72195	2	33.6531	2
817.48140	409.74800	2	65.9495	2
818.44015	410.22735	2	51.8816	2
818.49010	410.25235	2	72.8924	2
819.39205	410.70330	2	33.8786	2
819.43090	410.72275	2	62.1277	2
820.43290	411.22370	2	38.0636	2
820.46975	411.24215	2	44.5509	2
820.48750	411.25105	2	70.7228	2
821.42825	411.72140	2	39.7116	2
822.39100	412.20275	2	29.9069	4
822.42375	412.21920	2	35.8388	2
822.42460	412.21960	2	41.6436	1
823.41920	412.71690	2	35.3026	1
823.42585	412.72020	2	53.6632	2
824.54815	413.28135	2	70.2297	2
826.45560	414.23510	2	47.0161	1
826.49110	414.25280	2	38.7394	2
826.49165	414.25310	2	41.2058	2
826.52710	414.27080	2	68.7467	2
826.52825	414.27140	2	48.7638	2
828.41630	415.21545	2	30.7007	2
829.44765	415.73110	2	39.1891	4
829.46560	415.74010	2	40.6921	1
829.49145	415.75300	2	54.8114	2
829.50285	415.75875	2	35.5578	2
831.46990	416.74220	2	47.5643	1
831.47030	416.74240	2	34.1977	1
831.49705	416.75580	2	68.8648	2
831.49720	416.75585	2	61.0165	2
832.39195	417.20325	2	33.3881	2
832.42920	417.22190	2	44.1343	2
833.43950	417.72705	2	61.9885	2
834.43485	418.22470	2	37.0580	2
835.44435	418.72945	2	42.3033	2
836.38905	419.20180	2	39.4554	2
836.43990	419.22720	2	55.7214	2
836.44095	419.22775	2	42.4760	2
