mono_mass	mz	charge	rt	n_psm
798.41250	400.21350	2	39.3778	1
798.46100	400.23780	2	44.3830	2
798.48550	400.25000	2	58.2525	3
798.48990	400.25220	2	33.3979	1
799.45485	400.73470	2	49.8351	2
800.43870	401.22660	2	44.7228	2
800.43890	401.22670	2	41.0936	3
800.43960	401.22710	2	38.9776	1
800.43960	401.22710	2	43.1598	1
800.45455	401.23460	2	51.8981	2
801.43435	401.72445	2	37.5783	2
801.53290	401.77375	2	45.3849	2
802.38610	402.20035	2	39.6442	2
802.45530	402.23490	2	43.7969	1
802.49840	402.25650	2	62.4211	2
805.40855	403.71155	2	45.8713	2
805.44480	403.72965	2	52.0675	2
806.39580	404.20515	2	38.4855	2
806.45410	404.23435	2	61.0915	2
806.45425	404.23440	2	51.0144	2
806.49040	404.25250	2	57.4398	1
807.41240	404.71345	2	40.8741	2
808.36360	405.18910	2	37.6108	2
808.39670	405.20560	2	50.0931	2
808.44020	405.22740	2	36.7257	1
811.35355	406.68405	2	38.3621	2
811.49130	406.75290	2	50.2337	2
812.42300	407.21880	2	43.5467	1
812.43950	407.22700	2	40.8448	2
812.48720	407.25090	2	45.4551	2
812.51170	407.26310	2	49.6372	2
813.43410	407.72430	2	34.6024	1
814.45455	408.23460	2	35.3076	2
814.45520	408.23485	2	52.3335	2
814.51690	408.26570	2	59.3311	1
815.43955	408.72705	2	39.5587	2
815.46895	408.74175	2	57.3414	2
815.47550	408.74505	2	43.0252	2
815.47830	408.74640	2	47.0986	2
815.49740	408.75595	2	38.6724	2
815.51150	408.76300	2	47.0032	1
816.38440	409.19950	2	52.1327	2
816.44950	409.23200	2	66.9728	2
816.47075	409.24265	2	38.3695	2
817.42950	409.72205	2	35.6492	2
817.45395	409.73425	2	41.1751	2
817.48085	409.74770	2	67.3658	2
818.37690	410.19570	2	36.4856	1
818.44030	410.22745	2	53.4541	2
818.49035	410.25245	2	74.1643	2
819.39090	410.70270	2	36.0775	1
819.43090	410.72270	2	63.6693	2
820.43320	411.22390	2	39.7723	1
820.46915	411.24185	2	46.3751	2
820.48830	411.25145	2	72.0374	2
821.42860	411.72160	2	41.4314	1
821.44820	411.73140	2	34.4565	2
822.39120	412.20290	2	33.2703	5
822.42415	412.21935	2	37.7359	2
823.41880	412.71665	2	37.1818	2
823.42645	412.72050	2	55.3734	2
824.54870	413.28165	2	71.5144	2
826.49085	414.25270	2	40.4923	2
826.49105	414.25285	2	43.0755	2
826.52740	414.27100	2	70.0608	2
826.52750	414.27100	2	50.3472	2
827.48605	414.75030	2	49.4373	2
828.41570	415.21515	2	32.0747	2
828.44570	415.23010	2	40.6866	3
828.44940	415.23200	2	59.8415	2
829.46410	415.73935	2	42.4950	2
829.46530	415.73990	2	35.5532	1
