mono_mass	mz	charge	rt	n_psm
798.46110	400.23780	2	45.1579	1
798.48420	400.24940	2	59.2924	1
799.45460	400.73455	2	50.5884	2
800.43855	401.22655	2	45.4121	2
800.43950	401.22705	2	41.8934	2
800.45520	401.23485	2	52.6747	2
801.43560	401.72510	2	38.5742	2
801.53205	401.77330	2	46.6252	2
802.38660	402.20055	2	40.5495	2
802.49830	402.25650	2	63.4598	1
805.44555	403.73005	2	52.9752	2
806.39600	404.20530	2	39.4094	2
806.41705	404.21580	2	72.9118	2
806.45420	404.23440	2	62.0070	2
806.45420	404.23435	2	51.6488	2
807.41220	404.71340	2	41.7750	2
808.36155	405.18805	2	38.6322	2
808.43870	405.22660	2	38.1291	2
811.35565	406.68510	2	39.3199	2
811.49165	406.75310	2	50.9316	2
812.42325	407.21890	2	44.3919	2
812.43920	407.22690	2	41.6876	2
812.47530	407.24490	2	61.4018	2
812.48710	407.25080	2	39.0733	2
812.48710	407.25085	2	46.2664	2
812.51180	407.26315	2	50.4992	2
813.43680	407.72565	2	35.6814	2
814.43695	408.22575	2	42.1775	2
814.45460	408.23460	2	36.3825	2
814.51645	408.26550	2	60.2888	2
815.43975	408.72715	2	40.4917	2
815.45470	408.73460	2	44.2911	1
815.46810	408.74135	2	58.2150	2
815.47580	408.74515	2	43.9431	2
815.47860	408.74660	2	47.9035	1
815.49725	408.75590	2	39.8523	2
815.51185	408.76320	2	47.7833	2
816.44900	409.23180	2	68.1484	2
816.47015	409.24235	2	39.3321	2
817.42970	409.72210	2	36.6862	2
818.44030	410.22740	2	54.1226	2
818.49050	410.25250	2	75.7045	2
819.39170	410.70315	2	37.1215	2
819.43070	410.72260	2	64.6728	2
820.43720	411.22590	2	40.5575	2
820.46925	411.24190	2	47.1078	2
820.48815	411.25135	2	73.4143	2
821.42845	411.72150	2	42.3203	2
821.44685	411.73070	2	35.5363	2
822.39095	412.20275	2	32.5792	2
822.42485	412.21970	2	38.6560	2
822.47120	412.24290	2	38.0673	1
823.41810	412.71640	2	38.1863	1
823.42655	412.72055	2	56.1731	2
823.44410	412.72930	2	46.6835	1
824.54825	413.28140	2	72.9069	2
826.43675	414.22565	2	43.1801	2
826.45530	414.23495	2	49.5371	2
826.49055	414.25260	2	43.8435	2
826.52740	414.27095	2	71.3098	2
826.52745	414.27100	2	51.1681	2
827.48635	414.75050	2	50.1979	2
827.49770	414.75610	2	39.5007	2
828.41615	415.21535	2	33.3002	2
828.47420	415.24440	2	40.7074	1
828.48200	415.24830	2	33.2122	1
829.44885	415.73170	2	41.6870	4
829.46380	415.73920	2	36.6206	1
829.49125	415.75290	2	57.2702	2
829.50345	415.75900	2	38.6687	2
831.49650	416.75550	2	63.8123	1
831.49660	416.75555	2	71.5871	2
832.39205	417.20330	2	36.2971	2
832.93040	417.47250	2	46.6910	4
834.42480	418.21970	2	47.4085	1
834.43510	418.22485	2	39.6527	2
835.41025	418.71240	2	48.4825	2
835.44500	418.72980	2	44.9699	2
835.52800	418.77130	2	43.1668	1
836.39075	419.20265	2	42.2494	2
836.40085	419.20770	2	42.9679	2
836.44080	419.22770	2	57.9278	2
836.44095	419.22775	2	45.0792	2
837.40175	419.70815	2	49.4137	2
837.40615	419.71035	2	55.6635	2
838.41755	420.21605	2	39.1835	2
839.42950	420.72205	2	56.4913	2
839.58420	420.79935	2	74.9110	2
840.50685	421.26070	2	48.4926	2
840.54340	421.27900	2	61.3336	2
840.54355	421.27905	2	76.6205	2
841.46665	421.74060	2	42.4985	2
841.49310	421.75380	2	56.2174	1
841.49320	421.75385	2	52.8768	2
842.42810	422.22130	2	49.2781	1
842.48650	422.25055	2	43.9725	2
842.48770	422.25115	2	40.2188	2
842.52305	422.26880	2	72.6623	2
842.52400	422.26930	2	50.7068	1
842.53370	422.27415	2	36.5438	2
842.96595	422.49025	2	41.5420	4
843.45225	422.73340	2	41.1082	2
843.48140	422.74795	2	46.3205	2
843.54275	422.77865	2	64.8554	2
844.45590	423.23525	2	55.3174	2
844.46530	423.23990	2	37.3008	2
845.46020	423.73735	2	39.3510	2
845.46180	423.73820	2	45.8389	2
845.46540	423.73995	2	69.0392	2
845.48645	423.75050	2	54.1485	2
845.51235	423.76345	2	66.8545	2
845.53825	423.77640	2	78.0621	2
846.42815	424.22135	2	44.5958	2
846.44785	424.23120	2	62.6590	2
847.42275	424.71865	2	45.5813	2
847.44425	424.72940	2	42.3699	2
847.48130	424.74795	2	47.2007	2
848.43920	425.22690	2	43.4515	2
848.44215	425.22835	2	38.4870	2
848.94085	425.47770	2	54.1589	2
849.42015	425.71735	2	48.3220	2
849.43475	425.72465	2	54.8099	2
850.45330	426.23390	2	48.0224	2
850.50260	426.25855	2	41.4406	2
851.40260	426.70860	2	37.4652	1
851.42125	426.71790	2	47.3516	2
851.43840	426.72650	2	35.7858	1
851.43905	426.72680	2	38.9190	2
852.44950	427.23205	2	62.2301	2
853.36125	427.68790	2	38.8421	2
854.43900	428.22680	2	58.5514	1
854.45995	428.23725	2	41.5861	2
856.43310	429.22380	2	66.0768	2
856.44840	429.23150	2	67.2301	1
856.46945	429.24200	2	51.4948	2
856.51270	429.26360	2	49.7609	2
856.51615	429.26535	2	47.4137	2
856.53820	429.27640	2	59.3560	2
857.44000	429.72730	2	41.3292	1
857.46065	429.73760	2	41.8712	2
857.46310	429.73880	2	44.2619	2
857.49610	429.75535	2	47.9946	2
857.49680	429.75570	2	56.4233	1
857.49780	429.75620	2	56.4046	1
857.53290	429.77370	2	42.2126	1
858.45760	430.23610	2	46.0205	2
858.46930	430.24190	2	45.3268	2
858.48020	430.24735	2	34.8525	2
859.43910	430.72685	2	41.7182	2
859.46540	430.73995	2	39.9568	2
860.42400	431.21930	2	37.9879	2
860.46030	431.23740	2	35.5597	1
861.44425	431.72940	2	46.1689	2
861.45970	431.73710	2	49.3107	5
861.50735	431.76095	2	77.3247	2
861.53345	431.77400	2	51.8957	2
862.38580	432.20015	2	40.9383	2
862.41795	432.21625	2	38.3723	2
863.45120	432.73285	2	36.9412	2
863.45180	432.73320	2	50.7244	2
864.42015	433.21735	2	51.2589	2
864.43450	433.22455	2	54.1717	2
864.50710	433.26080	2	65.6955	2
865.41855	433.71655	2	37.3565	2
865.50210	433.75830	2	37.8061	2
866.45710	434.23585	2	77.1380	2
866.49855	434.25655	2	44.4485	2
867.39540	434.70500	2	39.6146	3
867.41650	434.71550	2	51.5853	2
867.43425	434.72440	2	40.8142	2
868.45945	435.23700	2	39.9110	2
868.50190	435.25820	2	46.1684	1
868.51240	435.26350	2	34.3129	2
869.49540	435.75500	2	36.5021	2
869.53305	435.77380	2	53.8809	2
869.53405	435.77435	2	61.5692	2
869.55805	435.78630	2	68.7289	2
870.43830	436.22640	2	35.9062	2
870.44955	436.23205	2	56.1398	2
870.51775	436.26615	2	59.6271	2
870.55440	436.28450	2	52.8488	2
871.45110	436.73280	2	42.5622	2
871.53900	436.77675	2	61.0156	2
872.47490	437.24470	2	41.6265	2
872.48780	437.25120	2	57.4217	1
872.49725	437.25590	2	43.9898	2
872.51490	437.26470	2	65.5139	2
873.47435	437.74445	2	52.0430	2
873.48040	437.74750	2	49.9806	2
873.48080	437.74770	2	47.6562	1
873.49565	437.75510	2	69.1958	2
874.43445	438.22450	2	46.4798	2
874.45855	438.23655	2	51.2518	2
874.46460	438.23955	2	45.0015	2
874.46860	438.24160	2	37.9787	1
874.47830	438.24640	2	38.7128	1
875.52190	438.76820	2	62.6253	2
876.41260	439.21355	2	41.2491	2
876.43775	439.22615	2	49.4993	2
876.43840	439.22650	2	70.3840	2
876.48090	439.24770	2	55.3875	2
876.49640	439.25545	2	69.5948	2
877.45460	439.73460	2	39.2094	2
877.46580	439.74020	2	46.6343	2
877.46580	439.74020	2	51.8178	5
877.46630	439.74040	2	51.0821	2
877.46750	439.74100	2	44.4144	1
877.50960	439.76210	2	71.7820	2
877.52780	439.77120	2	70.8028	1
878.43170	440.22315	2	49.3601	2
878.48655	440.25055	2	56.3266	2
879.39730	440.70595	2	37.0017	2
880.41360	441.21410	2	40.6127	1
880.42900	441.22180	2	45.0288	2
880.54960	441.28210	2	54.7600	2
881.47190	441.74320	2	34.8093	2
881.51590	441.76520	2	56.6973	1
882.48350	442.24900	2	38.5383	1
882.52965	442.27210	2	41.0770	2
883.47630	442.74540	2	49.2040	1
883.51170	442.76310	2	41.4286	1
883.53740	442.77600	2	52.6119	1
883.53805	442.77630	2	60.3459	2
884.44055	443.22755	2	45.8703	2
884.50605	443.26030	2	51.5650	2
884.54395	443.27925	2	55.7169	2
884.56930	443.29190	2	76.0118	1
884.57090	443.29270	2	61.0466	2
885.42395	443.71925	2	40.7498	2
885.44435	443.72945	2	36.8939	2
885.48820	443.75140	2	37.4975	3
885.49195	443.75325	2	52.8830	2
885.51330	443.76395	2	49.3926	4
885.55350	443.78400	2	66.6507	1
886.48615	444.25035	2	44.1764	2
887.46035	444.73745	2	38.3625	2
888.45485	445.23470	2	36.3275	2
889.45835	445.73645	2	52.4868	2
889.46610	445.74030	2	49.6993	2
889.47695	445.74575	2	43.1057	2
889.48470	445.74960	2	72.0450	2
890.47920	446.24690	2	73.5568	1
890.50400	446.25930	2	46.9054	2
891.44455	446.72955	2	50.5340	2
891.45030	446.73245	2	48.2415	2
891.48210	446.74835	2	64.4450	2
891.50695	446.76075	2	68.2943	2
892.44020	447.22735	2	42.0455	2
892.48410	447.24930	2	78.7168	2
893.44950	447.73200	2	44.8497	2
893.46025	447.73740	2	47.3775	2
893.46195	447.73825	2	44.3918	2
893.60645	447.81050	2	77.5350	2
894.45700	448.23580	2	36.4100	1
894.50350	448.25900	2	33.6608	2
895.44755	448.73105	2	61.5146	2
