mono_mass	mz	charge	rt	n_psm
798.41220	400.21340	2	37.9098	1
799.45575	400.73515	2	48.4480	2
799.51720	400.76590	2	37.6101	1
800.43910	401.22680	2	43.2672	2
801.43505	401.72480	2	36.0275	2
801.46060	401.73760	2	44.2600	3
801.53310	401.77380	2	43.8090	1
802.38570	402.20015	2	38.2095	2
802.49775	402.25615	2	60.9627	2
805.40955	403.71205	2	44.4185	2
805.44540	403.73000	2	50.5897	1
806.39595	404.20525	2	36.8899	2
806.45360	404.23410	2	59.6921	1
806.49070	404.25260	2	56.0527	1
807.41285	404.71370	2	39.3205	2
808.36310	405.18880	2	36.2026	2
808.43870	405.22660	2	35.2766	1
811.35420	406.68440	2	36.9547	2
812.42280	407.21870	2	41.9937	1
812.43910	407.22685	2	39.3049	2
812.48725	407.25090	2	36.5238	2
812.51190	407.26325	2	48.2024	2
814.45410	408.23435	2	42.1698	2
814.45530	408.23490	2	50.9457	1
814.51630	408.26545	2	57.9422	2
815.43925	408.72690	2	38.0470	2
815.47555	408.74505	2	41.5118	2
815.47695	408.74575	2	45.7074	2
815.51170	408.76310	2	45.4553	2
815.96405	408.98930	2	56.1288	2
816.38460	409.19960	2	50.8668	1
816.44940	409.23200	2	65.6950	2
816.45930	409.23690	2	56.2934	1
816.47110	409.24285	2	36.8755	2
817.45355	409.73405	2	39.6660	2
817.48150	409.74805	2	66.0512	2
818.44035	410.22745	2	52.1831	2
818.48980	410.25215	2	73.0814	2
819.39080	410.70265	2	34.1714	2
819.41660	410.71560	2	39.3664	1
819.43160	410.72310	2	62.2444	2
820.43335	411.22395	2	38.3003	2
820.46925	411.24190	2	44.9453	2
820.48775	411.25115	2	70.8709	2
821.42725	411.72090	2	40.0116	2
822.39085	412.20270	2	30.1094	4
822.42355	412.21905	2	36.0773	2
822.42410	412.21930	2	42.0697	1
823.41895	412.71675	2	35.5909	2
823.42665	412.72060	2	53.9480	2
824.54840	413.28145	2	70.3491	2
826.49085	414.25270	2	41.6023	2
826.49210	414.25330	2	39.0092	2
826.52710	414.27085	2	68.8719	2
826.52805	414.27130	2	48.9834	2
828.41630	415.21540	2	31.0758	4
828.47770	415.24610	2	38.1104	1
829.44760	415.73105	2	39.4246	4
829.46455	415.73955	2	41.0510	2
829.49100	415.75280	2	55.0963	2
829.49230	415.75340	2	38.7162	1
831.47040	416.74245	2	34.4834	2
831.49655	416.75555	2	61.1711	2
831.49685	416.75575	2	68.9870	2
833.43980	417.72715	2	62.0709	2
834.43525	418.22490	2	37.3192	2
835.44420	418.72940	2	42.7084	2
836.38930	419.20195	2	39.7680	2
836.40190	419.20820	2	40.6052	1
836.43920	419.22690	2	55.9761	2
836.44085	419.22770	2	42.9067	2
