mono_mass	mz	charge	rt	n_psm
798.41295	400.21375	2	37.4196	2
798.46040	400.23745	2	42.7716	2
798.48520	400.24990	2	56.8073	2
798.48970	400.25215	2	31.7297	2
799.45520	400.73490	2	48.2807	2
800.43910	401.22685	2	37.3003	2
800.43980	401.22720	2	51.1244	1
800.45470	401.23460	2	50.3088	2
801.43510	401.72485	2	35.8574	2
801.45970	401.73710	2	44.0764	1
801.53275	401.77365	2	43.6197	2
802.38650	402.20055	2	37.9325	2
802.49850	402.25650	2	60.9587	1
802.49880	402.25670	2	60.9300	1
805.40800	403.71125	2	44.2065	2
805.44515	403.72990	2	50.3725	2
806.39585	404.20520	2	36.6880	2
806.45405	404.23430	2	59.6102	2
806.48940	404.25200	2	55.9264	1
807.41280	404.71365	2	39.1542	2
808.36295	405.18875	2	35.8870	2
808.39670	405.20560	2	48.4171	1
808.44020	405.22740	2	34.9486	1
808.44100	405.22780	2	34.9231	1
810.36910	406.19180	2	34.1802	1
811.35440	406.68450	2	36.6738	2
812.42200	407.21825	2	41.8067	2
812.43870	407.22660	2	39.2102	2
812.47550	407.24500	2	59.5547	1
812.51135	407.26295	2	48.0465	2
814.45475	408.23465	2	33.5296	2
814.45525	408.23490	2	50.7533	2
814.51655	408.26555	2	57.8518	2
815.43960	408.72705	2	37.8289	2
815.46880	408.74165	2	55.8784	2
815.47560	408.74510	2	41.3273	2
815.47620	408.74535	2	45.4996	2
815.49775	408.75615	2	36.9345	2
815.51260	408.76355	2	45.2498	2
816.44925	409.23190	2	65.6942	2
816.45865	409.23660	2	56.1845	2
816.47050	409.24255	2	36.6738	2
817.42970	409.72210	2	33.6805	2
817.48030	409.74740	2	66.0780	1
818.44000	410.22730	2	51.9824	2
818.48985	410.25220	2	73.1151	2
819.39125	410.70290	2	34.0573	2
819.41625	410.71540	2	39.2178	2
819.43125	410.72290	2	62.2266	2
820.43265	411.22360	2	38.1159	2
820.46920	411.24190	2	44.7732	2
820.48855	411.25155	2	70.9046	2
821.42790	411.72125	2	39.9310	2
822.39060	412.20260	2	31.1031	3
822.42385	412.21920	2	35.9701	2
822.42410	412.21935	2	41.9033	2
823.41850	412.71650	2	35.4552	1
823.42615	412.72035	2	53.7955	2
823.44430	412.72945	2	44.1433	2
824.43300	413.22380	2	27.1394	1
824.54885	413.28170	2	70.4117	2
826.49100	414.25280	2	38.9462	1
826.49125	414.25295	2	41.4560	2
826.52755	414.27105	2	48.8181	2
826.52805	414.27130	2	68.9236	2
827.49775	414.75615	2	36.4348	2
828.41540	415.21495	2	30.6105	2
828.47715	415.24585	2	37.8557	2
829.44805	415.73130	2	39.2807	4
829.46425	415.73940	2	40.9217	2
829.46555	415.74005	2	33.7187	2
829.49140	415.75300	2	54.9661	1
829.49195	415.75325	2	38.5877	2
829.50245	415.75850	2	35.7084	2
830.48630	416.25040	2	47.3147	1
831.47020	416.74240	2	34.2857	1
831.47035	416.74245	2	47.6822	2
831.49680	416.75565	2	61.1313	2
831.49685	416.75575	2	69.0621	2
832.39305	417.20380	2	33.4425	2
832.41320	417.21390	2	42.0102	1
832.42920	417.22190	2	44.3691	3
833.43995	417.72725	2	62.0881	2
834.43475	418.22465	2	36.9695	2
835.44360	418.72910	2	42.5474	3
836.38895	419.20175	2	39.6255	2
836.40255	419.20855	2	40.4717	2
836.43960	419.22710	2	42.7241	1
836.43995	419.22725	2	55.8522	2
837.40240	419.70845	2	47.0966	2
837.40540	419.70995	2	53.5023	2
838.39000	420.20230	2	34.5938	1
838.41810	420.21630	2	36.6077	2
839.42915	420.72185	2	54.2862	2
839.58450	420.79955	2	72.4310	2
840.46995	421.24225	2	42.2685	2
840.54330	421.27890	2	58.8520	2
840.54335	421.27900	2	74.1621	2
841.46575	421.74015	2	40.1388	2
841.49185	421.75320	2	54.1048	2
842.42820	422.22140	2	46.9367	3
842.46045	422.23750	2	38.9568	2
842.48465	422.24960	2	51.3669	2
842.48710	422.25085	2	41.5978	2
842.48805	422.25130	2	37.6757	2
842.52255	422.26855	2	48.2779	2
842.52285	422.26870	2	70.1608	2
842.53335	422.27395	2	33.5346	2
843.45030	422.73240	2	38.6050	1
843.48140	422.74800	2	43.9021	2
843.54235	422.77845	2	62.4001	2
844.45480	423.23470	2	53.0889	2
844.46495	423.23975	2	34.4012	2
845.45090	423.73270	2	37.4393	2
845.46075	423.73765	2	43.4410	2
845.46080	423.73770	2	36.6637	2
845.46480	423.73970	2	66.4864	2
845.48605	423.75030	2	51.8365	2
845.51245	423.76350	2	64.3667	2
845.53755	423.77605	2	75.4882	2
846.39910	424.20685	2	36.2507	2
846.42795	424.22125	2	42.1013	2
846.44890	424.23175	2	60.3350	2
847.42290	424.71875	2	43.0579	2
847.44455	424.72955	2	40.0649	2
847.48180	424.74820	2	44.8251	1
848.43790	425.22625	2	41.1829	2
848.43955	425.22705	2	52.3596	2
848.44440	425.22950	2	35.8255	2
850.45340	426.23395	2	45.6213	2
850.50290	426.25875	2	38.7254	2
851.36970	426.69210	2	39.9870	1
851.40235	426.70845	2	34.5955	2
851.42155	426.71805	2	44.8609	2
851.43870	426.72660	2	36.2997	2
852.45050	427.23250	2	59.7116	1
853.36125	427.68795	2	36.0677	2
853.39705	427.70580	2	42.1638	2
854.44000	428.22730	2	56.0843	1
854.46085	428.23770	2	39.3016	2
855.51750	428.76600	2	50.5981	1
856.43335	429.22395	2	63.6833	2
856.44840	429.23150	2	64.4945	1
856.46945	429.24200	2	49.2905	2
856.51220	429.26340	2	47.5499	1
856.51320	429.26390	2	47.4607	1
856.51480	429.26465	2	44.9549	2
856.53925	429.27690	2	56.9999	2
857.44320	429.72890	2	38.7504	1
857.46155	429.73805	2	39.5652	2
857.46260	429.73855	2	41.8525	2
857.49505	429.75480	2	45.6809	2
857.49680	429.75570	2	53.7604	1
857.49690	429.75575	2	54.3078	2
858.45560	430.23510	2	43.5340	2
858.46970	430.24210	2	42.9278	2
858.96260	430.48860	2	37.2283	4
859.46505	430.73980	2	46.1086	2
859.50155	430.75805	2	65.5374	2
860.42395	431.21930	2	35.3854	2
860.44170	431.22810	2	44.5199	1
861.44415	431.72935	2	43.9388	2
861.47090	431.74270	2	46.8033	2
861.49935	431.75695	2	47.9279	2
861.50770	431.76110	2	74.7270	2
862.38605	432.20030	2	38.5257	2
863.45050	432.73255	2	48.5019	2
863.45110	432.73280	2	34.1234	2
863.45700	432.73575	2	58.0367	2
864.41925	433.21690	2	48.9065	2
864.43510	433.22485	2	52.1437	2
864.50675	433.26065	2	63.1671	2
865.41590	433.71520	2	39.0218	2
865.45800	433.73630	2	39.6718	1
865.50110	433.75780	2	34.7713	1
865.50200	433.75830	2	34.8077	1
866.41090	434.21280	2	39.8185	1
866.41110	434.21280	2	39.8574	1
866.49845	434.25650	2	41.6568	2
867.41565	434.71510	2	49.2308	2
867.43460	434.72460	2	38.4442	2
868.45910	435.23680	2	37.0860	2
869.49695	435.75575	2	33.5645	2
869.53345	435.77400	2	59.1727	2
869.53405	435.77430	2	51.8065	2
869.55895	435.78675	2	66.2475	2
870.43760	436.22610	2	32.9386	1
870.44900	436.23180	2	53.7892	2
870.48140	436.24800	2	42.2527	2
870.51680	436.26570	2	57.3890	2
870.55365	436.28410	2	50.0574	2
871.44375	436.72915	2	37.5975	2
871.45090	436.73270	2	40.1625	2
871.53910	436.77685	2	58.7385	2
872.47420	437.24440	2	38.9774	1
872.49690	437.25580	2	55.4834	1
872.49720	437.25590	2	41.4913	2
872.51510	437.26485	2	63.0810	2
873.44400	437.72930	2	32.2397	1
873.47075	437.74265	2	44.6789	2
873.47195	437.74325	2	49.7759	2
873.48030	437.74740	2	47.7428	2
873.48085	437.74770	2	45.4252	2
873.49615	437.75535	2	66.7745	2
874.43390	438.22420	2	44.1080	2
874.45855	438.23655	2	49.0536	2
