mono_mass	mz	charge	rt	intensity	detection
1160.61112	581.31284	2	18.1760		PSM
1160.61112	581.31284	2	44.2002		PSM
1160.64012	581.32734	2	26.7038		PSM
1160.64012	387.88732	3	26.6850		PSM
1161.56392	581.78924	2	16.7365		PSM
1161.56392	388.19525	3	16.7180		PSM
1161.58592	581.80024	2	63.1863		PSM
1161.58772	581.80114	2	30.7498		PSM
1161.62542	581.81999	2	25.8770		PSM
1161.62542	388.21575	3	25.7815		PSM
1162.54662	582.28059	2	17.3241		PSM
1162.58832	388.53672	3	28.8841		PSM
1162.63802	582.32629	2	45.8263		PSM
1162.65572	582.33514	2	30.3724		PSM
1162.65572	388.55918	3	29.5382		PSM
1162.65572	388.55918	3	30.3404		PSM
1163.56452	582.78954	2	39.7602		PSM
1163.57822	582.79639	2	23.3878		PSM
1163.59352	582.80404	2	34.3207		PSM
1163.62852	582.82154	2	35.5553		PSM
1164.51592	389.17925	3	17.1715		PSM
1164.57752	583.29604	2	41.7111		PSM
1164.65022	389.22402	3	41.0207		PSM
1166.65602	584.33529	2	36.0637		PSM
1166.65602	389.89262	3	36.0497		PSM
1167.56322	584.78889	2	21.6769		PSM
1167.56322	390.19502	3	21.6234		PSM
1167.58122	584.79789	2	46.7172		PSM
1167.58842	584.80149	2	20.6466		PSM
1167.58842	390.20342	3	18.4978		PSM
1167.58842	390.20342	3	20.6287		PSM
1167.61492	584.81474	2	50.0772		PSM
1167.61492	390.21225	3	50.0219		PSM
1167.64992	584.83224	2	32.5179		PSM
1167.64992	390.22392	3	32.4960		PSM
1168.70672	585.36064	2	67.8898		PSM
1169.57172	390.86452	3	40.3761		PSM
1169.58162	390.86782	3	23.9420		PSM
1169.67682	390.89955	3	32.2970		PSM
1170.56382	586.28919	2	28.3555		PSM
1170.56382	391.19522	3	28.7094		PSM
1170.62442	586.31949	2	43.8013		PSM
1170.66082	391.22755	3	23.6088		PSM
1171.61972	586.81714	2	36.9204		PSM
1171.65612	391.55932	3	27.6594		PSM
1171.66012	586.83734	2	53.0606		PSM
1172.60372	587.30914	2	51.8570		PSM
1173.58772	392.20318	3	20.2726		PSM
1173.62412	587.81934	2	24.6874		PSM
1173.62412	392.21532	3	24.6187		PSM
1173.70222	392.24135	3	54.1783		PSM
1174.55062	588.28259	2	30.9539		PSM
1174.59572	392.53918	3	55.8427		PSM
1174.63802	588.32629	2	48.2613		PSM
1175.54922	588.78189	2	30.9539		PSM
1175.58222	588.79839	2	51.7145		PSM
1175.65102	392.89095	3	21.3188		PSM
1175.66492	392.89558	3	31.6488		PSM
1175.72782	588.87119	2	53.8135		PSM
1176.59862	589.30659	2	18.2457		PSM
1176.59862	393.20682	3	18.2344		PSM
1176.60602	589.31029	2	35.8399		PSM
1176.61392	589.31424	2	44.5199		PSM
1177.59392	393.53858	3	16.5641		PSM
1177.62442	393.54875	3	25.4071		PSM
1178.65472	590.33464	2	48.7020		PSM
1178.65472	393.89218	3	48.7513		PSM
1179.55942	590.78699	2	30.7988		PSM
1179.56192	590.78824	2	19.3169		PSM
1179.61352	590.81404	2	45.7480		PSM
1180.60092	394.54092	3	23.4565		PSM
1180.62812	591.32134	2	48.9194		PSM
1180.62812	394.54998	3	48.8174		PSM
1181.54522	591.77989	2	26.0215		PSM
1181.54522	394.85568	3	25.9854		PSM
1181.55642	591.78549	2	28.2666		PSM
1181.60402	591.80929	2	29.3172		PSM
1181.60402	394.87528	3	29.2179		PSM
1181.64442	591.82949	2	69.3069		PSM
1182.59932	395.20705	3	34.7616		PSM
1182.60332	592.30894	2	30.4369		PSM
1182.60672	592.31064	2	33.8458		PSM
1182.60672	395.20952	3	33.7791		PSM
1182.61322	592.31389	2	29.2310		PSM
1183.63492	592.82474	2	39.5009		PSM
1183.64622	395.55602	3	49.9236		PSM
1184.63292	395.88492	3	40.4886		PSM
1185.63532	396.21905	3	25.7842		PSM
1185.63942	593.82699	2	56.4413		PSM
1185.67912	593.84684	2	75.4304		PSM
1186.55872	594.28664	2	20.3935		PSM
1186.55872	594.28664	2	23.2869		PSM
1186.55872	396.52685	3	20.3888		PSM
1186.55872	396.52685	3	23.2830		PSM
1186.67102	594.34279	2	58.7663		PSM
1186.70742	594.36099	2	56.7453		PSM
1186.70742	396.57642	3	56.3284		PSM
1187.61462	396.87882	3	23.1185		PSM
1188.57352	595.29404	2	26.8081		PSM
1188.58282	397.20155	3	47.6055		PSM
1188.69652	595.35554	2	41.3592		PSM
1188.69652	397.23945	3	41.3645		PSM
1188.71182	595.36319	2	73.9011		PSM
1189.59392	595.80424	2	36.7104		PSM
1189.60912	595.81184	2	27.9270		PSM
1189.60912	397.54365	3	27.4874		PSM
1189.68192	397.56792	3	51.0890		PSM
1190.57132	596.29294	2	28.5439		PSM
1190.62952	397.88378	3	25.3752		PSM
1190.66592	596.34024	2	52.7462		PSM
1191.54412	596.77934	2	22.5878		PSM
1191.55942	596.78699	2	49.6939		PSM
1191.56192	398.19458	3	17.0085		PSM
1192.63122	398.55102	3	24.5775		PSM
1192.68162	398.56782	3	42.4421		PSM
1193.60272	398.87485	3	19.9402		PSM
1193.64042	398.88742	3	34.9972		PSM
1193.71722	597.86589	2	74.8931		PSM
1194.55572	598.28514	2	32.6327		PSM
1194.55572	399.19252	3	32.6314		PSM
1194.57682	598.29569	2	36.5878		PSM
1194.62442	598.31949	2	35.6410		PSM
1194.62442	399.21542	3	37.5018		PSM
1194.63432	399.21872	3	18.9875		PSM
1194.63972	399.22052	3	51.9291		PSM
1194.63972	399.22052	3	55.7000		PSM
1194.64962	598.33209	2	30.6582		PSM
1194.64962	598.33209	2	46.2618		PSM
1195.56422	399.52868	3	23.3680		PSM
1195.62372	598.81914	2	51.9406		PSM
1195.63362	598.82409	2	39.3126		PSM
1195.63362	399.55182	3	39.3295		PSM
1195.63702	598.82579	2	39.9639		PSM
1195.63702	399.55295	3	40.1318		PSM
1195.67132	598.84294	2	48.5138		PSM
1195.67132	399.56438	3	48.1724		PSM
1196.57472	599.29464	2	42.3979		PSM
1196.57472	599.29464	2	44.7942		PSM
1196.64012	599.32734	2	48.0975		PSM
1197.51492	599.76474	2	23.6746		PSM
1197.55132	599.78294	2	20.8028		PSM
1197.55132	400.19105	3	20.8041		PSM
1197.63942	599.82699	2	71.5312		PSM
1197.69692	599.85574	2	37.4763		PSM
1197.69692	400.23958	3	37.3889		PSM
1197.69822	400.24002	3	47.7570		PSM
1198.60162	400.54115	3	30.0589		PSM
1198.62342	600.31899	2	65.6855		PSM
1198.68092	600.34774	2	71.6867		PSM
1199.60872	400.87685	3	46.1583		PSM
1199.64112	600.82784	2	51.3645		PSM
1200.59862	601.30659	2	17.4495		PSM
1200.59862	601.30659	2	43.5458		PSM
1200.59862	401.20682	3	17.4972		PSM
1200.59952	601.30704	2	43.9350		PSM
1200.59952	401.20712	3	44.2617		PSM
1200.65362	601.33409	2	57.8273		PSM
1200.70912	401.24365	3	39.2209		PSM
1201.59392	401.53858	3	16.8075		PSM
1201.68192	401.56792	3	28.6922		PSM
1201.69312	401.57165	3	22.4024		PSM
1202.55672	401.85952	3	26.1899		PSM
1202.56802	401.86328	3	25.2893		PSM
1202.58912	602.30184	2	29.0984		PSM
1202.59312	401.87165	3	32.6167		PSM
1203.52552	602.77004	2	37.5097		PSM
1204.57642	603.29549	2	47.7368		PSM
1204.57642	603.29549	2	56.7332		PSM
1204.64852	603.33154	2	71.7851		PSM
1205.62922	603.82189	2	55.6948		PSM
1205.65032	603.83244	2	36.6450		PSM
1205.65032	402.89072	3	36.6290		PSM
1206.52522	604.26989	2	16.2916		PSM
1206.52522	403.18235	3	16.2593		PSM
1206.55172	604.28314	2	33.5677		PSM
1206.56632	604.29044	2	23.9775		PSM
1206.68602	604.35029	2	63.1527		PSM
1207.52782	604.77119	2	44.6022		PSM
1207.58332	604.79894	2	34.2410		PSM
1207.60842	604.81149	2	39.5826		PSM
1207.60842	604.81149	2	49.6966		PSM
1208.60122	605.30789	2	56.8612		PSM
1208.64142	403.88775	3	27.2322		PSM
1208.71282	605.36369	2	52.0969		PSM
1209.58772	605.80114	2	40.7222		PSM
1209.60302	404.20828	3	36.4252		PSM
1209.64272	404.22152	3	45.7118		PSM
1209.67572	605.84514	2	74.6408		PSM
1209.73332	605.87394	2	69.3406		PSM
1210.66702	606.34079	2	48.8486		PSM
1210.72852	404.58345	3	46.0666		PSM
1211.56042	404.86075	3	21.5432		PSM
1211.60342	606.80899	2	28.0242		PSM
1211.60342	404.87508	3	28.3334		PSM
1211.60472	404.87552	3	27.9835		PSM
1211.63192	606.82324	2	31.3429		PSM
1211.64382	606.82919	2	60.1417		PSM
1211.64382	404.88855	3	60.1024		PSM
1211.75022	404.92402	3	58.1554		PSM
1212.56962	607.29209	2	37.7338		PSM
1212.58872	405.20352	3	18.9479		PSM
1212.61392	607.31424	2	38.1419		PSM
1212.61392	607.31424	2	50.0624		PSM
1212.62112	607.31784	2	17.6696		PSM
1212.62112	405.21432	3	17.6626		PSM
1213.59792	607.80624	2	44.2469		PSM
1213.61902	607.81679	2	20.3562		PSM
1213.70702	607.86079	2	62.9676		PSM
1214.54552	405.85578	3	19.8374		PSM
1214.57942	608.29699	2	63.1340		PSM
1214.61432	608.31444	2	24.3281		PSM
1214.62552	608.32004	2	53.2705		PSM
1214.62552	405.88245	3	20.2600		PSM
1216.59442	609.30449	2	32.7474		PSM
1216.59442	406.53875	3	32.3110		PSM
1216.63392	609.32424	2	38.6747		PSM
1216.63392	406.55192	3	38.6452		PSM
1216.64852	609.33154	2	46.3909		PSM
1216.66382	406.56188	3	49.5731		PSM
1216.68152	406.56778	3	55.7816		PSM
1217.60402	406.87528	3	16.8802		PSM
1217.64042	609.82749	2	31.5007		PSM
1217.64042	406.88742	3	31.5700		PSM
1218.60922	610.31189	2	17.7267		PSM
1218.60922	407.21035	3	17.6709		PSM
1218.62042	407.21408	3	16.3291		PSM
1218.62442	610.31949	2	41.8325		PSM
1218.62442	610.31949	2	45.4013		PSM
1218.65682	610.33569	2	18.7890		PSM
1218.65682	407.22622	3	18.8692		PSM
1219.64482	610.82969	2	54.2547		PSM
1219.68862	610.85159	2	72.2484		PSM
1220.57852	611.29654	2	42.4838		PSM
1220.69172	407.90452	3	59.5191		PSM
1221.61292	408.21158	3	42.1263		PSM
1221.62752	611.82104	2	31.7510		PSM
1221.67172	408.23118	3	22.7923		PSM
1221.67572	408.23252	3	49.7769		PSM
1222.57892	612.29674	2	21.0740		PSM
1222.61932	408.54705	3	24.1690		PSM
1222.69212	408.57132	3	45.6978		PSM
1223.52272	612.76864	2	31.1917		PSM
1223.57822	612.79639	2	32.2026		PSM
1223.61462	612.81459	2	33.6800		PSM
1223.61862	612.81659	2	34.3414		PSM
1223.61862	408.88015	3	34.4239		PSM
1223.62982	408.88388	3	30.3470		PSM
1223.68742	408.90308	3	48.9378		PSM
1224.60982	613.31219	2	29.2217		PSM
1224.65752	409.22645	3	21.5283		PSM
1225.56622	613.79039	2	42.9383		PSM
1225.56622	409.52935	3	42.9747		PSM
1225.59792	409.53992	3	37.0929		PSM
1225.60462	409.54215	3	21.1008		PSM
1225.75472	613.88464	2	50.8148		PSM
1225.75472	409.59218	3	50.6868		PSM
1226.55672	614.28564	2	40.5656		PSM
1226.55672	409.85952	3	40.5357		PSM
1226.61432	409.87872	3	32.1870		PSM
1226.63672	614.32564	2	16.5924		PSM
1226.64072	409.88752	3	30.8997		PSM
1227.62072	614.81764	2	31.0825		PSM
1228.59102	615.30279	2	60.8092		PSM
1229.55642	615.78549	2	32.0756		PSM
1229.55982	615.78719	2	28.5267		PSM
1229.62522	615.81989	2	22.4148		PSM
1229.62522	410.88235	3	22.6989		PSM
1230.58802	616.30129	2	38.5528		PSM
1230.64562	616.33009	2	39.8226		PSM
1230.71832	411.24672	3	40.7554		PSM
1230.73852	616.37654	2	69.7177		PSM
1231.50272	616.75864	2	24.9991		PSM
1231.59052	616.80254	2	26.0826		PSM
1231.59322	616.80389	2	31.1180		PSM
1231.60842	616.81149	2	66.6142		PSM
1231.64082	411.55422	3	30.5446		PSM
1231.69242	411.57142	3	39.4513		PSM
1232.56142	617.28799	2	49.5314		PSM
1232.58842	617.30149	2	24.9991		PSM
1232.65132	617.33294	2	42.4341		PSM
1232.65132	411.89105	3	42.4316		PSM
1232.66122	411.89435	3	26.7604		PSM
1232.66252	411.89478	3	20.6678		PSM
1232.67652	617.34554	2	67.7660		PSM
1232.71282	617.36369	2	70.1202		PSM
1233.48842	617.75149	2	30.7928		PSM
1233.59492	617.80474	2	27.9308		PSM
1234.54992	618.28224	2	44.2284		PSM
1234.59422	618.30439	2	35.2628		PSM
1234.60542	618.30999	2	23.6917		PSM
1234.61682	618.31569	2	49.2572		PSM
1234.61682	412.54622	3	49.2175		PSM
1234.64182	412.55455	3	25.9508		PSM
1234.65572	618.33514	2	46.4834		PSM
1234.66562	412.56248	3	26.3044		PSM
1235.60812	412.87665	3	24.2366		PSM
1235.62452	618.81954	2	23.2157		PSM
1235.62452	412.88212	3	23.1638		PSM
1235.64452	412.88878	3	19.6520		PSM
1235.65842	618.83649	2	68.9105		PSM
1235.69862	618.85659	2	46.4834		PSM
1236.64622	619.33039	2	27.1889		PSM
1236.64622	413.22268	3	27.2196		PSM
1237.58662	619.80059	2	32.0956		PSM
1237.58662	413.53615	3	32.1381		PSM
1237.70302	619.85879	2	49.3599		PSM
1238.62552	413.88245	3	24.2081		PSM
1239.54412	620.77934	2	46.3667		PSM
1239.64592	414.22258	3	29.5665		PSM
1239.68632	620.85044	2	64.2908		PSM
1240.58232	621.29844	2	36.8007		PSM
1240.65642	414.55942	3	31.1583		PSM
1240.69282	414.57155	3	49.1566		PSM
1241.59952	414.87378	3	17.6412		PSM
1241.66152	621.83804	2	18.1330		PSM
1241.69792	621.85624	2	56.3810		PSM
1242.55172	622.28314	2	43.5167		PSM
1242.64562	622.33009	2	49.6631		PSM
1242.68192	622.34824	2	53.5808		PSM
1242.71832	415.24672	3	36.5234		PSM
1242.73362	622.37409	2	60.9436		PSM
1243.67002	415.56395	3	53.2867		PSM
1244.58592	623.30024	2	48.8429		PSM
1244.58842	623.30149	2	24.9079		PSM
1244.58842	623.30149	2	27.0947		PSM
1244.59972	623.30714	2	26.0307		PSM
1244.60842	415.87675	3	20.0924		PSM
1244.66122	623.33789	2	20.0268		PSM
1244.66122	623.33789	2	39.9345		PSM
1244.66122	415.89435	3	19.9900		PSM
1244.66122	415.89435	3	39.9140		PSM
1244.71282	623.36369	2	73.9363		PSM
1245.62752	623.82104	2	63.5911		PSM
1246.54662	624.28059	2	29.1664		PSM
1246.54662	416.52282	3	29.1023		PSM
1246.62272	624.31864	2	42.4495		PSM
1247.49762	624.75609	2	19.4881		PSM
1248.54112	417.18765	3	27.7574		PSM
1248.56222	625.28839	2	26.3676		PSM
1248.61972	625.31714	2	21.7585		PSM
1248.61972	417.21385	3	21.7477		PSM
1248.69792	417.23992	3	60.6940		PSM
1249.55752	625.78604	2	27.8703		PSM
1249.65142	417.55775	3	18.0222		PSM
1250.54492	626.27974	2	33.3686		PSM
1250.61182	626.31319	2	45.6797		PSM
1250.61182	417.87788	3	45.6304		PSM
1250.62422	626.31939	2	22.8698		PSM
1251.56592	626.79024	2	47.6733		PSM
1251.56592	418.19592	3	47.6648		PSM
1251.70742	626.86099	2	78.1437		PSM
1252.60882	627.31169	2	62.4202		PSM
1253.54122	627.77789	2	28.9623		PSM
1253.55982	627.78719	2	40.3491		PSM
1253.55982	627.78719	2	45.5728		PSM
1253.57892	627.79674	2	16.2452		PSM
1253.57892	418.86692	3	16.2458		PSM
1253.64042	627.82749	2	46.0412		PSM
1253.68672	627.85064	2	50.2497		PSM
1253.68672	418.90285	3	50.1643		PSM
1253.71322	418.91168	3	42.4328		PSM
1254.63572	419.21918	3	40.8984		PSM
1254.68192	628.34824	2	44.1433		PSM
1255.58332	628.79894	2	43.0060		PSM
1255.61572	419.54585	3	25.8967		PSM
1255.65202	628.83329	2	42.7406		PSM
1255.65942	628.83699	2	67.4241		PSM
1256.52312	629.26884	2	25.1454		PSM
1256.67242	419.89808	3	40.5171		PSM
1256.67652	419.89945	3	42.0554		PSM
1257.65652	420.22612	3	35.1769		PSM
1258.64052	420.55412	3	19.2027		PSM
1258.71322	630.36389	2	45.2920		PSM
1258.71322	420.57835	3	45.2397		PSM
1258.72452	630.36954	2	51.3579		PSM
1259.61862	630.81659	2	65.7070		PSM
1260.56622	631.29039	2	42.1043		PSM
1260.57752	631.29604	2	43.5193		PSM
1260.59272	631.30364	2	72.6000		PSM
1260.65362	421.22515	3	49.7282		PSM
1260.67142	631.34299	2	50.5700		PSM
1261.62242	631.81849	2	39.6027		PSM
1261.63362	631.82409	2	47.1016		PSM
1261.66412	631.83934	2	69.5683		PSM
1261.67652	631.84554	2	43.0287		PSM
1262.62552	632.32004	2	39.0468		PSM
1262.66052	632.33754	2	43.0287		PSM
1262.68702	632.35079	2	53.8270		PSM
1262.69692	632.35574	2	32.8598		PSM
1262.69692	632.35574	2	38.1128		PSM
1262.69692	421.90625	3	32.8398		PSM
1262.69692	421.90625	3	38.1116		PSM
1263.57312	632.79384	2	33.1547		PSM
1263.63062	632.82259	2	25.8020		PSM
1263.67102	632.84279	2	47.0310		PSM
1263.71872	632.86664	2	59.8582		PSM
1263.71872	422.24685	3	59.8595		PSM
1264.59352	633.30404	2	43.1196		PSM
1264.63392	633.32424	2	36.6821		PSM
1264.63392	422.55192	3	36.6672		PSM
1264.67172	422.56452	3	37.7150		PSM
1265.64042	633.82749	2	60.0859		PSM
1265.66692	422.89625	3	42.0393		PSM
1265.70202	422.90795	3	44.0374		PSM
1266.50742	634.26099	2	49.8835		PSM
1266.60922	634.31189	2	34.2162		PSM
1266.62042	634.31749	2	27.8619		PSM
1266.64562	423.22248	3	24.8696		PSM
1266.65302	634.33379	2	52.2397		PSM
1266.66802	634.34129	2	33.9114		PSM
1266.72962	634.37209	2	55.9220		PSM
1267.60042	634.80749	2	20.4632		PSM
1267.65202	634.83329	2	27.5197		PSM
1267.65202	423.55795	3	27.4939		PSM
1267.70712	634.86084	2	51.8371		PSM
1267.74012	423.58732	3	66.1485		PSM
1268.63612	423.88598	3	27.1530		PSM
1268.64012	423.88732	3	41.5342		PSM
1268.66252	423.89478	3	21.0381		PSM
1269.55472	635.78464	2	31.8487		PSM
1270.61532	636.31494	2	33.7333		PSM
1270.64182	424.55455	3	24.8205		PSM
1270.67692	636.34574	2	29.0360		PSM
1270.67692	424.56625	3	29.0441		PSM
1270.69932	636.35694	2	42.0167		PSM
1270.70742	636.36099	2	75.5567		PSM
1270.72202	424.58128	3	55.6447		PSM
1271.57422	636.79439	2	30.9273		PSM
1271.60672	424.87618	3	33.2536		PSM
1271.66222	424.89468	3	38.6413		PSM
1271.80642	636.91049	2	52.6750		PSM
1271.80642	424.94275	3	52.6027		PSM
1272.57352	637.29404	2	27.5443		PSM
1272.63102	637.32279	2	20.5513		PSM
1272.63102	425.21762	3	20.8807		PSM
1272.65362	637.33409	2	53.4635		PSM
1273.61502	637.81479	2	19.2509		PSM
1273.63762	637.82609	2	73.7783		PSM
1273.65542	637.83499	2	37.1677		PSM
1273.65542	425.55908	3	37.5896		PSM
1273.71832	637.86644	2	67.7214		PSM
1273.71832	425.58005	3	66.8050		PSM
1273.72412	425.58198	3	40.1686		PSM
1274.63542	638.32499	2	42.4482		PSM
1274.63542	638.32499	2	43.6766		PSM
1275.64592	638.83024	2	29.8533		PSM
1275.66702	426.22962	3	28.1344		PSM
1275.66702	426.22962	3	28.6320		PSM
1275.76632	426.26272	3	26.1105		PSM
1276.58952	426.53712	3	16.1251		PSM
1276.63332	639.32394	2	36.9923		PSM
1276.64522	639.32989	2	43.6766		PSM
1276.67752	639.34604	2	36.4050		PSM
1276.72782	639.37119	2	42.7032		PSM
1276.72782	426.58322	3	42.6491		PSM
1277.57442	639.79449	2	56.8245		PSM
1277.62852	639.82154	2	38.0125		PSM
1277.65032	639.83244	2	29.0654		PSM
1277.65032	426.89072	3	29.0161		PSM
1277.65902	639.83679	2	58.8929		PSM
1277.70782	426.90988	3	34.7538		PSM
1277.71262	426.91148	3	63.1971		PSM
1277.71482	639.86469	2	63.1784		PSM
1278.64562	640.33009	2	28.8153		PSM
1278.64562	427.22248	3	28.7949		PSM
1278.64962	427.22382	3	40.7261		PSM
1278.68192	640.34824	2	26.0707		PSM
1278.68192	427.23458	3	26.0007		PSM
1278.69182	427.23788	3	30.5107		PSM
1279.61182	640.81319	2	50.5471		PSM
1279.66932	427.56372	3	40.2291		PSM
1280.55612	641.28534	2	34.3086		PSM
1280.66662	641.34059	2	37.4924		PSM
1280.66662	427.89615	3	37.3852		PSM
1281.59892	428.20692	3	32.0429		PSM
1281.60572	428.20918	3	26.6573		PSM
1281.63402	428.21862	3	30.1730		PSM
1281.66772	428.22985	3	35.1831		PSM
1281.76562	428.26248	3	46.2404		PSM
1282.50232	642.25844	2	43.7421		PSM
1282.61932	642.31694	2	43.7676		PSM
1282.62522	642.31989	2	16.7296		PSM
1282.64792	642.33124	2	46.5484		PSM
1282.73972	428.58718	3	46.5458		PSM
1283.58812	642.80134	2	29.3113		PSM
1283.63572	642.82514	2	23.1266		PSM
1283.70202	642.85829	2	44.3377		PSM
1284.61972	429.21385	3	28.2926		PSM
1284.65752	429.22645	3	33.4048		PSM
1284.74422	643.37939	2	72.8468		PSM
1285.65672	643.83564	2	30.0670		PSM
1285.65672	429.55952	3	30.1344		PSM
1285.72822	643.87139	2	72.4692		PSM
1286.59652	644.30554	2	54.7979		PSM
1286.68702	644.35079	2	49.6471		PSM
1286.71692	429.91292	3	47.5268		PSM
1286.71942	644.36699	2	47.5781		PSM
1287.67242	430.23142	3	30.4393		PSM
1287.79142	430.27108	3	64.6741		PSM
1288.54192	645.27824	2	34.2931		PSM
1288.57832	645.29644	2	19.3521		PSM
1289.57352	645.79404	2	25.9020		PSM
1289.71322	645.86389	2	54.9197		PSM
1289.71322	430.91168	3	59.0514		PSM
1289.73832	645.87644	2	76.1192		PSM
1289.74422	645.87939	2	43.0578		PSM
1289.74422	430.92202	3	42.3659		PSM
1290.57282	646.29369	2	49.2734		PSM
1290.63032	646.32244	2	37.4212		PSM
1290.65682	646.33569	2	59.3230		PSM
1290.71832	431.24672	3	54.9132		PSM
1291.65612	431.55932	3	51.8504		PSM
1291.66932	646.84194	2	50.6909		PSM
1291.67132	431.56438	3	65.1085		PSM
1291.67472	431.56552	3	56.9433		PSM
1291.68062	431.56748	3	39.6066		PSM
1292.58442	647.29949	2	16.6212		PSM
1292.58442	431.86875	3	16.5887		PSM
1292.66122	647.33789	2	45.0706		PSM
1292.66122	431.89435	3	33.9138		PSM
1292.74522	647.37989	2	48.3725		PSM
1292.74522	431.92235	3	48.4074		PSM
1293.60882	647.81169	2	32.2543		PSM
1293.60882	432.21022	3	32.1802		PSM
1293.63002	432.21728	3	23.0244		PSM
1293.66642	647.84049	2	21.3583		PSM
1293.66642	432.22942	3	21.3409		PSM
1293.66642	432.22942	3	30.2610		PSM
1293.68632	647.85044	2	48.3725		PSM
1293.68632	432.23605	3	48.4068		PSM
1293.69692	647.85574	2	51.3994		PSM
1293.70162	432.24115	3	41.1092		PSM
1293.70412	432.24198	3	42.3659		PSM
1295.66222	648.83839	2	49.4740		PSM
1296.56562	433.19582	3	37.7983		PSM
1296.60582	649.31019	2	21.9825		PSM
1296.65752	649.33604	2	37.7046		PSM
1297.57952	649.79704	2	54.5893		PSM
1297.69902	433.57362	3	51.0529		PSM
1298.62552	433.88245	3	22.7751		PSM
1298.71942	433.91375	3	40.0066		PSM
1298.75982	650.38719	2	73.6527		PSM
1299.60552	650.81004	2	29.7049		PSM
1299.60552	434.20912	3	29.6524		PSM
1299.61292	434.21158	3	30.6638		PSM
1299.66702	650.84079	2	33.6601		PSM
1299.66702	434.22962	3	33.5963		PSM
1299.81262	434.27815	3	54.3273		PSM
1300.59822	434.54002	3	25.6968		PSM
1300.62992	651.32224	2	38.1324		PSM
1301.62112	651.81784	2	33.1521		PSM
1301.63642	651.82549	2	22.7347		PSM
1301.64632	651.83044	2	34.5530		PSM
1301.65432	651.83444	2	48.8322		PSM
1301.65432	434.89205	3	48.8295		PSM
1302.59142	652.30299	2	53.5862		PSM
1302.65682	652.33569	2	34.5530		PSM
1302.65682	435.22622	3	34.4427		PSM
1302.69322	652.35389	2	48.3699		PSM
1302.71832	652.36644	2	61.2218		PSM
1303.55282	652.78369	2	26.3559		PSM
1303.62712	652.82084	2	70.4652		PSM
1303.64082	652.82769	2	44.7283		PSM
1303.65202	652.83329	2	56.3122		PSM
1303.67722	652.84589	2	47.4460		PSM
1304.61362	653.31409	2	28.2763		PSM
1305.65982	436.22722	3	33.8685		PSM
1306.54122	436.52102	3	16.4709		PSM
1306.73572	654.37514	2	27.7691		PSM
1306.73572	436.58585	3	27.7093		PSM
1307.51132	654.76294	2	16.4971		PSM
1307.58542	436.86908	3	16.4134		PSM
1307.62582	654.82019	2	41.0393		PSM
1307.64562	436.88915	3	18.0752		PSM
1307.66962	654.84209	2	51.3072		PSM
1307.66962	436.89715	3	51.2458		PSM
1307.67552	436.89912	3	33.4275		PSM
1307.69322	654.85389	2	28.8165		PSM
1307.69322	436.90502	3	28.7789		PSM
1307.71972	436.91385	3	47.0950		PSM
1308.59862	655.30659	2	47.6921		PSM
1308.71112	655.36284	2	55.5408		PSM
1309.62622	437.54935	3	23.2670		PSM
1309.63612	437.55265	3	19.3362		PSM
1309.68122	437.56768	3	41.1226		PSM
1309.69522	655.85489	2	67.9403		PSM
1309.69522	437.57235	3	68.0390		PSM
1309.72822	655.87139	2	65.8518		PSM
1309.72822	437.58335	3	65.8506		PSM
1310.56262	656.28859	2	33.2482		PSM
1310.64662	437.88948	3	28.9205		PSM
1311.55542	656.78499	2	46.4887		PSM
1311.59562	656.80509	2	34.4202		PSM
1311.59562	438.20582	3	34.3427		PSM
1311.60162	656.80809	2	48.3764		PSM
1311.62282	438.21488	3	19.0513		PSM
1311.66702	656.84079	2	43.3367		PSM
1311.66702	656.84079	2	44.8271		PSM
1311.76632	656.89044	2	76.1434		PSM
1312.56052	438.52745	3	28.0203		PSM
1312.69952	438.57378	3	50.4371		PSM
1313.65752	657.83604	2	43.0617		PSM
1313.65752	438.89312	3	43.1715		PSM
1313.73432	438.91872	3	49.6778		PSM
1313.73432	438.91872	3	54.1672		PSM
1313.77412	657.89434	2	66.5747		PSM
1314.66672	439.22952	3	26.3905		PSM
1314.67882	658.34669	2	46.1608		PSM
1314.67882	439.23355	3	46.0920		PSM
1314.68922	439.23702	3	24.7143		PSM
1314.69322	658.35389	2	48.9512		PSM
1314.69322	439.23835	3	43.6262		PSM
1314.75072	658.38264	2	41.8640		PSM
1315.63682	658.82569	2	34.6943		PSM
1315.65072	439.55752	3	18.9423		PSM
1315.65202	658.83329	2	48.9512		PSM
1315.65202	658.83329	2	53.4622		PSM
1315.73472	658.87464	2	56.4387		PSM
1315.73602	658.87529	2	33.4315		PSM
1315.73602	439.58595	3	33.3050		PSM
1316.63612	659.32534	2	50.8161		PSM
1316.71872	659.36664	2	22.5454		PSM
1316.71872	439.91352	3	22.3804		PSM
1316.72012	439.91398	3	39.9153		PSM
1317.73912	440.25365	3	36.6795		PSM
1318.58632	660.30044	2	45.0732		PSM
1318.68812	660.35134	2	51.1078		PSM
1318.69552	660.35504	2	54.6090		PSM
1319.65692	440.89292	3	21.2380		PSM
1319.67212	660.84334	2	33.6865		PSM
1319.68332	440.90172	3	20.7479		PSM
1319.69322	440.90502	3	34.4083		PSM
1320.61972	441.21385	3	19.6363		PSM
1320.65212	441.22465	3	17.3753		PSM
1320.67142	441.23108	3	36.9870		PSM
