Detected m/z (primary)	RT Start	RT Apex	RT End	Charge States	Per-Charge Detected m/z	Num Charge States	Primary Charge	Monoisotopic Mass	Mono m/z (primary)	Summed Intensity	Cross-Charge Support	Num Members
796.37518	96.1742	96.4730	96.6291	3	z3:796.3752	1	3	2385.10037	796.04073	1.0078e8	1	1
425.24481	54.5816	54.6904	55.1886	2;3	z2:637.8602;z3:425.2448	2	3	1273.70578	425.57587	1.0078e8	1	2
932.93768	63.6008	63.7752	64.0759	2	z2:932.9377	1	2	1863.86081	932.93768	1.0077e8	1	1
934.45172	137.6447	138.1391	138.6252	2	z2:934.4517	1	2	1865.88553	933.95004	1.0077e8	1	1
1021.50073	107.4782	107.5104	108.0030	2	z2:1021.5007	1	2	2039.98356	1020.99906	1.0077e8	1	1
562.62634	101.7017	101.9906	102.4885	3	z3:562.6263	1	3	1684.85720	562.62634	1.0077e8	1	1
646.87671	112.6861	112.9067	113.3025	4	z4:646.8767	1	4	2582.47438	646.62587	1.0076e8	1	1
1081.06555	143.0787	143.1695	143.3785	2;3	z2:1081.0656;z3:721.3810	2	2	2159.11341	1080.56398	1.0076e8	2	3
725.39734	56.2647	56.4789	56.6897	3;4	z3:725.3973;z4:544.0496	2	3	2172.16726	725.06303	1.0073e8	2	3
466.57278	73.5444	73.7549	74.2115	2;3	z2:699.8568;z3:466.5728	2	3	1396.69652	466.57278	1.0073e8	1	2
598.34399	113.8721	114.1729	114.4578	3	z3:598.3440	1	3	1792.01015	598.34399	1.0073e8	1	1
515.75092	40.6692	40.8583	41.3511	4	z4:515.7509	1	4	2057.97120	515.50008	1.0071e8	1	1
428.25577	45.1318	45.3795	45.6045	3	z3:428.2558	1	3	1281.74547	428.25577	1.0070e8	1	1
1010.48108	112.9686	113.0069	113.2034	4	z4:1010.4811	1	4	4035.88850	1009.97940	1.0069e8	1	1
660.34094	41.4015	41.7364	41.9873	3	z3:660.3409	1	3	1976.99764	660.00649	1.0069e8	1	1
514.77283	37.8040	38.0599	38.1385	2	z2:514.7728	1	2	1027.53110	514.77283	1.0069e8	1	1
1496.60327	144.7893	144.9892	145.1651	3;4	z3:1496.6033;z4:1122.7064	2	3	4484.78328	1495.93504	1.0068e8	2	2
509.26410	77.5048	77.8018	78.2787	2	z2:509.2641	1	2	1016.51365	509.26410	1.0068e8	1	1
1014.03259	108.7627	108.7627	109.2419	2	z2:1014.0326	1	2	2026.05063	1014.03259	1.0067e8	1	1
816.49915	92.7566	92.9426	93.4221	2	z2:816.4991	1	2	1630.98374	816.49915	1.0066e8	1	1
605.24902	128.9485	129.4440	129.5950	3	z3:605.2490	1	3	1811.72189	604.91457	1.0066e8	1	1
501.34268	159.3430	159.8198	159.9995	1	z1:501.3427	1	1	500.33541	501.34268	1.0066e8	1	1
503.21170	59.1902	59.4272	59.6622	3	z3:503.2117	1	3	1506.61327	503.21170	1.0066e8	1	1
1373.74304	114.2707	114.5543	115.0292	1	z1:1373.7430	1	1	1372.73577	1373.74304	1.0065e8	1	1
553.30603	97.5744	97.7576	98.2420	2	z2:553.3060	1	2	1104.59751	553.30603	1.0065e8	1	1
736.37219	121.2744	121.7621	122.2581	3	z3:736.3722	1	3	2205.09139	736.03774	1.0065e8	1	1
485.71906	79.8859	79.9478	80.4367	2	z2:485.7191	1	2	969.42356	485.71906	1.0064e8	1	1
685.84259	68.8303	69.0468	69.3347	4;5	z4:685.8426;z5:548.8762	2	4	2737.33623	685.34133	1.0063e8	2	4
665.38617	98.4732	98.6850	99.0465	2;3	z2:665.3862;z3:443.9263	2	2	1328.75748	665.38602	1.0062e8	2	2
600.82312	58.5269	58.7925	59.0654	2	z2:600.8231	1	2	1199.63169	600.82312	1.0062e8	1	1
446.26862	51.8822	51.8822	52.3714	4	z4:446.2686	1	4	1781.04536	446.26862	1.0062e8	1	1
485.78128	45.3226	45.7154	46.1888	3	z3:485.7813	1	3	1454.32201	485.78128	1.0059e8	1	1
771.10181	139.8092	140.0939	140.5695	3	z3:771.1018	1	3	2309.28024	770.76736	1.0058e8	1	1
647.33173	133.3036	133.6145	134.1034	3	z3:647.3317	1	3	1938.97335	647.33173	1.0058e8	1	1
840.48877	60.0270	60.2992	60.5846	5	z5:840.4888	1	5	4195.40076	840.08743	1.0058e8	1	1
647.79285	66.1936	66.2369	66.7268	2	z2:647.7928	1	2	1293.57114	647.79285	1.0058e8	1	1
774.00476	98.8460	99.0750	99.2758	3;4	z3:774.0048;z4:580.7573	2	3	2317.98910	773.67031	1.0056e8	1	2
751.37109	58.4130	58.5269	59.0224	2	z2:751.3711	1	2	1500.72763	751.37109	1.0056e8	1	1
783.08435	84.5344	84.8308	85.0202	3	z3:783.0844	1	3	2344.22451	782.41545	1.0056e8	1	1
631.16528	33.4732	33.9586	34.4531	6	z6:631.1653	1	6	3778.94133	630.83083	1.0056e8	1	1
502.79294	102.5878	102.8418	103.2711	2	z2:502.7929	1	2	1003.57132	502.79294	1.0055e8	1	1
485.27408	38.0872	38.5635	38.8232	2	z2:485.2741	1	2	968.53360	485.27408	1.0055e8	1	1
606.81012	85.5570	86.0568	86.5527	2	z2:606.8101	1	2	1211.60569	606.81012	1.0053e8	1	1
488.72760	34.8578	35.3575	35.8534	2	z2:488.7276	1	2	975.44065	488.72760	1.0053e8	1	1
716.29352	132.0729	132.4257	132.9186	3	z3:716.2935	1	3	2144.85537	715.95907	1.0052e8	1	1
562.64307	95.4376	95.8200	96.2573	3	z3:562.6431	1	3	1684.90737	562.64307	1.0052e8	1	1
520.34888	152.0190	152.1989	152.3883	1	z1:520.3489	1	1	519.34160	520.34888	1.0052e8	1	1
1088.56458	130.1389	130.4812	130.8272	2	z2:1088.5646	1	2	2174.11124	1088.06290	1.0052e8	1	1
646.27899	55.9391	56.1268	56.4492	2	z2:646.2790	1	2	1290.54343	646.27899	1.0052e8	1	1
435.77289	50.2462	50.2770	50.7733	4	z4:435.7729	1	4	1739.06245	435.77289	1.0052e8	1	1
538.27246	32.9770	33.3114	33.7076	2	z2:538.2725	1	2	1073.52701	537.77078	1.0051e8	1	1
990.87646	128.0663	128.4968	128.7456	3	z3:990.8765	1	3	2968.60421	990.54201	1.0050e8	1	1
594.98016	100.9326	101.1676	101.6521	6	z6:594.9802	1	6	3561.83061	594.64571	1.0050e8	1	1
834.59583	155.2256	155.4703	155.7743	1	z1:834.5958	1	1	833.58855	834.59583	1.0050e8	1	1
810.39587	129.8697	130.3600	130.8581	2	z2:810.3959	1	2	1618.77720	810.39587	1.0049e8	1	1
603.85022	97.6944	97.7576	98.1925	4	z4:603.8502	1	4	2408.36171	603.09770	1.0049e8	1	1
698.32697	86.9488	87.2517	87.5885	2	z2:698.3270	1	2	1394.63938	698.32697	1.0048e8	1	1
477.76654	39.8239	40.1505	40.5108	2	z2:477.7665	1	2	953.51853	477.76654	1.0048e8	1	1
618.63593	48.3717	48.8589	49.3556	3	z3:618.6359	1	3	1851.88259	618.30147	1.0048e8	1	1
867.03107	134.9642	135.4466	135.6447	5	z5:867.0311	1	5	4328.11224	866.62972	1.0047e8	1	1
670.89325	109.6705	110.1566	110.6448	2	z2:670.8932	1	2	1339.77195	670.89325	1.0047e8	1	1
721.36530	50.0745	50.2671	50.5296	3;4	z3:721.3653;z4:541.5259	2	3	2161.07406	721.36530	1.0046e8	1	2
705.71655	119.0411	119.4795	119.7197	3	z3:705.7166	1	3	2113.12447	705.38210	1.0046e8	1	4
509.78442	37.4460	37.5992	38.0872	2	z2:509.7844	1	2	1017.55429	509.78442	1.0044e8	1	1
563.78430	52.0743	52.4629	52.5074	6	z6:563.7843	1	6	3371.64538	562.94817	1.0043e8	1	1
499.81604	72.9874	73.2613	73.6620	2	z2:499.8160	1	2	997.61753	499.81604	1.0042e8	1	1
765.58228	132.0605	132.5505	133.0412	3	z3:765.5823	1	3	2292.72164	765.24782	1.0042e8	1	1
907.78516	117.7965	117.9660	118.3134	3	z3:907.7852	1	3	2719.33028	907.45070	1.0042e8	1	1
863.97949	134.4303	134.5430	135.0335	2	z2:863.9795	1	2	1725.94443	863.97949	1.0042e8	1	1
514.59332	47.1175	47.1975	47.4456	3	z3:514.5933	1	3	1540.75814	514.59332	1.0042e8	1	1
666.83966	31.0921	31.5175	32.0166	2	z2:666.8397	1	2	1331.66477	666.83966	1.0041e8	1	1
505.80463	159.1978	159.3948	159.6930	2	z2:505.8046	1	2	1009.59470	505.80463	1.0041e8	1	1
569.82104	87.8671	88.0804	88.4297	2	z2:569.8210	1	2	1137.62754	569.82104	1.0040e8	1	1
440.93970	98.6279	98.8300	99.3032	3	z3:440.9397	1	3	1319.79726	440.93970	1.0040e8	1	1
878.41992	107.8892	108.0340	108.5005	2	z2:878.4199	1	2	1753.82194	877.91824	1.0040e8	1	1
483.90979	33.1375	33.3793	33.8684	3	z3:483.9098	1	3	1448.70754	483.90979	1.0039e8	1	1
465.29489	94.9070	95.1261	95.6220	4	z4:465.2949	1	4	1857.15046	465.29489	1.0039e8	1	1
750.31824	79.0083	79.2929	79.4901	2	z2:750.3182	1	2	1498.62192	750.31824	1.0038e8	1	1
560.80981	66.7792	66.9757	67.4221	2	z2:560.8098	1	2	1119.60508	560.80981	1.0038e8	1	1
570.78687	89.3074	89.7856	90.2167	4	z4:570.7869	1	4	2278.11500	570.53603	1.0037e8	1	1
494.76071	55.9614	56.2882	56.7839	2	z2:494.7607	1	2	987.50687	494.76071	1.0037e8	1	1
656.88348	127.5201	127.8483	128.1604	2	z2:656.8835	1	2	1311.75241	656.88348	1.0036e8	1	1
737.39709	82.9613	83.2189	83.5199	2	z2:737.3971	1	2	1472.77964	737.39709	1.0036e8	1	1
562.82697	73.0518	73.2253	73.5580	2	z2:562.8270	1	2	1123.63938	562.82697	1.0036e8	1	1
719.35858	89.8128	89.8289	90.3281	3	z3:719.3586	1	3	2154.05056	719.02413	1.0035e8	1	2
590.31421	56.9015	57.4556	57.6043	3	z3:590.3142	1	3	1767.92080	590.31421	1.0034e8	1	2
574.94641	38.4608	38.6688	38.8480	3	z3:574.9464	1	3	1721.81740	574.94641	1.0033e8	1	1
726.37811	132.2389	132.3254	132.7574	3	z3:726.3781	1	3	2175.10915	726.04366	1.0033e8	1	1
760.05121	87.3633	87.4302	87.9081	3	z3:760.0512	1	3	2277.13180	760.05121	1.0033e8	1	2
611.89795	105.5464	105.8263	106.1572	2	z2:611.8979	1	2	1221.78135	611.89795	1.0031e8	1	1
400.75320	32.9239	33.1028	33.6018	2	z2:400.7532	1	2	799.49186	400.75320	1.0031e8	1	1
635.50708	77.5692	77.7659	77.9405	4;5	z4:794.1314;z5:635.5071	2	5	3171.49446	635.30617	1.0030e8	2	2
542.91699	99.9178	100.1421	100.4818	3	z3:542.9170	1	3	1625.72915	542.91699	1.0029e8	1	1
704.31458	57.4432	57.7307	57.9871	2	z2:704.3146	1	2	1406.61460	704.31458	1.0029e8	1	1
546.94940	52.3022	52.5074	52.9052	3	z3:546.9494	1	3	1637.82638	546.94940	1.0029e8	1	1
634.80927	48.0569	48.3385	48.5224	3;4	z3:846.4127;z4:634.8093	2	4	2535.21279	634.81047	1.0029e8	1	2
544.30072	39.1594	39.6506	40.1505	2	z2:544.3007	1	2	1086.58689	544.30072	1.0027e8	1	1
552.33276	103.4512	103.4959	103.9940	2	z2:552.3328	1	2	1102.65097	552.33276	1.0026e8	1	1
575.26813	36.5461	36.6783	37.0590	2;3	z2:862.3994;z3:575.2681	2	3	1722.78293	575.26825	1.0025e8	2	2
601.31964	75.1107	75.3300	75.5830	2	z2:601.3196	1	2	1200.62473	601.31964	1.0025e8	1	1
474.74454	43.8207	43.9717	44.4490	6	z6:474.7445	1	6	2841.42021	474.57731	1.0025e8	1	1
643.58905	153.6893	154.1357	154.2434	1	z1:643.5891	1	1	642.58177	643.58905	1.0024e8	1	1
435.25372	61.5189	61.6820	61.9318	2;3	z2:652.3785;z3:435.2537	2	3	1302.74025	435.25403	1.0023e8	2	2
416.55304	67.5634	68.0523	68.5420	3	z3:416.5530	1	3	1246.63729	416.55304	1.0023e8	1	1
691.32495	57.4890	57.6216	58.0849	4	z4:691.3250	1	4	2759.26399	690.82327	1.0023e8	1	1
518.26740	71.5057	71.7938	72.2787	2	z2:518.2674	1	2	1034.52024	518.26740	1.0023e8	1	1
882.91608	77.0893	77.3170	77.5556	2	z2:882.9161	1	2	1763.81760	882.91608	1.0023e8	1	1
477.82361	159.1890	159.2484	159.4363	1	z1:477.8236	1	1	476.81633	477.82361	1.0023e8	1	1
561.31403	61.2554	61.3396	61.8303	4	z4:561.3140	1	4	2241.22700	561.31403	1.0023e8	1	1
538.27234	28.3939	28.8886	29.3855	4	z4:538.2723	1	4	2148.05689	538.02150	1.0022e8	1	1
597.29553	31.4247	31.8448	32.3095	2	z2:597.2955	1	2	1192.57651	597.29553	1.0022e8	1	1
488.49591	31.1131	31.2961	31.7855	4	z4:488.4959	1	4	1948.95118	488.24507	1.0022e8	1	1
638.34314	94.0097	94.5002	94.9627	6	z6:638.3431	1	6	3824.01518	638.34314	1.0021e8	1	1
733.37384	119.5142	119.6875	120.0114	4	z4:733.3738	1	4	2928.46290	733.12300	1.0021e8	1	1
832.40796	90.5103	90.8706	91.3668	2	z2:832.4080	1	2	1661.79801	831.90628	1.0020e8	1	1
740.60565	49.8356	50.3248	50.4124	5	z5:740.6057	1	5	3695.98517	740.20431	1.0020e8	1	1
820.96002	132.3254	132.6733	133.1687	5	z5:820.9600	1	5	4097.75702	820.55868	1.0020e8	1	1
802.41235	84.3749	84.6186	85.0622	2	z2:802.4124	1	2	1602.81015	802.41235	1.0020e8	1	1
897.70831	123.2767	123.5035	123.8748	4	z4:897.7083	1	4	3583.79408	896.95580	1.0018e8	1	1
736.61401	94.3169	94.8017	95.2361	2	z2:736.6140	1	2	1470.21012	736.11234	1.0017e8	1	1
530.31842	55.0276	55.3517	55.5795	3	z3:530.3184	1	3	1587.93343	530.31842	1.0017e8	1	1
782.35327	97.2771	97.2771	97.7576	2	z2:782.3533	1	2	1562.69199	782.35327	1.0016e8	1	1
493.99722	94.1051	94.5497	94.6140	3;4	z3:658.6642;z4:493.9972	2	4	1971.95998	493.99727	1.0016e8	2	2
519.75043	56.2882	56.4789	56.7169	2	z2:519.7504	1	2	1037.48630	519.75043	1.0014e8	1	1
707.83923	132.2389	132.7277	133.2157	6	z6:707.8392	1	6	4237.98168	707.33756	1.0014e8	1	1
889.98761	108.9085	108.9840	109.4784	2	z2:889.9876	1	2	1777.96067	889.98761	1.0014e8	1	1
666.35315	69.9991	70.1538	70.3445	2	z2:666.3531	1	2	1331.69510	666.85483	1.0013e8	1	1
755.85596	64.8675	65.1735	65.4123	2	z2:755.8560	1	2	1509.69736	755.85596	1.0011e8	1	1
811.50452	65.8135	66.0092	66.4817	2	z2:811.5045	1	2	1620.99448	811.50452	1.0011e8	1	1
666.85486	57.7852	57.8633	58.3561	2	z2:666.8549	1	2	1331.69516	666.85486	1.0009e8	1	1
555.32562	59.7909	59.9893	60.2140	2	z2:555.3256	1	2	1108.63669	555.32562	1.0009e8	1	1
472.28998	78.9031	79.1259	79.5632	2	z2:472.2900	1	2	942.56540	472.28998	1.0009e8	1	1
457.78708	52.1201	52.1857	52.6830	4	z4:457.7871	1	4	1827.11921	457.78708	1.0008e8	1	1
415.23770	54.3494	54.5816	55.0561	3	z3:415.2377	1	3	1243.69463	415.57215	1.0007e8	1	1
603.31079	67.5174	67.8295	68.0374	2	z2:603.3108	1	2	1204.60703	603.31079	1.0006e8	1	1
470.80151	75.7143	75.9844	76.4734	2	z2:470.8015	1	2	939.58847	470.80151	1.0006e8	1	1
659.35498	35.8398	36.0460	36.3159	2;3	z2:659.3550;z3:439.9047	2	2	1316.69388	659.35422	1.0006e8	2	2
798.90607	81.4502	81.6680	82.0334	2	z2:798.9061	1	2	1595.79758	798.90607	1.0005e8	1	2
418.72955	64.8029	64.9431	65.4370	2	z2:418.7296	1	2	835.44455	418.72955	1.0005e8	1	1
697.35889	106.7473	106.7894	107.2844	2	z2:697.3589	1	2	1392.70322	697.35889	1.0004e8	1	1
688.34528	109.7783	110.0527	110.5246	3	z3:688.3453	1	3	2062.01400	688.34528	1.0004e8	1	1
436.75809	65.7420	66.1540	66.4817	2	z2:436.7581	1	2	871.50162	436.75809	1.0003e8	1	1
492.89838	40.3524	40.7905	40.9602	3	z3:492.8984	1	3	1475.67330	492.89838	1.0002e8	1	1
782.37738	81.5157	81.7669	82.0792	4;5	z4:977.7177;z5:782.3774	2	5	3904.84345	781.97597	1.0002e8	2	2
713.88916	91.6800	91.9798	92.3529	2	z2:713.8892	1	2	1425.76377	713.88916	1.0002e8	1	1
793.37567	117.8955	117.9388	118.4173	3	z3:793.3757	1	3	2377.10518	793.37567	1.0001e8	1	1
636.97803	53.6287	53.9631	54.1287	3;4	z3:636.9780;z4:477.9845	2	3	1907.90900	636.97694	1.0001e8	1	2
424.76578	86.7534	87.2517	87.7382	2	z2:424.7658	1	2	847.51700	424.76578	1.0001e8	1	1
517.97833	50.6135	50.8646	51.1211	2;3	z2:775.9625;z3:517.9783	2	3	1549.91002	517.64395	1.0001e8	2	2
684.95520	70.1687	70.3854	70.6639	3	z3:684.9552	1	3	2050.84042	684.62075	1.0000e8	1	1
507.30365	67.1317	67.4370	67.8295	2	z2:507.3036	1	2	1012.59275	507.30365	9.9995e7	1	1
475.79285	60.4364	60.9273	61.2194	6	z6:475.7928	1	6	2847.71007	475.62562	9.9993e7	1	1
920.08557	96.9672	97.2437	97.5744	3	z3:920.0856	1	3	2756.23153	919.75112	9.9993e7	1	1
677.31763	58.9682	59.2839	59.3124	2	z2:677.3176	1	2	1352.62070	677.31763	9.9972e7	1	1
505.28815	37.4670	37.6350	38.1274	2	z2:505.2881	1	2	1008.56174	505.28815	9.9967e7	1	1
627.78754	69.3235	69.8151	69.8463	2	z2:627.7875	1	2	1253.56052	627.78754	9.9966e7	1	1
679.02661	135.9667	136.4594	136.9563	3	z3:679.0266	1	3	2033.05465	678.69216	9.9964e7	1	1
651.32233	53.4655	53.9631	54.4520	2	z2:651.3223	1	2	1300.63010	651.32233	9.9950e7	1	1
509.27292	46.8699	47.0111	47.3108	3	z3:509.2729	1	3	1524.79693	509.27292	9.9942e7	1	1
550.29175	25.7959	26.2443	26.7309	2	z2:550.2917	1	2	1098.56894	550.29175	9.9940e7	1	1
530.61627	58.6171	58.6503	59.1444	3	z3:530.6163	1	3	1588.82699	530.61627	9.9938e7	1	1
617.82648	50.0201	50.5147	50.9376	2	z2:617.8265	1	2	1233.63840	617.82648	9.9926e7	1	1
856.91907	99.5783	99.6476	100.1421	2	z2:856.9191	1	2	1711.82358	856.91907	9.9919e7	1	1
748.62640	121.4651	121.8116	122.0880	4	z4:748.6264	1	4	2989.47315	748.37557	9.9917e7	1	1
648.06036	121.7621	121.8834	122.2866	4	z4:648.0604	1	4	2587.20899	647.80953	9.9913e7	1	1
739.38293	59.8393	59.9671	60.2558	3;4	z3:985.5061;z4:739.3829	2	4	2952.49313	739.13056	9.9912e7	1	2
576.77753	47.8364	47.9891	48.2669	2	z2:576.7775	1	2	1150.53715	576.27585	9.9902e7	1	1
565.26825	98.0699	98.4359	98.9303	2	z2:565.2682	1	2	1128.52195	565.26825	9.9901e7	1	1
758.88977	129.9752	130.2440	130.6636	2	z2:758.8898	1	2	1515.76499	758.88977	9.9900e7	1	1
412.89148	37.0368	37.2508	37.7373	2;3	z2:618.8351;z3:412.8915	2	3	1235.65574	412.89252	9.9899e7	1	2
407.23120	39.5811	39.7087	39.9376	2;3	z2:610.3437;z3:407.2312	2	3	1218.67208	407.23130	9.9897e7	2	2
517.91547	96.4916	96.6700	97.0984	3	z3:517.9155	1	3	1550.72457	517.91547	9.9896e7	1	1
793.06110	80.8665	80.8851	81.3660	3	z3:793.0611	1	3	2376.16146	793.06110	9.9894e7	1	1
523.25885	72.6019	72.9714	73.3268	2	z2:523.2589	1	2	1043.49979	522.75717	9.9893e7	1	1
617.34534	104.7612	104.8042	105.2974	2	z2:617.3453	1	2	1232.67612	617.34534	9.9892e7	1	1
679.01160	52.9878	53.1523	53.3119	2;3	z2:1017.5122;z3:679.0116	2	3	2033.00962	678.67715	9.9888e7	2	2
447.73807	52.0174	52.2328	52.6532	4	z4:447.7381	1	4	1786.92316	447.73807	9.9884e7	1	1
517.22498	37.3434	37.6853	37.8584	3	z3:517.2250	1	3	1547.64974	516.89052	9.9866e7	1	1
747.39648	36.0015	36.2093	36.3641	3	z3:747.3965	1	3	2238.16427	747.06203	9.9850e7	1	1
410.89478	37.0479	37.3348	37.7879	5	z5:410.8948	1	5	2048.43414	410.69410	9.9847e7	1	1
597.60999	29.8167	29.8414	30.3381	3	z3:597.6100	1	3	1789.80813	597.60999	9.9844e7	1	1
820.79730	98.1925	98.6850	98.6850	4	z4:820.7973	1	4	3277.15339	820.29562	9.9842e7	1	1
669.11053	60.2893	60.3585	60.7272	4	z4:669.1105	1	4	2671.40968	668.85970	9.9840e7	1	1
601.95715	35.5245	35.7804	36.1115	3	z3:601.9572	1	3	1802.84963	601.95715	9.9833e7	1	1
500.59198	45.3052	45.5154	45.7290	6	z6:500.5920	1	6	2997.50822	500.59198	9.9832e7	1	1
573.64880	38.3965	38.5821	38.7948	3	z3:573.6488	1	3	1717.92458	573.64880	9.9826e7	1	1
857.79254	121.8116	121.8116	122.3039	3	z3:857.7925	1	3	2569.35244	857.45809	9.9823e7	1	1
693.81573	39.7558	39.9253	40.4131	2	z2:693.8157	1	2	1385.61692	693.81573	9.9816e7	1	1
693.89020	63.1603	63.6541	63.9236	2	z2:693.8902	1	2	1385.76584	693.89020	9.9800e7	1	1
865.60480	127.0372	127.1351	127.6204	5	z5:865.6048	1	5	4320.98089	865.20346	9.9799e7	1	1
473.75836	59.4680	59.7909	60.0704	2	z2:473.7584	1	2	945.50217	473.75836	9.9793e7	1	1
430.73080	46.1888	46.3533	46.7662	4	z4:430.7308	1	4	1718.89411	430.73080	9.9788e7	1	1
674.37219	58.5133	58.6085	59.0975	2	z2:674.3722	1	2	1346.72983	674.37219	9.9784e7	1	1
469.75113	46.3954	46.6362	47.1175	2	z2:469.7511	1	2	937.48771	469.75113	9.9783e7	1	1
972.52112	143.4730	143.5041	143.7217	2;3	z2:972.5211;z3:649.0175	2	2	1943.02762	972.52109	9.9776e7	2	2
818.39752	110.8469	111.1549	111.5193	2	z2:818.3975	1	2	1633.77714	817.89584	9.9768e7	1	1
612.85254	64.4588	64.7608	65.2587	2	z2:612.8525	1	2	1223.69053	612.85254	9.9768e7	1	1
497.74210	70.3854	70.6875	71.1827	2	z2:497.7421	1	2	993.46964	497.74210	9.9765e7	1	1
564.31964	49.2245	49.4607	49.7032	2	z2:564.3196	1	2	1126.62473	564.31964	9.9760e7	1	1
673.82166	26.9561	27.4512	27.7657	2	z2:673.8217	1	2	1345.62876	673.82166	9.9752e7	1	1
550.28412	60.2558	60.4698	60.9669	2	z2:550.2841	1	2	1098.55368	550.28412	9.9751e7	1	1
658.70575	142.2461	142.5693	142.9370	3;4	z3:658.7057;z4:494.2809	2	3	1972.09172	658.37118	9.9745e7	2	2
463.30942	156.2026	156.6959	157.1890	1	z1:463.3094	1	1	462.30214	463.30942	9.9743e7	1	1
826.87573	57.8633	58.1109	58.3561	2	z2:826.8757	1	2	1650.73356	826.37406	9.9738e7	1	2
557.83319	103.5728	103.8922	104.3666	2	z2:557.8332	1	2	1113.65183	557.83319	9.9734e7	1	1
538.24792	43.7230	43.8876	44.2946	2	z2:538.2479	1	2	1074.48130	538.24792	9.9730e7	1	1
684.01605	66.9448	66.9930	67.1552	3	z3:684.0161	1	3	2048.02297	683.68160	9.9729e7	1	1
520.93201	64.7089	64.9134	65.3157	3	z3:520.9320	1	3	1559.77419	520.93201	9.9727e7	1	1
414.19263	80.4588	80.7834	81.1765	2;3	z2:621.7891;z3:414.1926	2	3	1239.55605	414.19263	9.9726e7	1	2
792.91876	94.3839	94.6042	94.8166	2;3	z2:792.9188;z3:528.6130	2	2	1582.81859	792.41657	9.9719e7	2	2
510.75598	70.2826	70.4818	70.8204	2	z2:510.7560	1	2	1019.49741	510.75598	9.9718e7	1	1
611.99432	30.4568	30.9416	31.4346	6	z6:611.9943	1	6	3663.91557	611.65987	9.9709e7	1	1
523.64392	80.6791	80.8404	81.3313	3	z3:523.6439	1	3	1567.90993	523.64392	9.9706e7	1	1
713.44684	149.1173	149.6122	150.1048	1	z1:713.4468	1	1	712.43956	713.44684	9.9705e7	1	1
818.68188	131.0661	131.3606	131.8477	5	z5:818.6819	1	5	4086.36633	818.28054	9.9699e7	1	1
456.25134	51.6113	51.8513	52.3294	2	z2:456.2513	1	2	910.48813	456.25134	9.9693e7	1	1
571.81879	61.4546	61.5547	62.0482	2	z2:571.8188	1	2	1141.62302	571.81879	9.9688e7	1	1
613.30603	97.2251	97.2920	97.7787	3	z3:613.3060	1	3	1836.89626	613.30603	9.9688e7	1	1
1004.53003	120.9103	121.0935	121.3969	5	z5:1004.5300	1	5	5015.60705	1004.12869	9.9688e7	1	1
826.46033	100.8757	101.0996	101.3545	2	z2:826.4603	1	2	1649.90275	825.95865	9.9680e7	1	1
875.90973	41.9873	42.0838	42.5792	2	z2:875.9097	1	2	1749.80491	875.90973	9.9679e7	1	1
793.92432	57.5522	57.7307	58.0849	2	z2:793.9243	1	2	1585.83408	793.92432	9.9673e7	1	1
1010.48053	116.4219	116.6210	116.6890	4	z4:1010.4805	1	4	4035.88630	1009.97885	9.9670e7	1	1
633.00623	68.2057	68.5929	69.0765	2	z2:633.0062	1	2	1263.99790	633.00623	9.9651e7	1	1
767.33502	113.0971	113.0971	113.5946	4	z4:767.3350	1	4	3063.30427	766.83334	9.9649e7	1	2
1092.08203	119.4262	119.6875	119.8173	2	z2:1092.0820	1	2	2181.14615	1091.58035	9.9646e7	1	1
415.72247	47.1628	47.5851	47.9251	4	z4:415.7225	1	4	1656.85408	415.22080	9.9646e7	1	1
476.24261	37.3101	37.4460	37.9363	4	z4:476.2426	1	4	1900.94135	476.24261	9.9639e7	1	1
513.92285	44.9906	45.0711	45.5711	1	z1:513.9229	1	1	512.91558	513.92285	9.9631e7	1	1
502.52145	61.5189	61.5287	61.9156	4	z4:502.5215	1	4	2005.05335	502.27062	9.9627e7	1	1
707.34100	77.2613	77.5209	77.8464	3	z3:707.3410	1	3	2119.00118	707.34100	9.9626e7	1	1
491.23843	34.4814	34.9767	35.4764	3	z3:491.2384	1	3	1470.69347	491.23843	9.9624e7	1	1
523.95026	118.5697	119.0547	119.5488	3	z3:523.9503	1	3	1568.82894	523.95026	9.9622e7	1	1
526.28741	116.2795	116.6656	117.1525	2	z2:526.2874	1	2	1050.56028	526.28741	9.9615e7	1	1
432.23358	28.7672	28.9036	29.3941	3	z3:432.2336	1	3	1293.67892	432.23358	9.9608e7	1	1
574.76544	42.8449	42.9697	43.4608	2	z2:574.7654	1	2	1147.51633	574.76544	9.9588e7	1	1
669.86359	92.1659	92.6648	92.6648	2	z2:669.8636	1	2	1337.71262	669.86359	9.9582e7	1	1
859.96124	111.1549	111.3223	111.6445	2	z2:859.9612	1	2	1716.90458	859.45957	9.9581e7	1	1
643.34491	109.4598	109.9462	110.4403	3	z3:643.3449	1	3	1927.01290	643.34491	9.9581e7	1	1
554.80389	83.6104	83.9103	84.1829	2	z2:554.8039	1	2	1107.59324	554.80389	9.9576e7	1	1
558.91766	85.1513	85.3787	85.7909	3	z3:558.9177	1	3	1673.73116	558.91766	9.9560e7	1	1
728.39490	61.2046	61.5189	61.7375	2	z2:728.3949	1	2	1454.77524	728.39490	9.9555e7	1	1
661.35516	37.6547	38.0415	38.2743	2	z2:661.3552	1	2	1320.69577	661.35516	9.9554e7	1	1
