Detected m/z (primary)	RT Start	RT Apex	RT End	Charge States	Per-Charge Detected m/z	Num Charge States	Primary Charge	Monoisotopic Mass	Mono m/z (primary)	Summed Intensity	Cross-Charge Support	Num Members
663.87598	82.7535	82.8142	83.1507	3	z3:663.8760	1	3	1988.60610	663.87598	2.4523e7	1	1
726.65637	23.1725	23.7364	23.8642	3;4	z3:726.6564;z4:544.9971	2	3	2175.94393	726.32192	2.4522e7	1	2
612.79791	114.9500	114.9500	115.4399	2	z2:612.7979	1	2	1223.58127	612.79791	2.4521e7	1	1
662.43335	145.7214	145.7921	145.9383	2	z2:662.4333	1	2	1322.85215	662.43335	2.4520e7	1	1
744.34534	64.8873	65.0892	65.2267	2	z2:744.3453	1	2	1486.67612	744.34534	2.4519e7	1	1
800.86945	43.4263	43.6017	43.8034	2	z2:800.8694	1	2	1600.72769	801.37112	2.4518e7	1	1
500.94070	75.5830	75.8319	76.2123	3	z3:500.9407	1	3	1499.80028	500.94070	2.4517e7	1	1
513.66644	41.5363	41.8019	41.8341	5	z5:513.6664	1	5	2562.29248	513.46577	2.4516e7	1	1
720.98895	29.3460	29.3941	29.6051	3	z3:720.9890	1	3	2159.94503	720.98895	2.4513e7	1	1
400.74713	57.7493	57.8633	58.0688	4	z4:400.7471	1	4	1596.95271	400.24545	2.4511e7	1	1
827.91046	128.8558	129.1332	129.2038	5	z5:827.9105	1	5	4132.50922	827.50912	2.4509e7	1	1
495.83389	154.1520	154.1520	154.2350	1	z1:495.8339	1	1	494.82662	495.83389	2.4508e7	1	1
571.67505	113.9018	114.0094	114.5073	3	z3:571.6750	1	3	1712.00332	571.67505	2.4507e7	1	1
401.56140	64.2475	64.4132	64.5924	3	z3:401.5614	1	3	1201.66237	401.56140	2.4505e7	1	1
811.97339	110.6647	110.7094	111.0434	2	z2:811.9734	1	2	1621.93222	811.97339	2.4504e7	1	1
759.35669	66.0586	66.1354	66.4310	2	z2:759.3567	1	2	1516.69883	759.35669	2.4504e7	1	1
851.90973	129.9368	130.0347	130.0619	5	z5:851.9097	1	5	4248.49213	850.70570	2.4503e7	1	1
1479.80005	105.0660	105.1647	105.4696	6	z6:1479.8000	1	6	8867.73986	1478.96392	2.4502e7	1	1
966.78113	110.5891	110.7267	110.8469	3	z3:966.7811	1	3	2896.31820	966.44668	2.4501e7	1	1
664.81213	40.5936	40.7324	40.9751	2	z2:664.8121	1	2	1327.60971	664.81213	2.4500e7	1	1
503.76047	49.1122	49.2245	49.4496	2	z2:503.7605	1	2	1005.50638	503.76047	2.4500e7	1	1
906.40375	77.1177	77.1313	77.2774	3	z3:906.4037	1	3	2716.18941	906.40375	2.4499e7	1	1
419.21973	41.7228	41.7648	42.2436	4	z4:419.2197	1	4	1672.84980	419.21973	2.4499e7	1	1
563.81055	58.9768	59.1111	59.2592	2	z2:563.8105	1	2	1124.60319	563.30887	2.4498e7	1	1
504.77966	65.6483	65.9027	66.0488	2	z2:504.7797	1	2	1006.54142	504.27799	2.4494e7	1	1
748.34967	132.9879	133.1117	133.2157	4	z4:748.3497	1	4	2988.36622	748.09883	2.4494e7	1	1
491.49231	67.3478	67.5770	67.6067	4	z4:491.4923	1	4	1961.94013	491.49231	2.4493e7	1	1
814.16699	75.4528	75.5396	75.7143	3;4	z3:1084.8861;z4:814.1670	2	4	3250.63245	813.66539	2.4492e7	2	2
507.26175	64.7608	64.9134	65.2996	4	z4:507.2617	1	4	2024.01454	507.01091	2.4491e7	1	1
673.34686	51.5951	51.8661	51.8822	2	z2:673.3469	1	2	1344.67917	673.34686	2.4491e7	1	1
804.90674	96.9795	96.9795	97.2040	2	z2:804.9067	1	2	1607.79892	804.90674	2.4489e7	1	1
674.85590	37.6717	37.8819	38.0055	2	z2:674.8559	1	2	1346.69388	674.35422	2.4485e7	1	2
690.81158	70.4818	70.7696	70.8055	2	z2:690.8116	1	2	1379.60862	690.81158	2.4483e7	1	1
603.32965	86.5713	86.5713	87.0642	3	z3:603.3297	1	3	1806.96712	603.32965	2.4481e7	1	1
816.32990	68.3279	68.4221	68.7549	2	z2:816.3299	1	2	1630.64524	816.32990	2.4481e7	1	1
901.43219	41.9477	42.1470	42.2857	2	z2:901.4322	1	2	1800.84983	901.43219	2.4480e7	1	1
838.05231	83.6587	83.7752	83.9672	6	z6:838.0523	1	6	5017.25341	837.21618	2.4478e7	1	1
468.26440	59.4050	59.7909	60.1051	2	z2:468.2644	1	2	935.51761	468.76608	2.4478e7	1	1
748.36383	78.4163	78.6355	79.0604	5	z5:748.3638	1	5	3736.78277	748.36383	2.4476e7	1	1
661.62354	136.3516	136.5107	136.7770	3	z3:661.6235	1	3	1980.84542	661.28908	2.4476e7	1	1
721.28888	70.3854	70.4522	70.6466	2	z2:721.2889	1	2	1440.56321	721.28888	2.4474e7	1	1
901.43207	106.3577	106.5717	106.5951	4	z4:901.4321	1	4	3599.69246	900.93039	2.4474e7	1	1
857.94421	82.3908	82.5319	82.7399	2	z2:857.9442	1	2	1713.87387	857.94421	2.4474e7	1	1
581.25116	56.1649	56.3785	56.4082	6	z6:581.2512	1	6	3479.45659	580.91671	2.4473e7	1	1
797.87286	119.6789	119.8173	120.1563	2	z2:797.8729	1	2	1592.72782	797.37119	2.4470e7	1	1
957.16278	126.8386	126.9207	127.1351	3	z3:957.1628	1	3	2867.46316	956.82833	2.4468e7	1	1
708.68054	99.6932	100.0529	100.0640	3	z3:708.6805	1	3	2121.01309	708.01164	2.4468e7	1	1
676.91284	109.6519	109.8509	110.1566	2	z2:676.9128	1	2	1351.81113	676.91284	2.4467e7	1	1
887.96088	101.9337	102.1776	102.2555	2	z2:887.9609	1	2	1773.90720	887.96088	2.4467e7	1	1
554.78973	143.7528	143.8771	143.9704	2	z2:554.7897	1	2	1107.56491	554.78973	2.4463e7	1	1
562.55713	86.0135	86.2311	86.4574	4	z4:562.5571	1	4	2245.19605	562.30629	2.4463e7	1	1
709.30536	58.5591	58.6257	58.9013	2	z2:709.3054	1	2	1416.59616	709.30536	2.4462e7	1	1
510.27927	65.4123	65.4246	65.6777	3	z3:510.2793	1	3	1527.81597	510.27927	2.4459e7	1	1
615.00830	47.1027	47.1628	47.3973	6	z6:615.0083	1	6	3680.99608	614.50662	2.4459e7	1	1
417.71097	51.2291	51.5274	51.6447	4	z4:417.7110	1	4	1665.81141	417.46013	2.4458e7	1	1
1030.55823	115.9037	116.0297	116.0743	4	z4:1030.5582	1	4	4117.20045	1030.30739	2.4457e7	1	1
844.62463	71.1592	71.3608	71.4550	5;6	z5:844.6246;z6:703.8554	2	5	4216.08543	844.22436	2.4454e7	1	2
587.79919	100.3579	100.3765	100.6528	4	z4:587.7992	1	4	2346.16432	587.54836	2.4453e7	1	1
691.67999	87.8485	88.0259	88.3034	3	z3:691.6800	1	3	2072.01815	691.67999	2.4451e7	1	1
657.04547	32.1661	32.2761	32.4821	4	z4:657.0455	1	4	2623.14942	656.79463	2.4450e7	1	1
734.37744	102.2742	102.5679	102.8912	3	z3:734.3774	1	3	2200.11049	734.37744	2.4450e7	1	1
702.88770	76.2482	76.5031	76.5798	2;3	z2:702.8877;z3:468.9278	2	2	1403.76099	702.88777	2.4449e7	2	2
559.35870	78.3072	78.5823	78.8485	2	z2:559.3587	1	2	1116.70285	559.35870	2.4446e7	1	1
607.97858	116.5022	116.5158	117.0134	4	z4:607.9786	1	4	2426.88185	607.72774	2.4446e7	1	1
1305.22766	94.4445	94.5856	94.6681	6	z6:1305.2277	1	6	7821.30889	1304.55876	2.4446e7	1	1
444.24310	42.3987	42.5372	42.7202	3	z3:444.2431	1	3	1329.70748	444.24310	2.4445e7	1	1
613.87817	45.1863	45.2470	45.4499	2;3	z2:613.8782;z3:409.5874	2	2	1225.74120	613.87788	2.4444e7	2	2
741.45135	107.3152	107.4782	107.7049	1	z1:741.4514	1	1	740.44408	741.45135	2.4442e7	1	1
437.77353	59.5299	59.7228	60.1720	4	z4:437.7735	1	4	1747.06501	437.77353	2.4441e7	1	1
528.29114	129.1679	129.4068	129.6532	2	z2:528.2911	1	2	1054.56772	528.29114	2.4441e7	1	1
770.46021	90.7305	90.8507	91.3409	5	z5:770.4602	1	5	3845.25793	770.05886	2.4440e7	1	1
517.86536	41.6252	41.6794	42.1681	3	z3:517.8654	1	3	1550.57424	517.86536	2.4440e7	1	1
1006.03271	59.1111	59.3272	59.3605	2	z2:1006.0327	1	2	2010.05088	1006.03271	2.4440e7	1	1
480.30054	44.8484	45.1131	45.2185	2	z2:480.3005	1	2	958.58652	480.30054	2.4439e7	1	1
668.85474	75.3300	75.4330	75.7266	5	z5:668.8547	1	5	3338.23394	668.65407	2.4436e7	1	1
610.54547	48.1618	48.1779	48.4224	2	z2:610.5455	1	2	1219.07639	610.54547	2.4436e7	1	1
551.81219	127.6923	128.0217	128.5117	5	z5:551.8122	1	5	2753.02124	551.61152	2.4435e7	1	1
752.38953	124.5369	124.6738	124.8939	5	z5:752.3895	1	5	3755.90789	752.18886	2.4433e7	1	2
559.80554	78.4324	78.4324	78.9216	6	z6:559.8055	1	6	3351.78624	559.63832	2.4433e7	1	1
722.90466	117.2864	117.7644	117.8275	2	z2:722.9047	1	2	1443.79477	722.90466	2.4433e7	1	1
799.85901	108.9730	109.1725	109.3743	2	z2:799.8590	1	2	1597.70346	799.85901	2.4430e7	1	1
745.15833	71.2829	71.3608	71.5304	4;5	z4:745.1583;z5:596.5287	2	4	2974.59736	744.65662	2.4428e7	2	2
533.62018	75.1640	75.4330	75.5247	6	z6:533.6202	1	6	3194.67406	533.45295	2.4428e7	1	1
841.16522	110.1294	110.1294	110.4019	4	z4:841.1652	1	4	3359.62843	840.91438	2.4426e7	1	1
813.94666	67.9136	68.0003	68.1920	2	z2:813.9467	1	2	1625.87876	813.94666	2.4426e7	1	1
1322.33667	97.9051	97.9783	98.0699	3	z3:1322.3367	1	3	3961.98147	1321.66777	2.4425e7	1	1
938.46252	105.4919	105.5613	105.6455	2	z2:938.4625	1	2	1874.91050	938.46252	2.4424e7	1	1
713.31860	102.6323	102.6572	103.0599	4	z4:713.3186	1	4	2848.24195	713.06776	2.4424e7	1	1
457.74622	51.7474	51.9750	52.1077	4	z4:457.7462	1	4	1826.95576	457.74622	2.4424e7	1	1
680.36780	101.6521	101.8844	101.9337	3	z3:680.3678	1	3	2037.07821	680.03335	2.4423e7	1	1
526.79388	55.7331	55.9948	56.0369	4	z4:526.7939	1	4	2103.14643	526.79388	2.4422e7	1	1
513.92053	32.7239	33.0867	33.2313	3	z3:513.9205	1	3	1538.73977	513.92053	2.4419e7	1	1
627.80963	75.6462	75.6833	75.9447	2	z2:627.8096	1	2	1252.60135	627.30795	2.4419e7	1	1
436.26675	33.8276	33.9364	34.4309	4	z4:436.2668	1	4	1741.03791	436.26675	2.4417e7	1	1
902.47241	74.4083	74.5224	74.6790	2	z2:902.4724	1	2	1802.93027	902.47241	2.4417e7	1	1
537.63885	117.3042	117.3268	117.8101	3	z3:537.6389	1	3	1609.89474	537.63885	2.4416e7	1	1
1148.56421	69.7059	69.8151	70.0411	2	z2:1148.5642	1	2	2294.11051	1148.06253	2.4416e7	1	1
647.36420	40.8288	41.0790	41.1779	3	z3:647.3642	1	3	1938.06741	647.02975	2.4414e7	1	1
612.81909	122.5230	122.7767	123.1134	2	z2:612.8191	1	2	1223.62363	612.81909	2.4413e7	1	1
571.73602	34.5578	34.6614	34.8120	2	z2:571.7360	1	2	1141.45749	571.73602	2.4412e7	1	1
476.23132	60.5995	60.6950	60.8768	3	z3:476.2313	1	3	1425.67214	476.23132	2.4407e7	1	1
800.62976	142.3562	142.5594	142.8104	3	z3:800.6298	1	3	2396.86074	799.96086	2.4405e7	1	1
773.41827	88.2948	88.6177	88.8666	5	z5:773.4183	1	5	3862.05499	773.41827	2.4405e7	1	1
406.53888	40.9911	41.4720	41.5487	3	z3:406.5389	1	3	1215.59145	406.20443	2.4404e7	1	1
454.88663	36.9934	37.0738	37.5719	3	z3:454.8866	1	3	1361.63805	454.88663	2.4403e7	1	1
666.67426	52.6137	52.6532	52.8411	3	z3:666.6743	1	3	1997.00094	666.67426	2.4403e7	1	1
738.71008	37.1468	37.2731	37.4324	3;4	z3:738.7101;z4:554.2836	2	3	2212.10453	738.37545	2.4403e7	2	2
614.59698	126.2370	126.3323	126.6167	3	z3:614.5970	1	3	1839.76577	614.26253	2.4399e7	1	1
803.84918	72.0690	72.1022	72.3381	2	z2:803.8492	1	2	1605.68381	803.84918	2.4399e7	1	1
623.29993	61.6635	61.7809	61.9070	3	z3:623.2999	1	3	1866.87795	623.29993	2.4398e7	1	1
668.83850	99.7207	100.0084	100.0529	2	z2:668.8385	1	2	1335.66245	668.83850	2.4395e7	1	1
680.01514	129.3623	129.4787	129.6804	3	z3:680.0151	1	3	2035.01687	679.34623	2.4394e7	1	1
566.25812	52.9151	53.0545	53.2874	3	z3:566.2581	1	3	1694.74917	565.92367	2.4393e7	1	1
836.80042	106.8377	106.9009	107.1397	3	z3:836.8004	1	3	2506.37606	836.46596	2.4392e7	1	1
691.35651	101.0093	101.2454	101.3211	3	z3:691.3565	1	3	2071.04769	691.35651	2.4392e7	1	1
520.80219	104.4904	104.7612	105.2490	2	z2:520.8022	1	2	1038.58646	520.30051	2.4390e7	1	1
422.89923	36.2329	36.4718	36.6264	3	z3:422.8992	1	3	1264.67251	422.56478	2.4390e7	1	1
659.86407	104.8709	105.0350	105.5241	2	z2:659.8641	1	2	1317.71360	659.86407	2.4390e7	1	1
533.94019	78.5823	78.8201	78.9700	3	z3:533.9402	1	3	1598.79873	533.94019	2.4388e7	1	1
682.78992	93.8758	94.0692	94.3380	2	z2:682.7899	1	2	1362.56193	682.28824	2.4386e7	1	1
466.90198	54.3046	54.4963	54.6485	3	z3:466.9020	1	3	1397.68410	466.90198	2.4384e7	1	1
681.83325	101.5863	101.6111	101.8399	4	z4:681.8333	1	4	2722.30055	681.58241	2.4383e7	1	1
513.58728	93.2313	93.2771	93.7616	3	z3:513.5873	1	3	1537.74001	513.58728	2.4381e7	1	1
726.89551	55.9614	56.1268	56.3055	5	z5:726.8955	1	5	3627.43445	726.49417	2.4380e7	1	1
573.77954	77.5048	77.7349	77.9566	2	z2:573.7795	1	2	1145.54453	573.77954	2.4380e7	1	1
961.95782	88.6326	88.7849	88.8357	2	z2:961.9578	1	2	1921.90110	961.95782	2.4379e7	1	1
549.76123	39.3927	39.4360	39.8673	6	z6:549.7612	1	6	3291.52037	549.59400	2.4378e7	1	1
746.42535	125.7433	125.7792	126.0714	3	z3:746.4254	1	3	2234.24752	745.75645	2.4378e7	1	1
400.25034	44.8806	45.1131	45.2185	2	z2:400.2503	1	2	798.48612	400.25034	2.4377e7	1	1
536.26794	59.3914	59.8826	59.8988	2	z2:536.2679	1	2	1071.52469	536.76962	2.4376e7	1	1
736.03839	119.5997	119.5997	119.8012	3	z3:736.0384	1	3	2205.09334	736.03839	2.4375e7	1	1
660.34320	98.5152	98.7644	98.9154	2	z2:660.3432	1	2	1318.67185	660.34320	2.4374e7	1	1
599.83154	116.6062	116.7941	117.2702	2	z2:599.8315	1	2	1197.64853	599.83154	2.4372e7	1	1
1149.49219	78.0533	78.1723	78.5984	1	z1:1149.4922	1	1	1148.48491	1149.49219	2.4370e7	1	1
488.92044	46.5374	46.6251	46.7662	3	z3:488.9204	1	3	1463.73949	488.92044	2.4368e7	1	1
725.31281	70.5066	70.6466	71.1320	6	z6:725.3128	1	6	4342.82311	724.81113	2.4367e7	1	1
461.76608	43.9235	44.1201	44.3735	4	z4:461.7661	1	4	1843.03523	461.76608	2.4367e7	1	1
458.17123	146.2679	146.3831	146.8748	4	z4:458.1712	1	4	1828.65583	458.17123	2.4366e7	1	1
701.58429	85.2254	85.2340	85.5211	4	z4:701.5843	1	4	2800.30134	701.08261	2.4364e7	1	1
647.01007	79.6597	79.8042	79.9614	3	z3:647.0101	1	3	1938.00838	647.01007	2.4362e7	1	1
555.29578	45.2731	45.3696	45.5562	4	z4:555.2958	1	4	2217.15400	555.29578	2.4361e7	1	1
784.94519	91.8770	92.0418	92.5348	2	z2:784.9452	1	2	1566.87247	784.44351	2.4360e7	1	1
540.25464	80.5269	80.8404	80.9248	2	z2:540.2546	1	2	1078.49472	540.25464	2.4358e7	1	1
650.34821	74.6130	74.7728	75.2593	3	z3:650.3482	1	3	1947.01943	650.01375	2.4358e7	1	1
628.68164	111.4462	111.5738	111.8861	6	z6:628.6816	1	6	3763.03612	628.17996	2.4357e7	1	1
843.39703	45.7648	45.8746	45.9913	6	z6:843.3970	1	6	5050.32512	842.72813	2.4357e7	1	1
667.33368	62.7674	63.1208	63.1900	3	z3:667.3337	1	3	1998.97921	667.33368	2.4357e7	1	1
449.21100	69.2856	69.4882	69.8003	2	z2:449.2110	1	2	896.40744	449.21100	2.4356e7	1	1
697.37946	115.7567	115.8727	115.9914	2	z2:697.3795	1	2	1392.74436	697.37946	2.4355e7	1	1
997.44983	117.3042	117.3556	117.6245	2	z2:997.4498	1	2	1991.88175	996.94815	2.4354e7	1	1
797.74219	96.9672	97.1818	97.6325	5	z5:797.7422	1	5	3980.66449	797.14017	2.4352e7	1	1
519.85638	64.1638	64.3031	64.5442	2	z2:519.8564	1	2	1037.69822	519.85638	2.4352e7	1	1
856.12897	143.4107	143.5352	143.7217	3	z3:856.1290	1	3	2563.35836	855.46006	2.4351e7	1	1
551.68060	38.3817	38.3965	38.6551	5	z5:551.6806	1	5	2754.36999	551.88127	2.4350e7	1	1
510.31595	81.0513	81.4923	81.7051	5	z5:510.3159	1	5	2545.54001	510.11528	2.4350e7	1	1
633.83386	33.3349	33.3349	33.8276	5	z5:633.8339	1	5	3163.12957	633.63319	2.4350e7	1	1
620.38611	145.1865	145.5129	145.8553	1	z1:620.3861	1	1	619.37883	620.38611	2.4349e7	1	1
976.98700	66.8631	67.0302	67.1812	2	z2:976.9870	1	2	1951.95945	976.98700	2.4349e7	1	1
460.26651	52.0904	52.1349	52.6285	4	z4:460.2665	1	4	1839.04364	460.76819	2.4348e7	1	1
730.89984	120.0114	120.0510	120.5451	6	z6:730.8998	1	6	4378.35203	730.73262	2.4348e7	1	1
601.91284	33.3669	33.4992	33.6227	3	z3:601.9128	1	3	1802.71670	601.91284	2.4347e7	1	1
593.82617	68.1179	68.3589	68.5606	4	z4:593.8262	1	4	2369.26887	593.32449	2.4346e7	1	1
403.71893	66.6266	66.9930	67.3379	4	z4:403.7189	1	4	1610.84663	403.71893	2.4345e7	1	1
538.93866	59.9498	59.9770	60.3103	3	z3:538.9387	1	3	1613.79415	538.93866	2.4344e7	1	1
535.59265	68.3961	68.4518	68.8797	6	z6:535.5927	1	6	3206.50889	535.42543	2.4343e7	1	1
716.70685	33.1375	33.4040	33.5140	3	z3:716.7068	1	3	2147.09872	716.70685	2.4343e7	1	1
529.94458	96.2151	96.4421	96.6502	4	z4:529.9446	1	4	2114.74586	529.69374	2.4342e7	1	1
435.91339	52.3183	52.5988	52.7090	3	z3:435.9134	1	3	1305.72170	436.24784	2.4341e7	1	1
547.64264	58.8457	59.0654	59.1728	3	z3:547.6426	1	3	1639.90609	547.64264	2.4341e7	1	3
810.86743	40.3066	40.5677	40.6407	5	z5:810.8674	1	5	4047.29407	810.46609	2.4340e7	1	1
960.48682	112.5317	112.7482	112.8571	2	z2:960.4868	1	2	1918.95908	960.48682	2.4340e7	1	1
547.29865	48.7921	48.8057	49.1122	3	z3:547.2986	1	3	1638.87411	547.29865	2.4340e7	1	1
546.89667	35.2139	35.3303	35.5727	3	z3:546.8967	1	3	1637.66817	546.89667	2.4339e7	1	1
556.26910	41.7364	41.8341	42.0355	4	z4:556.2691	1	4	2220.04396	556.01827	2.4339e7	1	1
495.28064	80.5058	80.5553	80.9087	4	z4:495.2806	1	4	1977.09345	495.28064	2.4337e7	1	1
580.30511	60.7098	60.8891	61.0065	6	z6:580.3051	1	6	3473.78032	579.97066	2.4335e7	1	1
1007.48792	70.0547	70.0844	70.4312	2	z2:1007.4879	1	2	2011.95792	1006.98624	2.4334e7	1	1
459.74918	48.6389	48.7687	48.9381	6	z6:459.7492	1	6	2751.44804	459.58195	2.4333e7	1	1
1082.46545	69.3891	69.6701	69.7468	2	z2:1082.4655	1	2	2161.91300	1081.96378	2.4332e7	1	1
640.50079	145.4063	145.4993	145.9793	1	z1:640.5008	1	1	639.49352	640.50079	2.4332e7	1	1
902.97827	109.4362	109.6705	109.7944	2	z2:902.9783	1	2	1803.94199	902.97827	2.4332e7	1	1
426.69504	52.7189	53.0384	53.4519	4	z4:426.6950	1	4	1702.75105	426.69504	2.4331e7	1	1
518.77600	32.6981	32.8424	33.0755	6	z6:518.7760	1	6	3105.60899	518.60878	2.4330e7	1	1
572.76886	93.7802	93.9006	94.2859	2	z2:572.7689	1	2	1143.52317	572.76886	2.4329e7	1	1
662.34778	52.9878	53.0384	53.0767	2	z2:662.3478	1	2	1322.68100	662.34778	2.4327e7	1	2
644.98749	88.7378	88.8357	89.1801	3	z3:644.9875	1	3	1931.94063	644.98749	2.4327e7	1	1
631.83990	116.0446	116.2956	116.3761	2	z2:631.8399	1	2	1261.66526	631.83990	2.4326e7	1	1
461.59109	29.3941	29.5545	29.8167	3	z3:461.5911	1	3	1381.75146	461.59109	2.4325e7	1	1
554.63379	101.8510	101.9077	102.0375	2;3	z2:831.9486;z3:554.6338	2	3	1660.87947	554.63377	2.4325e7	2	2
613.89008	143.3149	143.3461	143.5352	2	z2:613.8901	1	2	1225.76560	613.89008	2.4324e7	1	1
634.97839	82.1843	82.4465	82.5158	5	z5:634.9784	1	5	3165.84217	634.17571	2.4324e7	1	1
450.18167	66.7120	66.8792	67.0821	4	z4:450.1817	1	4	1796.69758	450.18167	2.4321e7	1	1
460.75174	54.4768	54.6904	54.8501	5	z5:460.7517	1	5	2297.71896	460.55107	2.4321e7	1	1
904.92999	72.6550	72.7443	72.9714	2	z2:904.9300	1	2	1806.84208	904.42832	2.4320e7	1	1
660.00464	51.3469	51.5706	51.6113	3	z3:660.0046	1	3	1976.99209	660.00464	2.4320e7	1	1
505.75314	54.2540	54.3765	54.4963	6	z6:505.7531	1	6	3025.46514	505.25147	2.4320e7	1	1
838.93005	143.3149	143.3149	143.5041	4	z4:838.9301	1	4	3350.68775	838.67922	2.4319e7	1	1
525.27924	35.0348	35.2288	35.2288	5	z5:525.2792	1	5	2618.34973	524.67722	2.4318e7	1	1
588.96167	40.8830	40.9416	41.2163	6	z6:588.9617	1	6	3524.71630	588.45999	2.4317e7	1	1
501.25815	44.9906	45.1318	45.1690	2	z2:501.2581	1	2	1001.50510	501.75983	2.4316e7	1	1
669.67194	89.3754	89.6014	89.6977	3	z3:669.6719	1	3	2004.99062	669.33748	2.4314e7	1	1
730.33978	39.0396	39.0914	39.2100	3	z3:730.3398	1	3	2187.99752	730.33978	2.4312e7	1	1
693.38171	47.9681	48.3002	48.3002	2	z2:693.3817	1	2	1384.74887	693.38171	2.4312e7	1	1
400.24649	36.8330	36.8885	37.3855	3	z3:400.2465	1	3	1197.71764	400.24649	2.4311e7	1	1
532.80353	48.3976	48.5597	48.6995	2	z2:532.8035	1	2	1063.59250	532.80353	2.4311e7	1	1
717.39172	103.2103	103.4028	103.8922	2	z2:717.3917	1	2	1432.76889	717.39172	2.4309e7	1	1
405.16449	45.1690	45.2731	45.4499	2;3	z2:607.2443;z3:405.1645	2	3	1212.47226	405.16470	2.4307e7	2	2
547.31689	115.2309	115.4237	115.6626	1;2	z1:1093.6250;z2:547.3169	2	2	1092.61865	547.31660	2.4306e7	2	2
616.86652	118.1774	118.2417	118.7367	2	z2:616.8665	1	2	1231.71848	616.86652	2.4306e7	1	1
691.68579	36.4718	36.6647	36.8761	5	z5:691.6858	1	5	3451.38586	691.28445	2.4303e7	1	1
600.35339	46.8538	47.1371	47.2641	2	z2:600.3534	1	2	1198.69223	600.35339	2.4301e7	1	1
545.81409	35.6567	36.1115	36.2093	2	z2:545.8141	1	2	1088.61027	545.31241	2.4300e7	1	1
409.80698	72.3790	72.5895	72.7443	2;3	z2:614.2124;z3:409.8070	2	3	1226.39972	409.80718	2.4298e7	2	2
456.55368	44.2203	44.4279	44.6492	3	z3:456.5537	1	3	1367.64257	456.88813	2.4298e7	1	1
544.27832	56.0506	56.1921	56.1921	2	z2:544.2783	1	2	1085.53873	543.77664	2.4298e7	1	1
701.68939	92.3220	92.5212	92.7206	3	z3:701.6894	1	3	2102.04635	701.68939	2.4298e7	1	1
581.98749	42.5940	42.6842	42.8807	6	z6:581.9875	1	6	3482.87120	581.48581	2.4298e7	1	1
502.92136	103.7833	104.0151	104.1055	3	z3:502.9214	1	3	1505.74224	502.92136	2.4298e7	1	1
1075.56396	143.3149	143.3149	143.5041	2;3	z2:1075.5640;z3:717.3730	2	2	2147.10667	1074.56061	2.4295e7	1	2
716.01300	106.6854	106.7894	107.0184	3	z3:716.0130	1	3	2144.01382	715.67855	2.4294e7	1	1
734.35132	49.8779	49.9400	50.0856	2	z2:734.3513	1	2	1466.68808	734.35132	2.4292e7	1	1
622.37506	118.7973	119.0547	119.1811	2	z2:622.3751	1	2	1242.73557	622.37506	2.4291e7	1	1
605.61597	53.5545	53.7211	53.8460	5	z5:605.6160	1	5	3022.04010	605.41530	2.4291e7	1	1
842.93042	87.2517	87.4302	87.6887	3	z3:842.9304	1	3	2524.76608	842.59597	2.4290e7	1	1
501.28528	63.5834	63.7121	63.9917	6	z6:501.2853	1	6	3000.66466	501.11805	2.4289e7	1	1
699.81476	82.9897	83.1507	83.4010	2	z2:699.8148	1	2	1397.61496	699.81476	2.4287e7	1	1
749.40582	57.3282	57.4556	57.5919	2	z2:749.4058	1	2	1496.79709	749.40582	2.4287e7	1	1
521.74182	53.0002	53.3776	53.6139	2	z2:521.7418	1	2	1041.46909	521.74182	2.4286e7	1	1
486.77811	55.9948	56.0667	56.3785	2	z2:486.7781	1	2	971.54166	486.77811	2.4286e7	1	1
837.40540	80.0778	80.1360	80.3860	3	z3:837.4054	1	3	2508.19100	837.07094	2.4284e7	1	1
514.25122	47.9041	47.9989	48.2507	3	z3:514.2512	1	3	1539.73183	514.25122	2.4283e7	1	1
609.31610	50.2462	50.3903	50.3903	4	z4:609.3161	1	4	2433.23530	609.31610	2.4283e7	1	1
445.75226	85.3515	85.5880	86.0704	4	z4:445.7523	1	4	1777.97657	445.50142	2.4280e7	1	1
504.59964	36.6400	36.8650	37.0071	3	z3:504.5996	1	3	1509.77374	504.26519	2.4279e7	1	1
520.76660	35.1472	35.1991	35.5245	2	z2:520.7666	1	2	1039.51865	520.76660	2.4277e7	1	1
519.91638	114.2707	114.4751	114.6296	3	z3:519.9164	1	3	1555.72396	519.58193	2.4274e7	1	2
589.33026	23.6090	23.7039	23.7685	6	z6:589.3303	1	6	3526.92784	588.82858	2.4273e7	1	1
738.35229	42.7202	43.0105	43.1557	2	z2:738.3523	1	2	1474.69004	738.35229	2.4272e7	1	1
575.28015	84.3651	84.7577	85.0314	2	z2:575.2802	1	2	1148.54575	575.28015	2.4272e7	1	1
1006.95947	72.6550	72.7629	73.0692	2	z2:1006.9595	1	2	2010.90104	1006.45780	2.4270e7	1	1
727.73956	68.1179	68.3106	68.5259	3	z3:727.7396	1	3	2180.19686	727.73956	2.4269e7	1	1
714.37732	54.5260	54.6904	54.9094	3	z3:714.3773	1	3	2140.11013	714.37732	2.4269e7	1	1
590.77777	44.1065	44.3231	44.4168	2	z2:590.7778	1	2	1179.54099	590.77777	2.4265e7	1	1
813.14880	105.3469	105.4919	105.6146	4	z4:813.1488	1	4	3247.56275	812.89797	2.4262e7	1	1
796.04559	97.4951	97.5087	97.7961	3	z3:796.0456	1	3	2383.10824	795.37669	2.4261e7	1	1
