mono_mass	mz	charge	rt	intensity	intensity_decile	category	nearest_rtmatch_rt_delta_min	nearest_rtmatch_charge	closest_by_mass_ppm	closest_by_mass_rt_delta_min	closest_by_mass_charge
1111.60597	556.81091	2	66.0710	1.3885e+06	3	rt_miss	0.9419	2	-14.75	-6.1039	2
2666.31877	890.11664	3	107.8331	1.3888e+06	3	rt_miss	5.3839	3	-18.24	10.3690	5
1144.63395	573.32367	2	64.3649	1.3890e+06	3	rt_miss	-5.4772	2	16.84	33.4498	2
774.42759	775.43463	1	52.4233	1.3891e+06	3	rt_miss	28.0134	1	15.22	59.7438	1
1310.56264	656.29041	2	44.8348	1.3896e+06	3	rt_miss	-0.6145	2	-11.54	23.8841	3
870.52870	436.27151	2	61.2988	1.3933e+06	3	rt_miss	-3.2300	2	11.52	-3.2300	2
2129.12694	1066.07336	2	128.1691	1.3994e+06	3	rt_miss	-3.1625	2	-18.30	-51.3888	3
1318.58635	660.30200	2	69.0307	1.3996e+06	3	rt_miss	0.5751	2	17.71	-0.8127	1;2
1001.52157	501.76877	2	72.5585	1.4022e+06	3	rt_miss	0.5801	2	-18.99	-10.1638	1
1646.79404	824.40717	2	106.6471	1.4086e+06	3	rt_miss	-1.8701	3	-19.09	-51.4585	2
1047.59645	524.80542	2	58.8605	1.4134e+06	3	rt_miss	39.6300	2	-8.66	52.0259	2
1170.58556	586.30017	2	48.8824	1.4154e+06	3	rt_miss	0.4460	2	-19.41	-13.1020	2
1078.54475	540.27899	2	47.2947	1.4162e+06	3	rt_miss	-0.5039	2	18.58	5.1027	2
913.47700	457.74591	2	41.1074	1.4172e+06	3	rt_miss	-4.1670	2	-11.61	8.4831	1;2
2473.26014	619.57312	4	60.1992	1.4177e+06	3	rt_miss	7.0201	3	19.52	54.0393	3
2598.14789	867.39258	3	115.6528	1.4189e+06	3	rt_miss	0.4215	3	-16.15	12.5076	3
1232.58846	617.30328	2	30.8422	1.4191e+06	3	rt_miss	-0.6595	3	18.03	33.5846	3
4169.99390	835.40869	5	103.2252	1.4191e+06	3	rt_miss	-2.6034	6	-17.26	21.1445	6
1816.96045	909.48969	2	138.5857	1.4193e+06	3	rt_miss	0.5784	3	-19.71	-12.1322	3
943.52261	472.76898	2	51.8377	1.4208e+06	3	rt_miss	-1.8743	2	-17.71	23.2879	2
1585.81404	793.91504	2	113.7691	1.4216e+06	3	rt_miss	0.4893	2	-18.62	-81.0537	2;3
1651.75456	826.88562	2	65.4246	1.4224e+06	3	rt_miss	3.3896	3	-15.09	-29.3786	3
987.53893	494.77698	2	65.7543	1.4230e+06	3	rt_miss	4.7907	1;2	-13.18	-13.9328	2
924.53927	463.27841	2	51.2105	1.4232e+06	3	rt_miss	7.8438	2	0.74	14.3405	2
2243.10047	749.04199	3	97.3663	1.4245e+06	3	rt_miss	-3.0680	3	17.28	-25.8248	4
930.56509	466.28922	2	93.9006	1.4258e+06	3	rt_miss	1.3133	2	13.71	3.7740	2
1661.93522	831.97681	2	130.6957	1.4267e+06	3	rt_miss	-27.0684	3	14.18	-82.2597	2;3
2695.25077	899.76117	3	72.7852	1.4279e+06	3	rt_miss	3.9369	5	-16.74	-22.4774	4
1712.83830	857.42706	2	64.8997	1.4294e+06	3	rt_miss	0.3590	3	16.25	52.3705	2
1711.85248	856.93231	2	132.3898	1.4323e+06	3	rt_miss	-0.8175	2	18.37	-57.8177	3
1043.57975	522.79633	2	85.3417	1.4325e+06	3	rt_miss	-0.5443	1	19.00	-31.6094	2
1191.59177	596.80438	2	52.4110	1.4325e+06	3	rt_miss	1.6398	2	19.06	27.3092	2
1100.56548	551.29065	2	85.8701	1.4327e+06	3	rt_miss	-2.3155	2	-18.43	-10.2239	2
1467.66705	734.84241	2	108.4003	1.4329e+06	3	rt_miss	0.3735	2	19.90	-33.3255	2
2426.35331	607.84686	4	110.2470	1.4355e+06	3	rt_miss	0.7086	4	-2.23	0.7086	4
1593.84026	797.92853	2	94.0840	1.4370e+06	3	rt_miss	0.7177	2	18.68	27.3006	2
1383.64526	692.83167	2	34.6775	1.4378e+06	3	rt_miss	1.8228	2	-17.88	55.3694	2
1691.87302	564.96600	3	67.4370	1.4385e+06	3	rt_miss	0.7550	3	17.78	-20.8774	3
923.58040	462.79767	2	68.8451	1.4396e+06	3	no_mass_candidate			-50.80	-19.9862	2
1918.93061	960.47241	2	88.2502	1.4404e+06	3	rt_miss	0.4728	2;3	-18.35	-20.9024	4
1645.76175	823.88660	2	55.0062	1.4414e+06	3	rt_miss	0.5486	2	17.98	20.4615	3
1574.77878	788.39612	2	80.4367	1.4431e+06	3	rt_miss	-0.4753	2	19.19	54.3752	2
818.39227	410.20355	2	61.8303	1.4478e+06	3	rt_miss	-7.3956	2	14.00	74.3393	1
1068.65430	535.33459	2	95.0952	1.4533e+06	3	rt_miss	7.5806	2	2.03	21.4825	2
1459.72418	487.58316	3	56.2143	1.4536e+06	3	rt_miss	0.8804	3	-17.37	-3.6006	2
1461.72860	731.87061	2	101.3347	1.4539e+06	3	rt_miss	-0.4801	2	18.80	-0.9768	2
1796.00436	899.01257	2	142.6115	1.4546e+06	3	rt_miss	-22.3586	3	-1.10	-81.3338	4
1449.71334	725.86487	2	46.3422	1.4568e+06	3	rt_miss	-1.1237	3	18.31	10.0512	3
1293.62009	647.81854	2	34.9098	1.4574e+06	3	rt_miss	-0.5213	3	16.60	19.3689	2
1000.57057	501.29263	2	89.7596	1.4617e+06	3	rt_miss	1.8263	2	-17.12	-18.4606	2
965.48920	483.75327	2	47.2556	1.4643e+06	3	rt_miss	0.9062	2	-18.85	51.2077	1
2292.13863	765.39026	3	121.2744	1.4663e+06	3	rt_miss	0.4381	4	-19.83	-45.9977	2
1475.66025	738.84070	2	104.0151	1.4678e+06	3	rt_miss	0.3007	2	-12.12	2.5454	2
1786.98290	596.66791	3	85.4914	1.4739e+06	3	rt_miss	1.2831	3	-16.06	20.8663	2
872.50797	437.25989	2	49.7367	1.4772e+06	3	rt_miss	1.2009	1;2	9.15	1.2009	1;2
1257.69287	629.85608	2	74.0529	1.4795e+06	3	rt_miss	1.2064	2	13.04	5.4707	2
1588.77667	795.39465	2	78.0310	1.4808e+06	3	rt_miss	0.5674	2	17.00	-18.3688	2
909.50724	455.76147	2	72.2454	1.4815e+06	3	rt_miss	-6.9607	2	-2.75	34.5589	2
1219.61970	610.81757	2	75.4330	1.4821e+06	3	rt_miss	0.4125	2	18.85	-20.1382	3
1077.54547	539.78021	2	57.8633	1.4825e+06	3	rt_miss	1.1049	2	15.10	-1.2157	1;2
1265.63641	633.82629	2	38.3817	1.4827e+06	3	rt_miss	-0.8875	3	14.40	-8.9100	2
2057.05754	687.02863	3	53.4086	1.4828e+06	3	rt_miss	0.6422	3	15.92	6.1460	4
1943.00001	973.00977	2	134.2458	1.4829e+06	3	rt_miss	9.2583	2;3	14.21	9.2583	2;3
1250.63628	626.32452	2	44.0125	1.4845e+06	3	rt_miss	-1.1083	3	19.37	45.3171	2
1280.60372	641.30884	2	60.7889	1.4853e+06	3	rt_miss	1.0414	2	-19.76	4.3338	1
2393.13466	799.05493	3	34.1510	1.4871e+06	3	rt_miss	0.5414	5	-19.03	7.4988	4
2683.39044	895.80066	3	83.1197	1.4878e+06	3	rt_miss	-1.9297	2	17.70	46.0655	4
1479.84495	740.93115	2	138.9980	1.4880e+06	3	rt_miss	-17.9626	2	-16.12	-54.2130	3
892.42905	447.22232	2	98.8968	1.4898e+06	3	rt_miss	-23.0364	1	13.42	-23.0364	1
959.55525	480.78494	2	72.0196	1.4904e+06	3	rt_miss	-0.5943	2	18.40	-0.5943	2
2507.20408	837.07263	3	65.7543	1.4905e+06	3	rt_miss	0.8723	3	19.40	11.5627	3
1051.54508	526.78021	2	90.2019	1.4907e+06	3	rt_miss	1.3989	2	-19.39	-55.4194	2
1418.75917	710.39020	2	120.8087	1.4925e+06	3	rt_miss	1.6190	2	15.37	1.6190	2
2014.03712	672.68848	3	62.5272	1.4952e+06	3	rt_miss	0.3637	2	18.66	-1.1518	4
1123.56621	562.79047	2	119.7715	1.4982e+06	3	rt_miss	19.9262	1	12.06	19.9262	1
2210.08553	738.03961	3	104.1809	1.5040e+06	3	rt_miss	-1.8435	3	-13.44	-41.4890	2
855.49265	428.75345	2	46.1542	1.5043e+06	3	rt_miss	-1.8103	1;2	-14.63	6.6103	2
1053.60701	527.81104	2	74.8570	1.5047e+06	3	rt_miss	0.3219	2	14.04	84.2807	2
2269.31580	568.58826	4	98.8300	1.5068e+06	4	rt_miss	-14.6322	4	-19.53	-14.6322	4
860.44259	431.22849	2	47.9127	1.5077e+06	4	rt_miss	-2.8416	2	-1.74	17.2769	1
1702.98692	852.50195	2	143.5352	1.5090e+06	4	rt_miss	-50.4414	4	-2.96	-50.4414	4
1140.54851	571.28271	2	64.5343	1.5091e+06	4	rt_miss	0.9857	2	-14.28	17.3018	1;2
1547.77661	774.89691	2	72.1600	1.5141e+06	4	rt_miss	0.6873	2	-17.18	-41.3970	3
1221.66050	611.83752	2	46.2335	1.5161e+06	4	rt_miss	-1.1624	3	18.29	2.1050	3
1111.61383	556.81506	2	50.4247	1.5165e+06	4	rt_miss	-2.0407	2	-19.74	65.3456	2
1045.56641	523.78790	2	63.7591	1.5171e+06	4	rt_miss	-0.7543	2	18.42	12.9630	2
1049.60557	525.81000	2	46.8452	1.5175e+06	4	rt_miss	1.9729	2	-16.99	11.0292	2
1111.52196	556.76947	2	64.7386	1.5179e+06	4	rt_miss	2.4166	2	9.65	2.4166	2
1147.54309	574.77917	2	51.9664	1.5185e+06	4	rt_miss	-4.7023	2	-18.85	-18.0980	2
2458.17984	820.73566	3	100.7828	1.5201e+06	4	rt_miss	1.0682	2;3	-19.32	37.5210	3
899.53010	450.77353	2	56.6168	1.5216e+06	4	rt_miss	-9.8260	2	-12.18	-9.8260	2
1303.65946	652.83722	2	40.4712	1.5216e+06	4	rt_miss	-0.5076	3	17.97	43.1714	2
1035.59645	518.80615	2	88.9760	1.5226e+06	4	rt_miss	-1.9556	2	-16.90	-5.0088	2
924.45276	463.23373	2	70.6875	1.5233e+06	4	rt_miss	1.8710	2	-18.96	-15.4865	1
912.60080	457.30807	2	81.7669	1.5241e+06	4	rt_miss	11.7321	2	0.21	11.7321	2
1388.74861	695.38202	2	133.8448	1.5243e+06	4	rt_miss	-4.9222	2	19.08	-31.0179	3
1387.71947	694.86896	2	111.9035	1.5258e+06	4	rt_miss	-1.1620	2	-17.69	-35.2320	2
1318.65173	660.33002	2	69.8947	1.5275e+06	4	rt_miss	-0.5502	1	18.78	9.2312	2
1828.86655	915.44354	2	97.5570	1.5277e+06	4	rt_miss	0.4336	2	-18.49	9.5827	2
1087.56958	544.79370	2	64.0908	1.5280e+06	4	rt_miss	-0.9909	2	18.05	-24.1408	1;2
2114.04664	706.02344	3	103.9455	1.5285e+06	4	rt_miss	0.9020	3	-15.84	14.7045	2
1871.02650	625.01740	3	61.9070	1.5290e+06	4	rt_miss	-11.0770	3;4	6.60	27.8897	3
1850.92751	617.98499	3	72.4855	1.5332e+06	4	rt_miss	0.8277	3	-19.38	56.3703	2;3
2023.10033	675.70953	3	116.4504	1.5335e+06	4	rt_miss	-0.4590	3	8.65	-33.2032	3
2107.01818	703.68335	3	70.8055	1.5348e+06	4	rt_miss	0.8399	3	18.79	59.3445	2
1223.72377	612.87042	2	62.7550	1.5350e+06	4	rt_miss	-3.4426	2;3	0.07	-4.2070	2;3
1438.70924	720.36346	2	113.3148	1.5353e+06	4	rt_miss	-0.5890	2	19.37	-48.9339	3
2167.09834	1085.05762	2	143.5973	1.5361e+06	4	rt_miss	-3.5034	2;3	-19.06	-18.4420	3
1709.89481	855.95630	2	60.2422	1.5417e+06	4	rt_miss	-3.2044	3	18.22	-20.1646	4
1771.90644	886.96283	2	88.3343	1.5418e+06	4	rt_miss	0.5187	2	13.79	28.4353	2
1749.94474	584.32184	3	85.2599	1.5432e+06	4	rt_miss	0.3578	2;3	-16.99	-54.1902	3
1356.67075	679.34332	2	55.7710	1.5450e+06	4	rt_miss	1.1428	2	-19.08	-14.5931	2
1286.66592	644.34241	2	91.9798	1.5457e+06	4	rt_miss	0.3075	2	19.22	-21.5400	2
898.58515	450.29965	2	72.3381	1.5471e+06	4	no_mass_candidate			-22.99	43.2368	2
1824.93114	609.65295	3	117.6766	1.5525e+06	4	rt_miss	5.8616	3	-19.81	-83.6291	3
1892.03289	632.02026	3	94.5497	1.5549e+06	4	rt_miss	-3.0902	2	-13.47	-70.3317	3
1555.77046	778.89386	2	113.7158	1.5549e+06	4	rt_miss	-0.8698	2	-19.80	-80.5338	3
1532.75046	511.92444	3	33.0755	1.5553e+06	4	rt_miss	0.6964	3	19.19	95.2455	2
2296.16993	766.73285	3	73.4430	1.5578e+06	4	rt_miss	0.5456	3	19.46	-15.2777	4
1820.90908	607.97858	3	116.5158	1.5583e+06	4	rt_miss	0.4109	2	19.22	-21.3897	2
1803.90029	902.95782	2	131.4608	1.5585e+06	4	rt_miss	3.1020	2	-19.78	4.6099	2
1877.90942	627.31384	3	75.3672	1.5589e+06	4	rt_miss	-0.3914	3	16.97	-14.4003	4
1383.66705	692.84241	2	87.1898	1.5589e+06	4	rt_miss	-0.9451	2	-19.41	-2.9784	3
881.55860	441.78680	2	71.9453	1.5605e+06	4	rt_miss	5.7896	2	-0.94	16.7777	2
878.50142	440.25891	2	95.6875	1.5610e+06	4	rt_miss	2.9975	2	13.08	-28.2060	2
1390.74965	696.38342	2	132.7723	1.5613e+06	4	rt_miss	-6.8927	2	14.47	-65.4962	3
1201.61903	601.81842	2	57.0378	1.5618e+06	4	rt_miss	0.8255	3	19.03	-10.9908	3
2550.22783	851.41901	3	100.1062	1.5624e+06	4	rt_miss	-1.6330	3	-19.42	-5.3317	3
1190.65469	596.33594	2	89.5141	1.5631e+06	4	rt_miss	1.7996	2	17.13	1.7996	2
2094.11095	524.78668	4	59.6498	1.5637e+06	4	rt_miss	4.3073	4	-15.79	-9.6199	4
1979.98000	991.49927	2	91.6008	1.5648e+06	4	rt_miss	1.6590	3	-19.85	-29.9373	3
1840.85195	921.93408	2	123.6533	1.5658e+06	4	rt_miss	0.9441	2	-10.67	-71.1582	3
1307.63574	654.82544	2	41.6633	1.5664e+06	4	rt_miss	0.4837	3	18.15	-17.9925	3
2547.18776	850.40625	3	43.5511	1.5666e+06	4	rt_miss	10.1109	4	-13.18	22.0418	3
1408.62189	705.31927	2	27.8728	1.5666e+06	4	rt_miss	-0.6604	3	-16.57	39.8827	2;3
909.43784	455.72665	2	41.4287	1.5681e+06	4	rt_miss	2.4056	2	-1.08	3.9681	2
1489.71612	497.57956	3	40.8140	1.5685e+06	4	rt_miss	-0.3873	3	19.90	17.7340	2
1402.67623	702.34698	2	103.7078	1.5696e+06	4	rt_miss	0.5907	2	19.49	-10.8160	3
1111.52196	556.76617	2	61.1154	1.5770e+06	4	rt_miss	-0.8162	2	9.65	6.0398	2
2599.34935	867.79388	3	100.5760	1.5777e+06	4	rt_miss	0.5236	3	13.07	10.9619	3
1520.76234	761.38867	2	100.7370	1.5779e+06	4	rt_miss	0.4973	2	18.36	31.8790	2
1019.52561	510.76929	2	42.0615	1.5796e+06	4	rt_miss	1.5996	2	16.58	26.3606	2
1384.73104	693.37384	2	51.9664	1.5807e+06	4	rt_miss	-1.1364	2	19.55	31.5882	1;2
1973.90069	659.31091	3	94.7881	1.5810e+06	4	rt_miss	0.5914	2;3	-14.89	33.5961	3
1711.98323	571.66876	3	114.9649	1.5835e+06	4	rt_miss	-0.4193	3	12.91	2.7376	3
1819.86219	910.94006	2	65.9672	1.5904e+06	4	rt_miss	0.4515	2	-17.07	9.8932	3
1001.60220	501.80676	2	88.8047	1.5910e+06	4	rt_miss	-2.5415	1;2	0.98	8.6124	2
1905.89897	953.95874	2	57.0378	1.5920e+06	4	rt_miss	2.3363	3;4	19.69	2.3363	3;4
1034.55089	518.28339	2	36.6647	1.5950e+06	4	rt_miss	-0.8620	2	17.45	24.4309	2
2380.12952	794.72003	3	63.7344	1.5958e+06	4	rt_miss	0.4405	3	-17.23	73.9985	3
926.48214	464.25037	2	45.6045	1.5971e+06	4	rt_miss	-5.1123	2	-14.61	66.4574	2
1141.54039	571.77838	2	81.9018	1.5972e+06	4	rt_miss	0.4804	2	-4.07	33.2041	2
985.55564	493.78537	2	43.3263	1.5982e+06	4	rt_miss	1.4552	2	-15.78	97.0674	1
877.43678	439.72601	2	65.8829	1.5991e+06	4	rt_miss	-4.2194	2	14.08	89.2068	2
1880.92282	941.46991	2	53.6139	1.6034e+06	4	rt_miss	0.4369	4	-19.89	53.5988	3
1053.53424	527.77472	2	31.2961	1.6035e+06	4	rt_miss	0.8331	2	-18.78	33.3496	1
1291.67722	646.84802	2	95.0778	1.6036e+06	4	rt_miss	2.9524	3	-19.00	-42.1627	2
882.55385	442.28455	2	66.1701	1.6051e+06	4	rt_miss	1.2817	2	1.05	1.2817	2
2041.95926	1022.49304	2	91.5437	1.6067e+06	4	rt_miss	4.7744	2	-19.40	-27.4987	3
800.47560	401.24487	2	64.9431	1.6070e+06	4	rt_miss	0.8704	1;2	5.82	23.5422	2
1327.73473	664.87457	2	109.5490	1.6092e+06	4	rt_miss	-0.8234	2	16.72	13.2277	2
1857.92611	930.47601	2	141.3505	1.6104e+06	4	rt_miss	-3.0331	2	-19.61	-46.0367	3
1815.90366	606.31000	3	65.9672	1.6108e+06	4	rt_miss	0.8022	2	19.46	-7.0151	3
1617.81848	540.27747	3	55.7504	1.6115e+06	4	rt_miss	1.0161	3	-18.46	26.0411	2
863.48650	432.75143	2	74.2115	1.6131e+06	4	rt_miss	-6.3820	2	-14.01	-6.3820	2
1194.60332	598.31061	2	60.3844	1.6131e+06	4	rt_miss	4.4581	2	19.14	-12.0842	2
1673.81081	837.91370	2	47.4864	1.6133e+06	4	rt_miss	-0.9898	3	-11.30	8.9925	3
1725.92611	863.97150	2	125.3755	1.6135e+06	4	rt_miss	8.0395	2	18.49	-76.5166	3
2301.23688	576.56891	4	100.5760	1.6154e+06	4	rt_miss	0.3813	4	14.84	-49.0214	3
1015.52982	508.77280	2	53.4086	1.6183e+06	4	rt_miss	1.6364	2	19.77	-20.1662	2
1326.68918	664.35199	2	58.1937	1.6201e+06	4	rt_miss	-2.0411	3	-18.95	71.0386	2
2021.90003	1012.45978	2	97.7787	1.6203e+06	4	rt_miss	-2.8160	3	17.26	-36.2500	2;3
887.48987	444.75238	2	54.3939	1.6206e+06	4	rt_miss	-2.6069	2	8.70	34.1793	2
1297.64150	433.55469	3	38.1020	1.6211e+06	4	rt_miss	0.3762	3	-10.10	86.1675	2
2155.05206	719.69501	3	73.3429	1.6253e+06	4	rt_miss	1.2292	3	18.93	7.2248	3
940.48069	471.24756	2	59.4940	1.6256e+06	4	rt_miss	-5.7729	1	17.84	26.3365	2
1457.77257	729.89569	2	75.7266	1.6264e+06	4	rt_miss	-0.8399	2	-19.69	-13.1697	2
1452.77118	485.26364	3	56.0506	1.6276e+06	4	rt_miss	-0.8880	3	-14.86	28.3243	3
1007.52224	504.76883	2	65.9027	1.6298e+06	4	rt_miss	-1.6454	2	14.26	23.0234	1
1378.78335	460.60181	3	36.0225	1.6298e+06	4	rt_miss	1.3012	2;3	13.56	98.1403	2
2367.18928	790.40631	3	124.6738	1.6337e+06	4	rt_miss	0.6473	3	-16.37	-31.9048	3
922.45487	462.23557	2	64.1106	1.6347e+06	4	rt_miss	-3.1325	2	12.24	-3.1325	2
1813.95339	605.65881	3	66.9930	1.6358e+06	4	rt_miss	-2.9616	3	13.79	10.2683	3
1490.73989	746.38062	2	67.2564	1.6363e+06	4	rt_miss	-0.9836	2	17.25	15.0430	2
1083.59242	542.80402	2	67.4110	1.6364e+06	4	rt_miss	-0.8191	2	16.41	35.0180	2
1050.57096	526.29266	2	46.5695	1.6380e+06	4	rt_miss	1.5331	2	15.16	71.8392	2
1519.74398	760.88129	2	109.4015	1.6392e+06	4	rt_miss	0.3495	2;3	18.32	-29.5676	2
1418.74054	710.37622	2	118.0105	1.6403e+06	4	rt_miss	0.6062	2	19.55	-59.0782	3
1422.70310	712.36090	2	89.1554	1.6408e+06	4	rt_miss	-2.7252	2	-19.44	-55.0044	3
820.40006	411.20734	2	42.1470	1.6411e+06	4	rt_miss	4.4225	1	14.14	18.3747	2
1622.90656	812.46033	2	106.2822	1.6448e+06	4	rt_miss	2.7167	2	-19.28	-68.1802	3
847.51674	424.76511	2	57.6774	1.6470e+06	4	rt_miss	-13.2717	2	0.53	-13.2717	2
818.49019	410.25250	2	63.7467	1.6479e+06	4	rt_miss	-7.0693	2	-9.90	-7.0693	2
961.46914	481.74231	2	46.8341	1.6512e+06	4	rt_miss	0.7756	1	-18.91	-4.6091	2
1251.59963	626.80670	2	55.1095	1.6517e+06	4	rt_miss	-0.6438	1	19.22	12.4675	2
963.50255	482.75937	2	46.7908	1.6521e+06	4	rt_miss	-0.6366	2	17.85	48.7111	2
923.49640	462.75562	2	68.7549	1.6526e+06	4	rt_miss	-5.4065	2	16.96	-26.6426	2
1488.74200	745.38135	2	70.6640	1.6526e+06	4	rt_miss	-0.3530	3	-19.15	-29.8500	2;3
1833.89694	612.30823	3	45.5711	1.6550e+06	4	rt_miss	-0.5199	3	-16.75	50.7061	4
1426.69801	714.35883	2	80.2907	1.6562e+06	4	rt_miss	-1.0175	2	19.94	-35.1044	3
1289.68270	645.84998	2	93.1979	1.6584e+06	4	rt_miss	-0.7918	2	19.62	-49.6209	3
958.53351	480.27448	2	59.6707	1.6599e+06	4	rt_miss	0.5532	2	19.46	36.1629	2
1389.70276	695.85992	2	120.4781	1.6625e+06	4	rt_miss	-1.8503	2	19.57	13.5956	2
1201.68191	601.84894	2	60.7667	1.6627e+06	4	rt_miss	-1.3926	2	16.44	84.9114	2;3
1196.67649	599.34564	2	76.6715	1.6634e+06	4	rt_miss	0.3235	2	19.12	-17.6700	2
1771.90057	591.64117	3	70.4818	1.6653e+06	4	rt_miss	0.5170	3	17.11	46.2878	2
1450.74161	726.37866	2	55.7195	1.6677e+06	4	rt_miss	0.3472	2	14.18	7.1838	2
1427.75077	714.88440	2	83.4357	1.6688e+06	4	rt_miss	6.3610	2	-19.31	-33.5667	3
1193.64848	597.83246	2	108.1540	1.6700e+06	4	rt_miss	1.0557	2	-14.48	-69.7056	2
1818.00397	607.34448	3	110.3634	1.6773e+06	4	rt_miss	0.3186	3	18.75	-1.4438	3
1621.86887	541.63055	3	95.9526	1.6779e+06	4	rt_miss	0.5056	3	16.28	-43.5973	3
922.45487	462.23389	2	66.1540	1.6780e+06	4	rt_miss	-5.1759	2	12.24	-5.1759	2
925.60008	463.80704	2	103.6743	1.6799e+06	4	no_mass_candidate			-26.52	7.5215	2
1606.73758	536.58765	3	44.1065	1.6817e+06	4	rt_miss	-0.5554	2	-16.60	20.6024	2
1389.76161	695.88837	2	95.9526	1.6820e+06	4	rt_miss	3.7855	2	18.82	-12.8959	2;3
1315.74999	658.88342	2	135.7513	1.6829e+06	4	rt_miss	-42.9266	2	-8.73	-45.9780	2
1803.93668	902.97711	2	130.5769	1.6851e+06	4	rt_miss	-0.4491	2	16.77	-80.7079	3
1757.85122	586.95746	3	90.9361	1.6870e+06	4	rt_miss	-0.6872	3	19.30	-43.9089	3
2429.31793	608.58777	4	66.0092	1.6871e+06	4	rt_miss	1.3163	5	19.57	-2.3082	5
1854.85368	619.62823	3	74.2115	1.6907e+06	4	rt_miss	0.3109	3	-19.65	44.4645	2
1466.65385	489.89142	3	32.2539	1.6936e+06	4	rt_miss	0.3725	2;3	-17.44	12.5487	2
1311.71466	656.86597	2	41.3597	1.6948e+06	4	rt_miss	-1.0531	3	-19.46	99.2507	1
1143.64004	572.82776	2	75.0624	1.6948e+06	4	rt_miss	1.3317	2	12.98	38.9470	2
1171.61970	586.81793	2	39.0396	1.6955e+06	4	rt_miss	-1.4404	2	14.40	49.1337	2
1389.72523	695.87183	2	62.1361	1.6963e+06	4	rt_miss	1.2765	2	19.56	65.7122	2
1359.73982	680.87799	2	117.6245	1.6974e+06	4	rt_miss	-2.2896	2	16.98	-2.2896	2
2031.04254	1017.03101	2	140.9066	1.6977e+06	4	rt_miss	0.4959	2	-19.34	-71.2885	3
1594.76274	798.39178	2	95.2040	1.6984e+06	4	rt_miss	-3.6603	2	-19.38	17.1228	3
1961.01191	491.51175	4	49.6796	1.6997e+06	4	rt_miss	-3.1200	2;3	-19.04	37.0949	2;3
1173.66050	587.83875	2	78.1723	1.7006e+06	4	rt_miss	0.6317	2	15.08	27.8845	2
888.47052	445.24280	2	54.4075	1.7008e+06	4	rt_miss	1.6022	2	15.97	1.6022	2
1128.57750	565.29614	2	45.3795	1.7022e+06	4	rt_miss	-1.0725	2	-19.48	6.9919	2
1525.66448	763.84064	2	35.9175	1.7049e+06	4	rt_miss	-0.6887	3	-16.77	15.8015	2
2496.19951	833.40961	3	73.0073	1.7065e+06	4	rt_miss	0.4357	3	12.43	9.4157	3;4
948.50288	475.25876	2	40.0776	1.7096e+06	4	rt_miss	0.3639	2	19.65	28.0898	2
817.46979	409.74265	2	54.2787	1.7111e+06	4	rt_miss	2.0268	2	-8.17	-6.6936	2
1213.69180	607.85431	2	89.1801	1.7170e+06	4	rt_miss	-0.5958	2	13.13	11.0934	2
2104.96614	702.99841	3	61.1154	1.7172e+06	4	rt_miss	0.3392	3	-18.98	37.6811	2
1417.73004	473.58490	3	35.6678	1.7207e+06	4	rt_miss	-0.5775	3	19.54	-0.5775	3
1809.97239	604.33276	3	74.4729	1.7211e+06	4	rt_miss	0.3184	3	17.76	-38.5332	3
1736.96138	580.32764	3	121.2459	1.7220e+06	4	rt_miss	-0.3356	3	17.92	-84.0099	4
2429.28020	811.10309	3	63.0999	1.7228e+06	4	rt_miss	-0.3771	3	15.71	43.0573	4
1613.73303	807.87524	2	93.1979	1.7250e+06	4	rt_miss	0.5637	2	-19.32	-69.3648	3
3818.98430	1274.67029	3	142.9370	1.7253e+06	4	rt_miss	-18.9683	6	3.50	-41.7372	5
1663.87810	832.94769	2	86.2447	1.7257e+06	4	rt_miss	0.6226	2	14.07	-30.7171	3
1447.71632	483.57913	3	35.9397	1.7301e+06	4	rt_miss	1.4198	3	-19.68	2.4568	3
797.50109	798.51056	1	59.8826	1.7320e+06	4	rt_miss	-5.9331	1	2.52	-5.9331	1
1997.98067	667.33807	3	43.3139	1.7324e+06	4	rt_miss	0.5911	3	17.72	-7.6461	3
1206.66084	403.22775	3	42.2436	1.7326e+06	4	rt_miss	-0.7716	3	-19.32	12.6547	3
1793.87706	897.94373	2	131.9343	1.7347e+06	4	rt_miss	-2.1140	3	16.00	-83.8688	4
1448.67834	725.34735	2	58.6085	1.7352e+06	4	rt_miss	0.3077	3	-17.71	-29.6901	2
1232.61832	617.31696	2	74.8743	1.7354e+06	4	rt_miss	-2.9884	2	19.33	10.0209	1;2
981.49198	491.75320	2	54.3494	1.7361e+06	4	rt_miss	-3.3159	2	11.87	26.1218	2
2967.58717	495.77411	6	90.8334	1.7366e+06	4	rt_miss	-2.7703	4	15.27	-18.0482	6
1045.56554	523.79047	2	52.1510	1.7382e+06	4	rt_miss	0.3242	2	-19.04	14.0660	2
1400.71472	701.36591	2	44.1511	1.7405e+06	4	rt_miss	1.0674	3	-17.93	-2.3863	2
1367.70852	684.86249	2	105.6146	1.7435e+06	4	rt_miss	-6.5024	2	19.06	-29.1820	2
1739.86714	581.29718	3	99.3861	1.7444e+06	4	rt_miss	0.4065	3	-18.93	-34.1014	2
4176.94959	836.79907	5	118.5981	1.7454e+06	4	rt_miss	-0.3217	4	0.70	0.5830	4;5
