mono_mass	mz	charge	rt	intensity	intensity_decile	category	nearest_rtmatch_rt_delta_min	nearest_rtmatch_charge	closest_by_mass_ppm	closest_by_mass_rt_delta_min	closest_by_mass_charge
1802.79926	902.41028	2	66.3693	7.9477e+05	2	rt_miss	0.3316	2	-13.91	72.7948	3
1571.81300	524.94586	3	52.0743	7.9544e+05	2	rt_miss	0.6668	3	-19.53	49.8186	3
1034.51451	518.26501	2	39.9883	7.9703e+05	2	rt_miss	0.8257	2	17.40	14.2904	1;2
1581.75694	528.26068	3	29.3941	7.9776e+05	2	rt_miss	-0.4336	3	19.13	85.8529	2
2958.47231	987.49854	3	104.5473	7.9992e+05	2	rt_miss	2.8395	4	13.49	-57.3845	4
1093.62055	547.81769	2	96.2573	8.0031e+05	2	rt_miss	0.7358	2	5.94	-44.3912	2
1231.59792	616.80444	2	40.5244	8.0032e+05	2	rt_miss	-0.9581	2	-14.80	65.8964	2
1165.56152	583.78851	2	32.3823	8.0047e+05	2	rt_miss	6.0253	2	18.36	19.1142	2
1291.64083	646.82843	2	36.1251	8.0293e+05	2	rt_miss	-2.0357	3	-17.98	10.5779	3
1361.76670	454.92972	3	83.0975	8.0340e+05	2	rt_miss	-9.1089	3	18.82	38.6435	2
1241.61528	414.87909	3	29.7005	8.0392e+05	2	rt_miss	0.5154	3	-16.48	28.7980	2
1351.70958	451.57751	3	26.3869	8.0404e+05	2	rt_miss	2.3384	3	-19.52	95.3541	2
2697.28233	900.43457	3	122.8783	8.0786e+05	2	rt_miss	1.4480	3	-19.17	-93.9042	3
1387.70958	463.57712	3	36.1115	8.1089e+05	2	rt_miss	0.8190	3	-17.96	-1.2995	2;3
1109.58694	555.80090	2	92.5534	8.1129e+05	2	rt_miss	-3.9357	2	-19.03	-32.6273	2
2323.11795	775.71515	3	90.8507	8.1195e+05	2	rt_miss	0.9705	2;3;4	17.33	-10.9313	4
1563.77153	522.26428	3	57.7641	8.1410e+05	2	rt_miss	0.3208	2;3	-19.41	6.6725	3
1367.69460	456.90500	3	28.7352	8.1475e+05	2	rt_miss	-0.5453	3	16.93	26.7553	2
1963.92355	982.97107	2	94.8327	8.1484e+05	2	rt_miss	1.4854	2	19.43	30.4129	2
1525.73004	763.87390	2	41.8155	8.1535e+05	2	rt_miss	0.9294	2	14.71	55.4616	2
1060.55129	531.28033	2	56.8358	8.1552e+05	2	rt_miss	3.3226	2	-19.73	-22.2619	2
1461.80790	731.91229	2	127.4013	8.1586e+05	2	rt_miss	0.3356	2	18.17	-43.1402	3
1756.90090	440.23318	4	24.1771	8.1818e+05	2	rt_miss	3.6833	4	19.14	36.3199	4
1364.63543	455.88602	3	27.4166	8.1871e+05	2	rt_miss	-0.4320	3	19.62	23.7266	2
912.49567	457.25531	2	76.8137	8.1908e+05	2	rt_miss	-20.6488	2	8.80	-20.6488	1;2
1697.86582	849.93988	2	128.0031	8.2295e+05	2	rt_miss	0.4381	2	-17.95	-14.2538	3
1285.69901	429.57382	3	33.4571	8.2398e+05	2	rt_miss	0.4113	3	15.19	51.6199	2
1201.66665	601.84113	2	51.0817	8.2498e+05	2	rt_miss	-0.5163	2	-17.67	23.8050	2
1512.79701	757.40808	2	135.1447	8.2552e+05	2	rt_miss	0.3539	2	-18.88	-73.4713	3
1945.97452	974.49286	2	86.8673	8.2635e+05	2	rt_miss	1.7059	2	-18.54	-15.9564	2
2189.10516	731.04456	3	85.0314	8.2687e+05	2	rt_miss	0.3325	4	17.99	39.2121	3
1397.66091	466.89450	3	31.4346	8.2897e+05	2	rt_miss	0.4200	2	-19.50	87.4395	3
1901.95954	951.99078	2	102.6001	8.2914e+05	2	rt_miss	0.3767	2	19.23	-1.9337	3
871.50148	436.75809	2	48.0458	8.3101e+05	2	rt_miss	-0.3410	2	-2.71	14.6770	2
1941.95061	648.65833	3	112.5317	8.3159e+05	2	rt_miss	0.4072	3	19.38	-79.3683	3
1959.00615	654.34326	3	70.0844	8.3178e+05	2	rt_miss	0.4853	3	18.58	-4.0356	4
1271.69460	636.85577	2	69.3013	8.3232e+05	2	rt_miss	-0.5156	2	15.70	35.8251	2
2208.17903	737.40222	3	123.6248	8.3272e+05	2	rt_miss	-7.8359	3	17.61	-43.3341	4
1608.82938	805.42267	2	116.4725	8.3323e+05	2	rt_miss	2.3347	2	19.62	-33.4034	2
1279.68124	640.84821	2	62.6684	8.3416e+05	2	rt_miss	0.4524	2	17.76	8.0726	2;3
1096.54408	549.28088	2	120.7679	8.3417e+05	2	rt_miss	0.6031	2	16.39	-87.5527	2
1808.85005	905.43427	2	31.3246	8.3440e+05	2	rt_miss	-3.7779	4	-19.88	108.6432	2;3
1426.68007	714.35010	2	48.4880	8.3471e+05	2	rt_miss	-1.8938	2	18.41	15.2995	2
1191.64994	596.83331	2	77.0546	8.3501e+05	2	rt_miss	1.5277	2	-16.45	-10.3116	2
891.52520	446.76932	2	89.3754	8.3589e+05	2	rt_miss	4.1236	2	-4.33	53.5306	2
2066.02551	517.76367	4	52.1857	8.3711e+05	2	rt_miss	-1.0954	4	18.80	59.8762	3
1485.60419	743.81091	2	44.7149	8.3779e+05	2	rt_miss	2.3742	2	-12.95	43.5031	3
1607.83413	804.92767	2	141.5463	8.3814e+05	2	rt_miss	-1.4201	2	-18.86	-47.3260	2
1844.97715	616.33569	3	127.3827	8.3819e+05	2	rt_miss	0.6031	2	19.81	-84.7801	3
1485.71468	496.24588	3	26.7630	8.3868e+05	2	rt_miss	-0.4917	3	-19.01	59.6808	2
1740.84311	581.29083	3	29.6721	8.3931e+05	2	rt_miss	-0.5151	4	18.96	39.1730	3
1433.72310	717.87000	2	137.6744	8.3947e+05	2	rt_miss	-5.3638	2;3	19.80	-93.3390	3
1301.63978	651.82947	2	57.5919	8.3991e+05	2	rt_miss	1.1190	2	-16.80	-6.4105	3
1900.93914	634.65533	3	40.4712	8.4197e+05	2	rt_miss	0.3871	4	18.29	58.5456	2;3
1585.83115	793.92542	2	106.2822	8.4388e+05	2	rt_miss	-0.3964	2	-19.25	-38.4341	2
2310.23319	771.42145	3	106.2463	8.4663e+05	2	rt_miss	-1.5210	3	17.85	-48.2889	4
811.55312	406.78381	2	69.0307	8.4831e+05	2	rt_miss	6.2113	2	1.37	6.2113	2
1418.74054	710.37506	2	134.8403	8.4999e+05	2	rt_miss	-2.2329	2	19.55	-75.9080	3
1356.67477	679.34760	2	89.3074	8.5206e+05	2	rt_miss	2.2165	2	-19.15	-38.5341	3
1232.60774	617.31317	2	83.0394	8.5343e+05	2	rt_miss	-0.5793	2	-17.61	-24.1789	2
2826.32177	707.83881	4	134.3956	8.5464e+05	2	rt_miss	-2.1134	4	-17.59	-63.2240	4
1059.56006	530.78894	2	74.7589	8.5576e+05	2	rt_miss	3.0429	2	-17.58	-18.5040	1
1687.87810	844.94574	2	137.9039	8.5614e+05	2	rt_miss	5.4422	2	14.20	-66.7447	3
1475.80963	738.91205	2	113.2170	8.5944e+05	2	rt_miss	-3.6680	2;3	17.78	-52.8449	3
1427.70449	714.86139	2	62.0011	8.6068e+05	2	rt_miss	-0.8597	2	19.58	-20.6785	3
1732.82679	578.61639	3	74.0035	8.6077e+05	2	rt_miss	-0.5605	2	19.77	26.9959	3
2981.50157	995.18030	3	138.0055	8.6202e+05	2	rt_miss	-0.3150	3	14.57	-71.4941	6
1780.91482	594.97986	3	104.0311	8.6247e+05	2	rt_miss	-0.3085	3	19.83	-65.0188	4
2214.18691	554.80432	4	34.3984	8.6249e+05	2	rt_miss	6.1804	5	15.16	89.1670	4
1542.72741	772.37170	2	35.3575	8.6757e+05	2	rt_miss	3.5114	3	-14.02	15.1055	2
1664.80797	833.41351	2	119.7049	8.6761e+05	2	rt_miss	-4.7685	2	17.08	-32.5601	2
1943.97162	973.49829	2	135.3475	8.6826e+05	2	rt_miss	4.8727	2	-18.44	-89.6432	3;4
1199.57236	400.86499	3	40.9416	8.6892e+05	2	rt_miss	0.6836	3	19.56	16.1284	3
1469.79185	735.90387	2	116.5901	8.6909e+05	2	rt_miss	4.3202	2;3	16.27	6.7374	2
1555.78554	519.60315	3	31.9152	8.7079e+05	2	rt_miss	-0.5115	3	16.18	74.8470	2
1766.84304	884.42908	2	78.0533	8.7177e+05	2	rt_miss	0.3220	2	-18.42	-15.6747	4
1304.64598	653.33173	2	43.5621	8.7276e+05	2	rt_miss	-0.6925	2	-15.73	-0.6925	2
1560.80691	781.41327	2	90.1262	8.7352e+05	2	rt_miss	-0.8188	3	-18.96	-21.5656	2;3
2343.17536	469.84314	5	42.7955	8.7424e+05	2	rt_miss	-0.3450	5	19.70	1.8698	3
1830.85705	611.29248	3	59.4940	8.7469e+05	2	rt_miss	0.9003	3	18.72	3.0134	3
1546.82025	774.42059	2	111.4833	8.7775e+05	2	rt_miss	1.6891	2	-18.21	-40.9247	2
2500.10977	834.71204	3	46.2841	8.7894e+05	2	rt_miss	0.3521	2;3	19.67	8.3148	4
1554.81544	519.27838	3	44.7618	8.8068e+05	2	rt_miss	-0.3970	3	19.41	80.8552	2
1403.65285	702.83411	2	45.5711	8.8190e+05	2	rt_miss	-1.9311	3	-19.29	3.5929	2;3
884.50797	443.26187	2	63.7467	8.8212e+05	2	rt_miss	2.2625	2	-2.62	-2.3836	2
1555.79946	778.90759	2	74.5063	8.8241e+05	2	rt_miss	0.3804	3	-19.68	52.0288	2
1984.05305	993.53784	2	119.0869	8.8324e+05	2	rt_miss	5.5105	3	-19.59	9.2490	3
1765.90711	883.96301	2	43.0932	8.8335e+05	2	rt_miss	0.3429	4	-19.62	-6.2047	3
1549.67840	775.84863	2	41.6498	8.8395e+05	2	rt_miss	-0.8000	3	-6.40	-7.4322	3
1671.92294	558.31610	3	90.8000	8.8452e+05	2	rt_miss	2.4957	3	6.50	-35.5485	3
1822.97888	912.49847	2	121.2930	8.8482e+05	2	rt_miss	3.0037	2	19.59	-53.9452	4
1086.48696	544.25232	2	94.7745	8.8513e+05	2	rt_miss	1.4618	2	14.22	-8.0000	2
1486.81438	496.61124	3	79.9070	8.8561e+05	2	rt_miss	-2.1411	2	15.55	-28.5947	2
868.57459	435.29462	2	91.7902	8.8617e+05	2	rt_miss	-3.2059	2	-1.09	-3.2059	2
1626.87296	814.44519	2	84.1829	8.8678e+05	2	rt_miss	-2.1742	3	-19.67	-23.4026	3
958.62154	480.31787	2	113.4524	8.8703e+05	2	rt_miss	31.0203	2	-18.83	31.0203	2
1771.88868	886.95111	2	52.0904	8.8729e+05	2	rt_miss	-2.4108	4	18.41	47.7344	2
1039.56621	520.79150	2	80.0617	8.8759e+05	2	rt_miss	7.1405	2	16.49	-45.7675	2
1176.60603	589.31079	2	62.0011	8.8773e+05	2	rt_miss	-0.4303	2	17.86	-3.8074	2
1618.77397	540.59637	3	30.0515	8.9034e+05	2	rt_miss	0.7660	4	18.72	15.3836	4
2560.36091	641.34924	4	90.3640	8.9062e+05	2	rt_miss	2.0693	3	18.58	22.9793	3
839.55927	420.78699	2	72.7629	8.9083e+05	2	rt_miss	-4.9889	2	6.67	78.0250	1
1358.67901	680.34766	2	32.1069	8.9156e+05	2	rt_miss	1.4343	2;3	19.27	23.4887	3
1286.68303	644.34900	2	49.8690	8.9184e+05	2	rt_miss	0.3191	2	-19.13	44.6893	2
1491.79465	498.27444	3	24.2838	8.9277e+05	2	rt_miss	11.7498	3	17.60	59.2089	2;3
1241.61278	414.87872	3	29.7647	8.9334e+05	2	rt_miss	0.4512	3	17.78	51.2370	2
1513.78487	505.60114	3	24.4029	8.9360e+05	2	rt_miss	0.9147	3	-19.65	34.9095	3
1075.60259	538.80988	2	100.0369	8.9398e+05	2	rt_miss	-0.6123	2	11.39	-67.2833	2
1135.59136	568.80353	2	113.7158	8.9541e+05	2	rt_miss	-6.4006	2	18.32	-57.0384	2
1445.81635	723.91736	2	113.8324	8.9588e+05	2	rt_miss	1.0003	2	15.35	-35.3826	3
1274.70818	638.36053	2	90.9187	8.9726e+05	2	rt_miss	1.6669	2	14.02	1.6669	2
1899.03131	950.52539	2	117.8461	8.9808e+05	2	rt_miss	-3.7722	3	14.51	26.1865	2
1985.09458	663.04187	3	76.8842	8.9835e+05	2	rt_miss	1.0935	4	-19.04	-13.6942	3
1697.86582	849.94214	2	127.6452	8.9852e+05	2	rt_miss	-0.6080	2	-17.95	-13.8959	3
1167.55941	584.78668	2	34.4222	8.9995e+05	2	rt_miss	0.7509	2	15.74	7.7112	2
1058.60841	530.30951	2	82.0915	9.0004e+05	2	rt_miss	-14.1098	2	12.30	24.8230	2
2022.03097	675.35522	3	119.8878	9.0178e+05	2	rt_miss	-0.7067	3	18.19	-47.7278	2;3
1234.69214	618.35400	2	50.6556	9.0206e+05	2	rt_miss	0.6320	2;3	15.64	26.1073	3
1614.79232	808.40149	2	67.9037	9.0233e+05	2	rt_miss	0.6383	3	16.29	-18.0258	3
1363.67319	682.84479	2	28.8044	9.0296e+05	2	rt_miss	-0.4440	3	-18.17	67.7553	2
1160.68051	581.34869	2	118.1910	9.0369e+05	2	rt_miss	0.3267	2	6.00	-58.0029	2
2265.05496	1134.03564	2	127.6923	9.0589e+05	2	rt_miss	0.6771	3	16.97	-14.1966	3;4
1581.74571	791.88055	2	52.9052	9.0665e+05	2	rt_miss	2.9314	3	-17.57	-25.0017	3
2765.39976	923.14331	3	58.3561	9.1116e+05	2	rt_miss	-2.2614	6	-19.13	-20.8483	5
1190.69107	596.35321	2	107.5240	9.1118e+05	2	rt_miss	0.8033	2	-18.91	-53.0720	2
1777.95741	593.66211	3	116.8845	9.1305e+05	2	rt_miss	1.0233	3	-18.63	-17.1155	3
1684.86068	562.62842	3	67.5770	9.1550e+05	2	rt_miss	0.6150	2;3	-18.80	-26.1878	3
1059.58119	530.79657	2	44.0583	9.1558e+05	2	rt_miss	1.1602	2	15.86	29.4057	2
1362.76597	682.39075	2	130.9572	9.1856e+05	2	rt_miss	2.2585	2	19.47	-62.9198	3
966.48445	484.25137	2	74.6454	9.1918e+05	2	rt_miss	0.5805	2	16.75	-27.6728	2
1199.58225	600.79865	2	71.2185	9.2014e+05	2	rt_miss	2.0428	1;2	-17.36	-29.5933	3
846.45209	424.23410	2	77.4690	9.2075e+05	2	rt_miss	-1.8364	2	5.01	-3.1583	2
1586.76888	794.39459	2	71.5415	9.2333e+05	2	rt_miss	0.7039	2	-19.22	47.0282	2
2058.99705	1031.01074	2	92.0815	9.2443e+05	2	rt_miss	3.0248	3	-19.60	-3.7867	3
881.44292	441.72885	2	66.2170	9.2476e+05	2	rt_miss	1.8204	1	1.94	59.5982	1
1260.65027	631.33276	2	119.5142	9.2765e+05	2	rt_miss	-0.4731	2	19.79	-58.1622	1
1753.92103	877.96985	2	114.3215	9.2894e+05	2	rt_miss	0.3564	2	19.32	-7.6472	3
1906.89574	636.97382	3	121.3413	9.2977e+05	2	rt_miss	-0.4830	3	-17.61	-5.4894	2
2408.07029	804.03290	3	61.3631	9.3018e+05	2	rt_miss	-0.3566	2	-8.25	-22.5028	4
1163.69141	582.85382	2	54.9230	9.3051e+05	2	rt_miss	0.5675	2	10.15	0.5675	2
1051.53722	526.77753	2	68.8303	9.3089e+05	2	rt_miss	-4.0039	1;2	-17.25	-31.2856	2
1025.53280	513.77423	2	46.1136	9.3207e+05	2	rt_miss	2.3927	2	-13.44	-3.9233	2
1727.94176	864.98010	2	95.2953	9.3394e+05	2	rt_miss	0.5680	2	14.99	-46.6564	3
2084.04999	696.02435	3	96.8223	9.3403e+05	2	rt_miss	-1.0159	3	17.79	36.3600	2
1639.81272	820.91132	2	88.7849	9.3463e+05	2	rt_miss	0.3705	3	-17.47	-19.9843	3
1819.95022	607.65674	3	78.4324	9.3464e+05	2	rt_miss	-0.6120	3	16.67	18.9674	2
1387.66667	463.56308	3	35.8027	9.3481e+05	2	rt_miss	-0.9165	2;3	17.16	-8.3108	2;3
1279.64485	640.82977	2	102.3114	9.3552e+05	2	rt_miss	-3.2797	2	19.19	-11.2773	2
1678.76546	840.39246	2	96.1966	9.3571e+05	2	rt_miss	-0.3456	2	-19.19	-16.2488	3
822.46735	412.24008	2	64.2475	9.3804e+05	2	rt_miss	-11.2091	2	-17.46	-26.4707	1
1323.60953	662.81439	2	76.9106	9.3826e+05	2	rt_miss	-0.6166	3	-18.81	-17.9424	2
1549.91918	775.96759	2	143.3461	9.3979e+05	2	rt_miss	0.6554	2	8.80	-31.2693	3
1204.64856	603.33209	2	137.6905	9.4131e+05	2	rt_miss	-0.8801	2	-14.67	-51.5879	2
1413.69221	707.85498	2	72.6019	9.4145e+05	2	rt_miss	-0.6863	2	-18.53	-48.7688	3
1714.84138	572.62109	3	76.1924	9.4239e+05	2	rt_miss	0.3429	3	-13.38	-15.7820	2;3
2788.35490	930.79260	3	134.1789	9.4266e+05	2	rt_miss	0.4954	3	15.88	-62.6485	4
1457.70382	486.90900	3	26.4042	9.4304e+05	2	rt_miss	-1.8739	2;3	19.17	9.4109	3
841.50215	421.75983	2	75.2420	9.4421e+05	2	rt_miss	-1.3115	2	-15.57	-26.6737	2
1847.99275	617.00537	3	50.7411	9.4523e+05	2	rt_miss	3.7441	4	19.82	3.7441	4
2598.36533	867.46692	3	84.6583	9.4546e+05	2	rt_miss	7.5410	3	10.78	-18.2890	6
1237.63766	619.82715	2	67.2897	9.4552e+05	2	rt_miss	-2.1162	2	-18.39	-13.9307	2
1080.58152	541.29889	2	42.1470	9.4595e+05	2	rt_miss	-2.5807	2	17.34	7.0936	2
1739.93053	870.97546	2	110.8282	9.4604e+05	2	rt_miss	-1.2135	3	-17.41	20.7292	3
1693.80937	847.91241	2	100.1657	9.4944e+05	2	rt_miss	0.8436	3	19.30	-33.2396	3
1109.64446	555.82996	2	40.9213	9.4992e+05	2	rt_miss	10.0443	2	-8.71	87.6905	1;2
856.53820	429.27670	2	80.8281	9.5111e+05	2	rt_miss	5.6651	2	10.60	-16.7522	2
1586.79001	794.40234	2	46.1888	9.5863e+05	2	rt_miss	-0.4018	2	18.41	49.4332	2;3
2102.92400	1052.97266	2	61.9639	9.5877e+05	2	rt_miss	-13.6637	3;4	-3.32	-16.0131	5
1155.51965	578.76807	2	70.4818	9.5960e+05	2	rt_miss	-9.5927	2	-7.89	40.3155	2
1420.70270	711.35999	2	136.2439	9.6108e+05	2	rt_miss	-0.9310	2;3	17.03	-37.3979	2
1881.95445	628.32471	3	55.6613	9.6183e+05	2	rt_miss	0.9346	3	18.70	34.7188	3
863.45012	432.73166	2	62.3539	9.6218e+05	2	rt_miss	3.0707	2	17.40	77.6139	1
1612.86720	538.62976	3	68.0213	9.6325e+05	2	rt_miss	-3.0560	2;3	19.92	55.7471	2
3281.66805	1095.23071	3	132.5505	9.6327e+05	2	rt_miss	-3.3826	4	12.97	-71.7616	3
1630.94064	544.65417	3	46.3843	9.6442e+05	2	rt_miss	2.7908	2	15.18	12.1142	4
1061.58694	531.80103	2	102.6758	9.6470e+05	2	rt_miss	3.2100	2	-13.43	-52.3596	1;2
1664.92499	417.23868	4	73.3132	9.6550e+05	2	rt_miss	1.8657	3;4	17.69	61.0824	2
1148.63423	575.32501	2	103.4028	9.6552e+05	2	rt_miss	0.4200	2	10.33	-3.3944	2
1286.65067	644.33344	2	128.3928	9.6634e+05	2	rt_miss	-31.9694	2	-19.21	-93.3272	2
1651.82780	826.92291	2	24.1149	9.6797e+05	2	rt_miss	2.9904	4	18.98	60.1623	3
1097.64446	549.83014	2	83.5088	9.6844e+05	2	rt_miss	-8.5713	2	12.05	-17.6953	2
1193.58629	597.80139	2	103.9940	9.6935e+05	2	rt_miss	8.2400	2	17.69	-43.7382	2
1019.60153	510.80801	2	75.9261	9.7318e+05	2	rt_miss	3.9809	2	1.81	14.2758	1
2861.37193	955.13440	3	123.8179	9.7321e+05	2	rt_miss	-0.3144	2;3	15.74	-74.0949	6
2715.27495	906.43121	3	69.2634	9.7639e+05	2	rt_miss	-3.2048	5	-19.70	70.1977	3
1474.69083	492.57095	3	44.7149	9.7712e+05	2	rt_miss	-0.4848	2;3	18.75	53.8981	2
913.52328	457.76929	2	49.2245	9.7719e+05	2	rt_miss	-0.4410	2	-19.04	75.8998	2
926.40238	464.20908	2	43.4608	9.7777e+05	2	rt_miss	2.4138	2	-2.69	2.9049	1
1034.56481	518.28979	2	85.9714	9.8019e+05	2	rt_miss	3.8749	1	-19.01	45.3892	2
1611.82165	806.91949	2	98.6279	9.8168e+05	2	rt_miss	1.9258	2	-19.02	-74.7016	3;4
1994.95672	499.99777	4	31.7362	9.8189e+05	2	rt_miss	5.3537	3	-17.72	110.3427	2
1474.77799	738.39276	2	98.1602	9.8322e+05	2	rt_miss	-0.4373	2	19.08	-43.5328	2
882.59024	442.30307	2	81.6877	9.8467e+05	2	rt_miss	-4.8271	2	-0.48	-4.8271	2
1854.82741	928.42358	2	89.5141	9.8505e+05	2	rt_miss	1.5559	3	18.36	1.9900	3
2015.01711	1009.01874	2	82.9057	9.8684e+05	2	rt_miss	-0.3899	4	-19.93	-38.5826	3
3326.66839	1110.23047	3	124.9757	9.9071e+05	2	rt_miss	-8.7148	4;6	9.83	11.8347	3
2015.00855	505.01117	4	29.4717	9.9123e+05	2	rt_miss	0.3202	5	-17.83	81.2103	2
834.44872	418.23260	2	68.9688	9.9193e+05	2	rt_miss	-3.0661	2	14.36	-18.9695	1;2
1492.75957	747.38824	2	134.9952	9.9342e+05	2	rt_miss	5.8878	2	19.04	-107.0917	3
1379.78129	690.89880	2	110.5556	9.9369e+05	2	rt_miss	-1.6768	3	19.33	22.4856	2
1434.66606	479.22964	3	31.6756	9.9383e+05	2	rt_miss	0.7697	3	-16.73	39.7497	2
2086.06948	696.70032	3	119.5687	9.9507e+05	2	rt_miss	-0.4818	2;3	-19.58	-3.6156	2;3
1135.56621	568.79095	2	101.5702	9.9641e+05	2	rt_miss	2.3220	2	-17.15	-9.7800	2
4193.01489	1049.76453	4	64.4810	9.9666e+05	2	rt_miss	-8.9645	6	-15.70	42.8576	4
819.48544	410.75040	2	52.2700	9.9677e+05	2	rt_miss	-5.4162	2	-0.59	5.4607	2
884.50797	443.26169	2	35.3117	9.9733e+05	2	rt_miss	6.3296	2	-2.62	26.0514	2
1220.64010	611.32812	2	104.4483	1.0001e+06	2	rt_miss	4.5903	2	19.52	-62.0683	3
1104.63317	553.32422	2	56.0506	1.0013e+06	2	rt_miss	-3.4679	2	11.75	-9.5663	2
891.50004	446.75699	2	89.1443	1.0021e+06	2	rt_miss	7.6174	2	8.55	-15.7569	2
1483.81471	742.91626	2	136.7423	1.0024e+06	2	rt_miss	7.0105	2	17.08	-72.2724	2
1622.78280	812.40045	2	70.6466	1.0034e+06	2	rt_miss	1.9256	2;3	-17.90	38.4093	2
1230.67544	616.34412	2	80.0617	1.0050e+06	2	rt_miss	0.3750	1;2	18.80	-15.3231	2
1378.68025	690.34894	2	78.2354	1.0052e+06	2	rt_miss	0.8076	3	-18.76	74.5623	2
1528.84607	510.62286	3	53.5396	1.0056e+06	2	rt_miss	2.7956	3	11.05	51.3313	3
1549.74715	775.88281	2	71.8223	1.0072e+06	2	rt_miss	0.6261	2;3	-18.82	-27.7776	2
1179.61355	590.81604	2	78.0310	1.0098e+06	2	rt_miss	-1.0869	2	-16.66	-17.3212	2
1417.72754	709.87140	2	114.9958	1.0109e+06	2	rt_miss	0.6459	3	19.61	-11.2571	2
889.53068	445.77203	2	83.2274	1.0123e+06	2	rt_miss	-2.0374	2	-13.32	-10.7419	2
1228.59104	615.30426	2	111.9035	1.0136e+06	2	rt_miss	0.4530	2	-17.13	-62.9927	3
844.46543	423.24026	2	28.5052	1.0138e+06	2	rt_miss	8.2275	2	-13.87	18.8624	1
850.46226	426.23877	2	74.4729	1.0151e+06	2	rt_miss	1.0283	2	14.27	-22.5745	2
1075.60259	538.80957	2	46.9912	1.0155e+06	2	rt_miss	-3.2855	2	11.39	-14.2376	2
1214.65067	608.33331	2	63.0999	1.0157e+06	2	rt_miss	-0.6408	2	19.25	18.5878	2
1458.66671	730.34277	2	103.7833	1.0159e+06	2	rt_miss	0.3693	2	-19.75	-68.2958	3
2237.11103	747.04730	3	123.7510	1.0161e+06	2	rt_miss	-3.2729	3	19.24	-3.2729	3
1108.55868	555.28680	2	59.0655	1.0170e+06	2	rt_miss	-1.0128	2	17.63	14.1958	2
1377.68884	689.85309	2	74.4729	1.0187e+06	2	rt_miss	0.3184	2	-19.14	6.5784	1;2
1964.90756	983.46045	2	64.5714	1.0188e+06	2	rt_miss	1.8682	4	-17.93	-26.9995	4
1878.96871	940.49164	2	116.1548	1.0195e+06	2	rt_miss	4.8806	2	-19.82	-75.3643	4
2498.22890	834.08594	3	82.5158	1.0195e+06	2	rt_miss	0.3985	3	-16.86	-25.8261	4
1711.71078	571.57843	3	24.9133	1.0218e+06	2	rt_miss	0.4252	3	-5.20	88.2246	2
1501.88681	501.63663	3	69.5018	1.0218e+06	2	rt_miss	33.9010	2;3	2.34	43.5051	2;3
1257.64658	629.83130	2	34.4222	1.0220e+06	2	rt_miss	-0.4364	2	16.06	81.4420	2
2207.06473	737.03113	3	115.9914	1.0230e+06	2	rt_miss	2.7317	2;3	17.92	-33.7255	3;4
913.49813	457.75620	2	40.7682	1.0230e+06	2	rt_miss	-3.8278	2	9.97	82.0085	1;2
964.49779	483.25531	2	50.6346	1.0233e+06	2	rt_miss	2.0744	2	14.47	-6.1943	2
1502.73000	501.91879	3	41.2163	1.0251e+06	2	rt_miss	-2.4733	3	-19.48	32.7872	2
1296.75138	649.38336	2	68.3403	1.0254e+06	2	rt_miss	6.9017	3	-19.26	10.6680	2
812.47560	407.24500	2	47.9792	1.0257e+06	2	rt_miss	4.6493	2	-18.08	4.6493	2
1153.60914	577.81213	2	42.0133	1.0268e+06	2	rt_miss	1.0799	2	15.98	20.0659	1;2
828.47052	415.24234	2	47.8265	1.0279e+06	2	rt_miss	-0.6290	2	-0.40	-4.1505	2
1949.04427	651.02277	3	71.9008	1.0292e+06	2	rt_miss	-2.6152	4	-17.60	-12.2918	3
2079.95716	694.66125	3	92.7206	1.0296e+06	2	rt_miss	-0.5014	3	-15.99	36.6095	3
1289.63257	645.82501	2	98.6279	1.0299e+06	2	rt_miss	-1.5716	2	-18.67	-13.1179	2
1519.83584	760.92737	2	106.0568	1.0308e+06	2	rt_miss	2.3200	3	8.35	-35.6714	2;3
1551.69539	776.85779	2	67.4370	1.0325e+06	2	rt_miss	0.4246	3	19.09	-9.5935	2
1367.69413	684.85632	2	109.3891	1.0347e+06	2	rt_miss	6.9350	2	17.27	-53.8986	2
2708.39559	678.35901	4	82.9613	1.0347e+06	2	rt_miss	-0.4455	3;5	15.56	-41.5054	6
1799.88360	600.96857	3	52.2154	1.0352e+06	2	rt_miss	-0.6744	3	-19.65	64.2201	2
1579.75905	790.88721	2	56.2733	1.0352e+06	2	rt_miss	-0.3763	3	-16.99	4.1866	2
1918.98225	961.00201	2	128.8657	1.0354e+06	2	rt_miss	5.4965	3	18.96	-52.9210	3
1546.78520	774.40228	2	38.9629	1.0359e+06	2	rt_miss	-0.9574	3	19.33	60.1121	2
1572.83003	787.42401	2	128.3842	1.0371e+06	2	rt_miss	1.4855	2	15.77	-11.1562	2
2105.05417	1054.03784	2	91.5437	1.0375e+06	2	rt_miss	-1.7470	3	-14.76	-40.0472	3
1678.76546	840.39203	2	96.4916	1.0375e+06	2	rt_miss	-0.6406	2	-19.19	-16.5438	3
1224.67140	613.34381	2	122.7495	1.0385e+06	2	rt_miss	-1.9086	2	18.82	-89.1391	3
1076.59784	539.30652	2	74.3107	1.0407e+06	2	rt_miss	-9.1372	2	-17.31	65.0552	2
1567.77384	784.89581	2	132.5295	1.0447e+06	2	rt_miss	-0.4962	2	-16.86	-15.7760	3
