Refined Monoisotopic Mass	Charge	Apex RT	Summed Intensity	Decon Score	Num Candidate Masses	Detector Mono Mass
1730.76261	2	62.3786	8.2734e7	8.9247e-1	1	3461.52522
2026.11849	3	113.7021	8.2713e7	6.5987e-1	1	2027.12185
2903.16993	4	129.7237	8.2709e7	8.5361e-1	1	2903.16993
3341.58699	4	42.7202	8.2708e7	9.1164e-1	1	3342.59034
835.42282	2	60.2558	8.2708e7	9.0602e-1	1	1670.84565
2669.12989	4	23.8008	8.2702e7	9.7340e-1	1	2669.12989
1279.66550	2	26.3869	8.2692e7	7.2668e-1	1	1279.66550
797.44127	1	51.6583	8.2688e7	9.9290e-1	1	797.44127
1141.58884	2	52.1857	8.2687e7	7.1097e-1	1	1141.58884
3190.43465	3	138.3038	8.2686e7	5.6793e-1	1	3190.43465
770.49138	1	51.1211	8.2684e7	9.5713e-1	1	770.49138
1834.93015	2	57.7307	8.2678e7	9.0804e-1	1	1834.93015
936.49326	2	70.2826	8.2677e7	9.1875e-1	1	936.49326
2907.92205	5	37.1098	8.2661e7	1.1014e-1	1	2907.92205
2633.17403	3	114.0973	8.2661e7	5.4979e-1	1	2633.17403
1267.65038	3	44.3439	8.2656e7	8.7801e-1	1	1267.65038
1086.61173	2	91.3409	8.2656e7	5.4133e-1	1	1085.60837
1391.77749	3	44.5692	8.2653e7	2.2374e-1	1	1391.77749
1777.01911	4	43.9050	8.2653e7	1.7432e-2	1	1777.01911
1319.67436	1	102.9245	8.2651e7	9.9973e-1	1	1319.67436
2066.84066	3	80.9472	8.2642e7	3.4016e-1	1	2065.83730
1541.74160	3	54.5260	8.2641e7	6.7205e-1	1	1541.74160
2392.79098	5	66.4817	8.2639e7	6.6544e-1	1	2392.79098
2266.97720	3	135.9494	8.2636e7	9.1387e-1	1	2266.97720
1218.72103	3	64.2475	8.2635e7	9.7932e-1	1	1218.72103
2045.15909	2	91.0514	8.2635e7	8.7534e-1	1	2045.15909
1217.64144	3	25.3608	8.2633e7	8.5834e-1	1	1217.64144
1006.49925	1	55.0450	8.2625e7	9.9684e-1	1	1006.49925
973.56327	2	46.7190	8.2625e7	8.2738e-1	1	973.56327
891.54319	2	59.6090	8.2624e7	9.7471e-1	1	1783.08637
1898.94852	2	109.0783	8.2624e7	9.3679e-1	1	1898.94852
1563.85360	3	32.9572	8.2619e7	5.3189e-1	1	1563.85360
820.44400	2	60.8582	8.2617e7	9.5164e-1	1	1640.88801
886.40990	1	54.1919	8.2616e7	9.5579e-1	1	1772.81980
2146.12136	3	132.5505	8.2616e7	4.6958e-1	1	2146.12136
2773.42232	3	76.8137	8.2615e7	8.9582e-1	1	2772.41897
2422.27755	3	103.8922	8.2612e7	5.8576e-1	1	2422.27755
1587.87893	3	92.5348	8.2607e7	9.7877e-1	1	1588.88228
4239.77820	5	34.4420	8.2606e7	5.1033e-1	1	4239.77820
1337.63071	2	89.4361	8.2601e7	7.1089e-1	1	1337.63071
738.43498	1	32.8190	8.2600e7	8.7939e-1	1	1476.86997
1352.73569	2	52.2154	8.2596e7	7.6628e-1	1	1352.73569
1931.85605	2	95.3138	8.2596e7	9.9176e-1	1	1930.85270
976.52305	2	57.9574	8.2588e7	5.9843e-1	1	977.52640
1870.83729	4	46.2433	8.2588e7	8.2145e-1	1	1870.83729
2366.11855	3	78.0310	8.2585e7	6.5256e-1	1	2366.11855
1739.01142	4	47.2947	8.2579e7	3.5702e-1	1	1737.00471
1129.68735	2	114.9649	8.2574e7	9.4213e-1	1	1129.68735
1042.60430	1	59.2247	8.2574e7	9.6998e-1	1	1042.60430
1421.72800	2	48.7921	8.2572e7	9.7833e-1	1	1421.72800
1317.64792	2	40.4922	8.2568e7	8.0147e-1	1	1317.64792
3739.91246	6	85.8701	8.2564e7	6.4263e-1	1	3740.91582
1845.97817	3	99.9377	8.2562e7	7.1291e-1	1	1846.98153
536.33226	1	156.4098	8.2561e7	9.5565e-1	1	536.33226
1676.87380	3	58.6257	8.2560e7	6.1010e-1	1	1676.87380
3081.68956	6	38.7244	8.2555e7	1.5025e-1	1	3081.68956
2088.85183	3	137.6620	8.2552e7	9.3371e-1	1	2088.85183
2182.16915	3	133.7593	8.2547e7	9.5461e-1	1	2182.16915
2196.04585	4	134.7387	8.2546e7	8.5625e-1	1	2195.04249
1465.68174	2	67.4951	8.2543e7	5.1709e-1	1	1465.68174
2309.10574	3	67.8295	8.2541e7	7.0911e-1	1	2309.10574
1598.85421	3	51.6113	8.2537e7	9.7698e-1	1	1598.85421
1335.71616	2	48.7550	8.2529e7	4.3737e-1	1	1335.71616
1355.50595	2	80.0951	8.2522e7	9.3527e-1	1	1355.50595
1196.56247	2	41.7747	8.2522e7	8.8731e-1	1	1196.56247
1668.90804	3	54.4075	8.2520e7	3.7946e-1	1	1669.91140
1307.72326	3	43.6760	8.2519e7	8.3378e-1	1	1308.72661
1116.65732	2	131.8477	8.2519e7	9.3091e-1	1	1116.65732
657.48290	1	156.3049	8.2518e7	9.7750e-1	1	657.48290
1079.56125	2	64.2475	8.2517e7	9.7172e-1	1	1079.56125
635.42558	1	155.7912	8.2516e7	9.9620e-1	1	635.42558
1405.71396	2	127.1524	8.2512e7	9.4857e-1	1	1405.71396
2028.81667	3	74.2115	8.2510e7	6.7352e-1	1	2028.81667
1296.75864	2	76.3755	8.2506e7	9.4557e-1	1	1296.75864
406.29366	1	159.4792	8.2504e7	9.0454e-1	1	406.29366
1413.75278	2	94.2550	8.2500e7	9.1637e-1	1	1413.75278
1040.50498	2	66.9930	8.2498e7	4.6547e-1	1	1040.50498
3124.53783	5	61.3631	8.2497e7	4.6842e-1	1	3122.53112
1572.69980	2	85.3787	8.2491e7	4.0633e-1	1	1572.69980
1025.60263	2	45.1466	8.2485e7	7.9292e-1	1	1025.60263
1344.68015	2	36.9404	8.2485e7	4.1104e-1	1	1344.68015
1997.03434	2	119.9249	8.2485e7	7.0527e-1	1	1997.03434
1942.97274	3	96.1236	8.2481e7	8.8453e-1	1	1941.96938
2620.36799	4	93.5846	8.2480e7	7.5923e-1	1	2621.37135
1761.04963	4	58.8605	8.2474e7	6.4228e-1	1	1761.04963
1648.77109	2	82.4601	8.2465e7	3.3435e-1	1	1648.77109
1227.65740	3	34.1744	8.2462e7	6.7924e-1	1	1227.65740
1917.01346	2	100.0195	8.2461e7	5.3721e-1	1	1917.01346
1694.82699	3	42.8943	8.2456e7	1.6630e-2	1	1695.83034
1756.80149	2	40.4131	8.2455e7	9.8504e-1	1	1756.80149
3729.79751	3	80.6358	8.2454e7	9.5238e-1	1	3729.79751
848.43802	2	45.4697	8.2453e7	9.6512e-1	1	1696.87605
4584.32085	6	40.9416	8.2450e7	5.9178e-1	1	4584.32085
915.43089	1	54.9577	8.2449e7	8.8338e-1	1	1830.86179
1688.90583	4	44.7297	8.2448e7	6.3057e-1	1	1688.90583
1706.85434	2	107.3386	8.2445e7	9.1264e-1	1	1706.85434
2586.43879	4	108.4807	8.2441e7	5.4893e-2	1	2587.44215
1358.62619	2	95.9340	8.2437e7	9.5113e-1	1	1358.62619
2744.14358	3	77.0546	8.2434e7	8.5187e-1	1	2743.14022
1102.57793	1	103.5195	8.2430e7	9.5735e-1	1	1102.57793
2022.03403	2	115.0911	8.2426e7	2.0983e-1	1	2021.03068
1318.64682	2	65.5399	8.2423e7	6.8177e-1	1	1318.64682
1587.86533	2	131.8650	8.2421e7	9.4445e-1	1	1587.86533
906.41056	2	43.8034	8.2420e7	8.7310e-1	1	1812.82111
1540.75901	2	46.8081	8.2418e7	9.4511e-1	1	1540.75901
1098.53794	2	41.8341	8.2418e7	5.2607e-1	1	1098.53794
624.38567	1	151.0953	8.2412e7	9.5363e-1	1	624.38567
2238.87820	3	106.7771	8.2410e7	4.8951e-1	1	2238.87820
2846.35090	4	103.9059	8.2397e7	6.6932e-1	1	2847.35426
1114.59922	2	43.9717	8.2392e7	3.1342e-1	1	1114.59922
2338.18472	3	120.6590	8.2387e7	9.5672e-1	1	2338.18472
1440.76181	2	75.0513	8.2385e7	9.5853e-1	1	1440.76181
1321.64287	3	54.9366	8.2383e7	4.6225e-1	1	1321.64287
1255.60459	2	47.9041	8.2370e7	5.4895e-1	1	1255.60459
2476.19088	3	102.7290	8.2367e7	9.6397e-1	1	2475.18752
2015.94668	3	70.7696	8.2351e7	7.0610e-2	1	2014.94332
1392.60741	3	47.8533	8.2351e7	2.5448e-1	1	1392.60741
1700.96259	4	59.8702	8.2351e7	1.6106e-1	1	1700.96259
1463.66891	3	56.4789	8.2346e7	6.3275e-1	1	1463.66891
1052.56357	2	33.2508	8.2339e7	7.9328e-1	1	1052.56357
2478.16921	3	71.8223	8.2336e7	4.2762e-1	1	2478.16921
1612.87180	2	121.6247	8.2332e7	8.9838e-1	1	1612.87180
2429.31837	4	106.1572	8.2331e7	1.5665e-1	1	2429.31837
1319.67325	2	48.1162	8.2324e7	9.3534e-1	1	1320.67661
1600.75239	4	29.7647	8.2316e7	9.5495e-1	1	1600.75239
1274.62845	2	84.1097	8.2313e7	8.4708e-1	1	1275.63181
2039.98539	2	108.2926	8.2312e7	9.8554e-1	1	2039.98539
2530.21863	4	70.1538	8.2312e7	8.1316e-1	1	2528.21192
2165.97616	3	38.4943	8.2303e7	8.1190e-1	1	2164.97280
1930.93540	2	98.1602	8.2295e7	9.7701e-1	1	1929.93204
2771.32119	3	116.7535	8.2293e7	5.2294e-1	1	2773.32790
690.45714	1	147.7598	8.2291e7	9.9516e-1	1	1380.91428
936.49967	2	144.6638	8.2290e7	9.6194e-1	1	936.49967
2394.13589	3	132.1274	8.2277e7	9.3641e-1	1	2394.13589
2582.31336	4	78.7557	8.2276e7	2.8145e-1	1	2580.30665
1737.94455	2	55.9292	8.2274e7	9.0543e-1	1	1737.94455
1977.04017	4	45.4351	8.2274e7	6.9192e-1	1	1977.04017
1539.77756	2	140.9066	8.2271e7	9.5382e-1	1	1539.77756
1201.54490	2	89.2382	8.2269e7	7.4807e-1	1	1201.54490
2489.00118	3	91.7902	8.2267e7	8.4702e-1	1	2489.00118
1572.87571	2	142.6115	8.2264e7	9.5859e-1	1	1572.87571
1959.95017	2	93.9006	8.2264e7	7.8110e-1	1	1958.94681
1415.68943	2	101.5343	8.2257e7	2.4505e-1	1	1415.68943
979.49828	1	64.3649	8.2250e7	9.7292e-1	1	979.49828
1177.56443	2	65.9511	8.2246e7	9.7331e-2	1	1177.56443
1212.48911	2	62.1051	8.2241e7	7.4852e-1	1	1212.48911
2211.09389	3	104.1216	8.2240e7	7.8914e-1	1	2210.09054
1717.69387	3	54.4963	8.2238e7	6.3503e-1	1	1717.69387
1483.79233	2	85.9986	8.2237e7	6.5863e-1	1	1483.79233
513.75640	1	36.0139	8.2235e7	2.7015e-1	1	513.75640
2253.95382	3	86.6369	8.2235e7	6.0624e-1	1	2253.95382
1901.98664	4	29.6162	8.2233e7	8.4581e-1	1	1900.98329
2021.00020	3	50.3903	8.2228e7	9.0191e-1	1	4039.99370
1772.92331	2	97.8865	8.2225e7	8.6791e-1	1	1772.92331
1467.75138	2	113.7158	8.2224e7	6.3487e-1	1	1468.75473
1330.74853	3	72.7852	8.2222e7	9.2395e-1	1	1330.74853
1442.73178	2	56.2464	8.2222e7	9.1732e-1	1	1442.73178
1889.92110	3	60.5302	8.2216e7	3.1989e-1	1	1889.92110
1813.88137	3	55.2010	8.2215e7	7.6329e-1	1	1813.88137
1484.79880	2	90.9361	8.2209e7	5.8340e-2	1	1484.79880
2001.90145	3	110.4626	8.2207e7	7.9748e-1	1	2001.90145
1805.87844	3	98.2186	8.2206e7	2.6405e-1	1	1806.88180
1604.81704	3	83.5546	8.2205e7	9.7298e-1	1	1604.81704
1603.86411	2	133.5204	8.2203e7	9.4943e-1	1	1603.86411
1483.66416	2	42.8943	8.2198e7	9.7827e-1	1	2966.32496
1755.91196	2	106.3899	8.2197e7	8.2085e-1	1	1755.91196
1725.90450	3	83.8100	8.2197e7	7.8531e-1	1	1725.90450
1837.90645	3	99.2758	8.2196e7	6.4249e-1	1	1837.90645
1230.67698	2	78.0310	8.2193e7	7.5820e-1	1	1230.67698
1221.58750	2	90.8334	8.2187e7	1.4032e-1	1	1221.58750
2001.96255	3	51.0138	8.2181e7	7.0827e-1	1	2000.95919
3571.35321	5	94.6042	8.2166e7	3.1181e-1	1	3571.35321
1395.64817	2	26.3034	8.2165e7	9.7095e-1	1	1395.64817
1222.73984	2	93.3216	8.2161e7	4.7280e-1	1	1222.73984
1357.74033	2	40.9751	8.2160e7	9.6062e-1	1	1357.74033
2476.22116	3	123.6533	8.2152e7	3.0424e-1	1	2479.23122
1266.63231	3	36.3951	8.2151e7	9.8950e-1	1	1266.63231
983.61344	2	50.4384	8.2151e7	5.5959e-1	1	983.61344
1413.78855	2	126.3323	8.2137e7	9.5610e-1	1	1413.78855
2512.39114	3	114.0973	8.2137e7	6.8650e-1	1	2513.39449
1479.76584	2	70.1327	8.2135e7	9.3093e-1	1	1479.76584
1222.64806	3	35.8978	8.2134e7	8.6943e-1	1	1223.65142
1174.56797	2	43.3855	8.2132e7	2.5298e-1	1	1174.56797
2225.11295	2	128.8211	8.2132e7	9.4303e-1	1	2225.11295
2016.95502	4	105.2490	8.2130e7	9.3899e-1	1	2015.95167
2588.38444	2	131.3433	8.2129e7	9.4102e-1	1	2588.38444
1762.79311	3	35.9619	8.2126e7	8.6012e-1	1	1762.79311
1232.59392	1	52.8968	8.2123e7	9.9998e-1	1	1232.59392
1137.58603	2	59.6090	8.2120e7	6.1136e-1	1	1137.58603
1837.04157	4	78.4324	8.2118e7	5.4361e-1	1	1837.04157
1938.97500	3	134.6433	8.2114e7	8.7084e-1	1	1937.97164
1776.94050	4	54.2935	8.2113e7	5.3743e-1	1	1776.94050
1405.76913	3	66.3457	8.2107e7	9.0513e-1	1	1405.76913
2071.01058	3	105.9379	8.2106e7	5.8535e-1	1	2071.01058
1484.73025	3	31.6991	8.2103e7	5.4869e-1	1	1484.73025
1459.75329	3	33.8807	8.2101e7	9.4064e-1	1	1459.75329
1412.82665	3	50.0584	8.2101e7	9.3005e-1	1	1412.82665
1555.67519	3	76.5353	8.2100e7	8.5322e-1	1	1555.67519
1288.59575	1	43.2769	8.2093e7	9.9749e-1	1	1288.59575
1148.48435	2	84.8766	8.2091e7	5.0127e-2	1	1148.48435
1554.71042	2	133.5649	8.2089e7	3.3625e-1	1	1554.71042
1364.67051	2	27.8519	8.2089e7	9.7325e-1	1	1364.67051
1089.59812	2	95.0171	8.2087e7	8.9592e-1	1	1089.59812
1425.75449	2	96.8954	8.2087e7	9.3030e-1	1	1425.75449
1467.72312	2	41.8600	8.2080e7	8.5619e-1	1	1467.72312
2168.14358	3	99.7926	8.2076e7	8.9541e-1	1	2167.14022
1597.79990	2	65.9337	8.2072e7	8.9040e-1	1	1597.79990
3921.01111	5	116.9973	8.2068e7	6.6302e-1	1	3921.01111
1238.53757	2	82.3117	8.2068e7	3.8264e-1	1	1238.53757
2375.13119	3	87.0370	8.2067e7	9.6237e-1	1	2375.13119
918.47464	2	67.4951	8.2062e7	8.7817e-1	1	1836.94929
1806.73275	3	130.0347	8.2061e7	4.7313e-1	1	1806.73275
3614.87921	5	88.6958	8.2050e7	4.0712e-1	1	3614.87921
1722.90757	2	102.8418	8.2049e7	8.9945e-1	1	1722.90757
1899.70151	2	82.6657	8.2046e7	5.9198e-1	1	1898.69816
1299.66006	3	56.2733	8.2035e7	6.0635e-1	1	1299.66006
855.50663	2	62.7067	8.2035e7	5.2115e-1	1	855.50663
1424.68674	2	118.8988	8.2033e7	9.0580e-1	1	1424.68674
1597.85141	2	116.3600	8.2030e7	8.1189e-1	1	1597.85141
675.34740	1	152.7977	8.2025e7	9.4730e-1	1	675.34740
1489.74643	2	76.2754	8.2024e7	4.2631e-1	1	1489.74643
3469.93391	4	102.8418	8.2024e7	6.5590e-1	1	3469.93391
3778.83217	4	125.7606	8.2019e7	8.4530e-1	1	3779.83552
2415.20382	3	123.9934	8.2015e7	9.4061e-1	1	2415.20382
1258.69231	3	38.9283	8.2015e7	7.0878e-1	1	1258.69231
1500.75986	2	70.4632	8.2014e7	8.1998e-1	1	1500.75986
1148.64499	2	69.9991	8.2009e7	1.5356e-1	1	1148.64499
1546.80356	2	61.3396	8.1997e7	9.3959e-1	1	1546.80356
2230.99697	3	43.5239	8.1997e7	9.7705e-1	1	2230.99697
2476.28242	4	99.5250	8.1992e7	8.0205e-1	1	2475.27906
646.43114	1	147.9910	8.1990e7	9.8544e-1	1	646.43114
3230.46157	3	139.5417	8.1989e7	9.5845e-1	1	3231.46493
1694.76157	2	97.0117	8.1985e7	7.6620e-1	1	1694.76157
2279.08816	3	79.9478	8.1984e7	9.5180e-1	1	2279.08816
1703.81809	2	55.7504	8.1982e7	7.9350e-1	1	1703.81809
1265.80906	2	140.3801	8.1977e7	8.5039e-1	1	1265.80906
1844.90995	2	72.0196	8.1973e7	9.2135e-1	1	3689.81990
1040.58884	2	83.5881	8.1970e7	9.8376e-1	1	1040.58884
1033.52964	2	44.6814	8.1970e7	9.6277e-1	1	1033.52964
1874.06631	3	104.2539	8.1966e7	9.1823e-1	1	1873.06295
2359.23342	3	84.6063	8.1966e7	7.7508e-1	1	2359.23342
1952.94784	3	115.9914	8.1965e7	3.2579e-2	1	1952.94784
1565.85103	3	34.8244	8.1962e7	4.1400e-1	1	1564.84768
1140.58323	2	104.2539	8.1961e7	9.4628e-1	1	1140.58323
2542.18234	3	62.0147	8.1950e7	7.3441e-1	1	2542.18234
1006.47538	2	52.6137	8.1946e7	2.3342e-1	1	1006.47538
2951.49592	4	59.9671	8.1943e7	7.0103e-1	1	2952.49928
1423.76684	3	40.4551	8.1941e7	9.3517e-1	1	1423.76684
1509.80736	3	43.9717	8.1938e7	2.7220e-1	1	1509.80736
3160.43370	6	50.1770	8.1938e7	4.9289e-1	1	3160.43370
1233.56394	2	35.4578	8.1934e7	8.1968e-1	1	1233.56394
1414.62741	2	78.3580	8.1926e7	5.7275e-1	1	1414.62741
1827.12153	4	53.4740	8.1925e7	7.3620e-2	1	1827.12153
1113.58664	2	83.5546	8.1920e7	8.1034e-1	1	1113.58664
4663.27489	6	92.1522	8.1917e7	7.3421e-2	1	4664.27824
1746.86001	3	50.9487	8.1911e7	7.5744e-1	1	1746.86001
1169.50412	2	86.2200	8.1903e7	7.1319e-1	1	1169.50412
1359.69072	1	116.6210	8.1903e7	9.8575e-1	1	1359.69072
1505.74094	2	107.5808	8.1902e7	8.9375e-1	1	1505.74094
3110.49073	4	142.8488	8.1901e7	8.3746e-1	1	3110.49073
1963.95670	2	124.7320	8.1900e7	3.0529e-1	1	1963.95670
2233.08381	4	84.7180	8.1897e7	2.9186e-1	1	2234.08717
1182.51011	2	42.4123	8.1891e7	1.8500e-1	1	1182.51011
460.32311	1	155.4443	8.1884e7	9.6973e-1	1	460.32311
1728.99459	3	143.5663	8.1884e7	9.9858e-1	1	1728.99459
952.63206	2	84.0117	8.1884e7	4.2010e-3	1	953.63541
1378.73166	2	42.7832	8.1874e7	8.7051e-1	1	1378.73166
1198.55810	3	60.1881	8.1873e7	2.9578e-1	1	1198.55810
1629.86648	3	65.7148	8.1865e7	6.5958e-1	1	1630.86983
1017.56058	2	76.3459	8.1861e7	9.8107e-1	1	1017.56058
1535.71360	2	29.4717	8.1860e7	9.7568e-1	1	1535.71360
3213.60530	4	101.9337	8.1859e7	5.9577e-1	1	3214.60865
1199.62990	3	38.6390	8.1857e7	7.1264e-1	1	1199.62990
1074.68088	2	67.9817	8.1856e7	6.1189e-1	1	1074.68088
2055.97593	2	105.0053	8.1855e7	8.6425e-1	1	2054.97257
1254.60776	2	90.1622	8.1849e7	2.1671e-1	1	1254.60776
2401.12807	4	68.0523	8.1846e7	4.9975e-1	1	2403.13478
1490.68796	2	23.7039	8.1842e7	9.9269e-1	1	1490.68796
1310.64804	2	52.5742	8.1841e7	9.5783e-1	1	1310.64804
2904.39974	3	130.6636	8.1837e7	8.8687e-1	1	2904.39974
977.50987	1	102.4451	8.1836e7	9.6397e-1	1	977.50987
1936.82963	2	79.7301	8.1826e7	9.6094e-1	1	1936.82963
1570.70005	2	108.4151	8.1825e7	6.2774e-1	1	1570.70005
1668.69938	2	110.3374	8.1820e7	9.3583e-1	1	1669.70273
2208.12916	4	82.5616	8.1815e7	4.9895e-1	1	2208.12916
659.38738	1	52.8201	8.1814e7	6.1124e-3	1	659.38738
2072.03135	2	98.2879	8.1813e7	6.5509e-1	1	2071.02799
1325.70085	1	71.9453	8.1809e7	9.6179e-1	1	1325.70085
2085.02309	3	80.3649	8.1801e7	8.7319e-1	1	2085.02309
1177.57553	2	40.6692	8.1795e7	8.6810e-1	1	1177.57553
1826.92214	3	48.0655	8.1795e7	4.0983e-1	1	1826.92214
1790.85483	2	59.1444	8.1793e7	8.6973e-1	1	1790.85483
3109.48672	3	139.9987	8.1792e7	9.5737e-1	1	3110.49007
1830.86074	3	80.2672	8.1790e7	3.4471e-1	1	1830.86074
2782.30916	4	33.8807	8.1787e7	9.7327e-1	1	2783.31251
1313.72794	2	64.0450	8.1780e7	4.1094e-1	1	1314.73130
1576.77883	3	40.2212	8.1780e7	8.7362e-1	1	1576.77883
1487.73391	3	52.3714	8.1777e7	1.9515e-1	1	1487.73391
1559.78837	2	106.7894	8.1777e7	9.0619e-1	1	1560.79172
999.53641	2	61.9318	8.1773e7	2.0573e-1	1	999.53641
2826.32472	4	126.7493	8.1756e7	8.6702e-1	1	2826.32472
1257.65813	1	60.5846	8.1751e7	9.9868e-1	1	1257.65813
1148.54575	2	56.3476	8.1745e7	8.7483e-1	1	1148.54575
1228.71225	2	113.8324	8.1739e7	6.2113e-1	1	1228.71225
3665.82478	4	111.4201	8.1738e7	6.2420e-1	1	3665.82478
4818.32304	6	121.0626	8.1738e7	4.6956e-1	1	4818.32304
1263.49497	2	49.2679	8.1737e7	7.8583e-1	1	1263.49497
1952.98788	3	127.5572	8.1735e7	6.6988e-1	1	1951.98452
2308.12026	3	71.1234	8.1734e7	7.7528e-1	1	2308.12026
3456.99877	6	54.7945	8.1733e7	1.4274e-1	1	3458.00212
1780.79545	2	88.2502	8.1731e7	9.7324e-1	1	3561.59089
1480.72426	3	35.4961	8.1729e7	2.7510e-1	1	1480.72426
1720.98647	3	103.8339	8.1729e7	8.0567e-1	1	1720.98647
1810.96084	3	88.9760	8.1728e7	2.2526e-1	1	1810.96084
1915.07943	3	65.7148	8.1728e7	7.1209e-1	1	1915.07943
1613.73655	2	88.5546	8.1724e7	9.1186e-1	1	1613.73655
800.46415	2	73.2613	8.1713e7	9.8497e-1	1	1600.92829
1032.50486	2	39.2566	8.1713e7	3.0001e-1	1	1032.50486
1042.54343	2	40.2819	8.1712e7	8.6910e-1	1	1042.54343
1016.53238	2	63.0999	8.1711e7	8.2023e-1	1	1016.53238
1745.89670	2	110.1950	8.1708e7	9.7228e-1	1	1745.89670
1331.61594	2	52.1201	8.1698e7	9.7494e-1	1	1331.61594
3571.90971	6	59.3124	8.1692e7	4.6993e-1	1	3569.90300
1706.72494	3	90.7454	8.1687e7	7.5428e-1	1	1706.72494
1498.66880	2	48.4744	8.1683e7	8.4883e-1	1	1498.66880
3203.47535	4	139.6088	8.1678e7	9.4520e-1	1	3203.47535
2174.11075	2	134.7895	8.1675e7	9.0357e-1	1	2174.11075
1177.66172	2	104.0151	8.1669e7	9.7276e-1	1	1177.66172
2666.30807	3	131.5723	8.1669e7	8.8856e-1	1	2666.30807
2167.03487	3	105.8263	8.1664e7	8.9661e-1	1	2166.03152
1754.91621	4	28.9036	8.1664e7	5.9467e-1	1	1754.91621
1480.82461	3	55.7504	8.1658e7	3.6275e-1	1	1480.82461
1693.84365	3	111.8328	8.1658e7	3.4806e-1	1	1693.84365
1087.57224	2	96.6861	8.1653e7	8.2307e-1	1	1087.57224
1241.66891	3	33.7719	8.1653e7	6.6515e-1	1	1241.66891
3706.63890	6	39.6642	8.1653e7	3.5611e-1	1	3707.64226
646.43010	1	154.0348	8.1650e7	9.9091e-1	1	646.43010
1520.73354	3	56.8544	8.1648e7	3.9328e-1	1	1520.73354
1406.72043	2	71.5774	8.1647e7	6.1701e-1	1	1406.72043
2904.46534	4	61.8068	8.1645e7	8.7787e-1	1	2904.46534
2094.03678	2	115.9531	8.1636e7	9.7483e-1	1	2094.03678
1074.58976	2	82.1064	8.1635e7	8.5029e-1	1	1075.59311
1250.67649	2	118.2021	8.1633e7	9.3995e-1	1	1250.67649
1599.03315	4	53.2279	8.1630e7	3.3002e-1	1	1599.03315
810.40622	2	41.1247	8.1626e7	9.6324e-1	1	1620.81245
1518.76763	3	68.4097	8.1620e7	9.3179e-1	1	1518.76763
3517.60579	4	54.6583	8.1620e7	6.1560e-1	1	3517.60579
721.33568	1	64.2047	8.1619e7	9.7968e-1	1	1442.67136
2729.30525	4	43.3349	8.1611e7	5.1942e-1	1	2730.30860
3570.64772	4	91.1085	8.1610e7	8.8255e-1	1	3569.64436
1697.87417	3	96.7617	8.1608e7	7.8226e-1	1	1697.87417
1572.81760	2	100.7234	8.1608e7	9.7001e-1	1	1572.81760
1394.73056	2	26.5877	8.1604e7	7.7767e-1	1	1394.73056
1652.74851	2	67.6736	8.1604e7	9.6961e-1	1	1652.74851
3038.50280	5	23.7039	8.1598e7	7.0894e-1	1	3038.50280
857.44327	2	39.8115	8.1597e7	8.9305e-1	1	1714.88654
831.38382	2	40.4922	8.1596e7	8.9087e-1	1	1662.76765
2807.30740	3	94.1051	8.1586e7	8.4741e-1	1	2808.31075
1580.70615	2	64.1638	8.1585e7	9.4130e-1	1	1580.70615
2233.10726	3	71.5415	8.1578e7	9.1166e-1	1	2233.10726
1149.66318	2	40.4551	8.1577e7	2.6712e-1	1	1149.66318
937.48906	1	49.5015	8.1576e7	5.4959e-1	1	937.48906
2018.89254	3	103.6396	8.1575e7	4.8500e-1	1	2018.89254
531.37786	1	158.9267	8.1572e7	6.0677e-1	1	531.37786
1146.65012	2	41.1247	8.1565e7	6.1366e-2	1	1146.65012
2331.09269	2	86.2533	8.1558e7	9.8434e-1	1	2331.09269
934.48771	2	46.7662	8.1553e7	8.4002e-1	1	934.48771
1461.67710	2	47.5569	8.1551e7	9.9761e-1	1	1461.67710
1734.84389	3	96.2573	8.1546e7	5.5473e-1	1	1734.84389
3630.68739	4	118.4409	8.1528e7	5.3556e-1	1	3631.69075
3463.91203	6	41.6413	8.1524e7	6.1895e-1	1	3463.91203
4708.34660	6	112.9253	8.1522e7	7.1130e-1	1	4708.34660
1421.73940	3	63.8468	8.1507e7	9.5054e-1	1	1421.73940
2201.16294	2	142.6933	8.1500e7	9.7841e-1	1	2200.15958
1312.65331	3	33.3349	8.1496e7	6.7385e-1	1	1312.65331
1774.80570	2	115.9432	8.1494e7	9.9027e-1	1	3549.61140
2002.90133	3	117.1996	8.1493e7	8.4662e-1	1	2001.89797
2336.41163	4	132.2537	8.1491e7	7.1273e-1	1	2336.41163
1086.64487	2	98.3424	8.1488e7	8.5855e-1	1	1086.64487
2971.42646	4	113.3631	8.1487e7	5.2788e-1	1	2970.42311
2359.15707	3	90.5734	8.1480e7	7.6338e-1	1	2359.15707
959.54575	2	85.1513	8.1479e7	5.6584e-1	1	959.54575
1069.65036	2	69.2362	8.1476e7	7.1846e-1	1	1069.65036
3629.82829	6	43.9050	8.1476e7	5.8466e-1	1	3629.82829
2625.43065	6	53.8027	8.1469e7	7.0867e-1	1	2625.43065
800.51548	2	103.7969	8.1462e7	9.9681e-1	1	1601.03095
2306.13303	2	132.5295	8.1460e7	9.7049e-1	1	2307.13639
1586.79049	3	44.2055	8.1460e7	1.6331e-1	1	1586.79049
1518.71818	2	73.4554	8.1460e7	9.4557e-1	1	1519.72153
