Refined Monoisotopic Mass	Charge	Apex RT	Summed Intensity	Decon Score	Num Candidate Masses	Detector Mono Mass
1379.21196	1	60.4104	4.4896e7	7.5063e-2	1	1379.21196
1716.92353	4	61.3631	4.4894e7	4.1120e-1	1	1716.92353
1648.90720	2	54.1287	4.4894e7	5.4192e-1	1	1648.90720
1689.84696	2	131.1701	4.4893e7	8.8822e-1	1	3380.69728
2509.28621	4	90.0345	4.4892e7	2.4852e-1	1	2510.28956
1612.70852	3	108.9085	4.4892e7	9.2543e-1	1	3224.41368
2420.17066	4	137.9424	4.4892e7	8.5803e-1	1	2420.17066
1142.46189	2	28.2763	4.4889e7	7.3850e-1	1	1142.46189
1902.00307	3	49.4496	4.4886e7	3.2298e-2	1	1900.99972
1401.82505	2	119.8755	4.4885e7	7.8875e-1	1	1401.82505
1479.76598	3	72.3505	4.4883e7	5.9603e-1	1	1479.76598
1767.96693	4	27.9755	4.4881e7	4.0775e-1	1	1768.97028
1712.95478	4	57.4296	4.4879e7	1.5322e-1	1	1712.95478
1273.71897	2	100.7036	4.4876e7	9.3981e-1	1	1273.71897
1559.79709	2	110.5556	4.4875e7	4.4154e-1	1	1559.79709
1326.67252	2	47.5851	4.4873e7	1.3115e-1	1	1327.67588
1241.56124	3	45.6576	4.4872e7	2.4670e-1	1	1241.56124
1936.96225	2	142.4367	4.4872e7	9.5643e-1	1	1935.95890
1477.65928	2	59.6931	4.4871e7	5.1514e-1	1	1477.65928
2969.49952	4	74.3107	4.4869e7	7.8622e-1	1	2969.49952
1045.59128	2	88.6611	4.4869e7	6.7123e-1	1	1045.59128
1869.76314	3	68.0684	4.4868e7	8.2750e-1	1	1868.75979
2793.57109	6	61.2777	4.4865e7	7.7509e-1	1	2793.57109
1571.89559	3	125.4461	4.4863e7	9.6331e-1	1	1571.89559
1330.62044	3	29.1781	4.4862e7	9.1466e-1	1	1330.62044
2954.47915	3	142.8327	4.4862e7	8.5198e-1	1	2955.48251
1112.56675	2	46.2136	4.4861e7	3.3390e-1	1	1112.56675
3555.60603	4	37.7211	4.4860e7	6.1588e-1	1	3555.60603
3531.79936	6	97.2437	4.4860e7	2.1193e-1	1	3529.79265
2157.14601	4	96.6985	4.4854e7	5.8372e-1	1	2157.14601
1578.61300	3	53.9495	4.4851e7	5.0628e-1	1	1578.61300
1936.73935	2	144.7719	4.4850e7	9.7872e-1	1	1935.73600
1062.38352	2	31.4990	4.4849e7	7.2348e-1	1	1062.38352
1862.99882	2	129.1171	4.4849e7	4.2691e-1	1	1862.99882
2307.79541	5	34.4938	4.4848e7	5.7372e-1	1	2307.79541
932.50748	2	60.3844	4.4846e7	8.9812e-1	1	932.50748
3116.61998	6	63.7752	4.4845e7	3.8341e-1	1	3118.62669
2707.33219	2	141.7370	4.4843e7	8.3954e-1	1	2707.33219
2160.14736	3	48.1988	4.4841e7	6.8935e-1	1	2159.14401
1509.69979	3	27.6231	4.4841e7	9.3499e-1	1	1509.69979
1072.62864	2	95.7767	4.4840e7	9.7540e-1	1	1072.62864
1391.68357	2	34.3140	4.4839e7	9.3237e-1	1	1391.68357
1514.74288	3	51.4073	4.4837e7	5.2561e-1	1	1514.74288
2164.10415	3	62.3106	4.4837e7	5.9565e-1	1	2164.10415
4024.88829	6	48.1026	4.4834e7	1.7475e-1	1	4025.89165
2013.16995	3	114.5209	4.4832e7	4.1168e-1	1	2013.16995
935.49710	2	60.9125	4.4831e7	7.9198e-1	1	935.49710
3649.71990	6	89.1554	4.4830e7	4.6801e-1	1	3651.72661
3767.93007	4	19.7248	4.4827e7	9.7648e-1	1	3768.93342
1796.84475	3	88.2812	4.4826e7	7.0419e-1	1	1797.84810
493.59102	1	77.1029	4.4826e7	4.3200e-1	1	493.59102
1330.62253	2	23.9574	4.4824e7	9.7396e-1	1	1330.62253
3871.11436	6	84.8308	4.4824e7	5.8926e-1	1	3870.11101
1003.48331	2	39.2751	4.4823e7	7.7833e-1	1	1003.48331
1863.99630	3	101.7215	4.4822e7	8.2656e-1	1	1863.99630
4263.14214	6	119.7566	4.4822e7	5.7616e-1	1	4263.14214
5211.34375	5	134.4303	4.4819e7	8.7911e-1	1	5210.34039
2065.01255	2	113.0452	4.4817e7	8.5320e-1	1	2064.00919
1965.12289	3	105.0979	4.4815e7	7.9383e-2	1	1965.12289
1586.77536	2	105.6926	4.4814e7	8.5677e-1	1	3172.54737
1294.66037	2	120.6590	4.4813e7	9.1694e-1	1	1294.66037
1095.54612	2	41.8686	4.4812e7	6.5589e-1	1	1095.54612
1244.60471	2	67.9817	4.4812e7	2.7983e-1	1	1244.60471
1419.76474	2	81.9018	4.4809e7	6.0584e-1	1	1419.76474
1718.95698	4	68.1179	4.4809e7	2.0237e-1	1	1718.95698
1610.62204	2	34.9370	4.4809e7	7.3845e-1	1	1610.62204
1697.83095	3	113.3940	4.4802e7	9.4262e-1	1	1697.83095
3275.42239	3	43.9384	4.4800e7	8.1774e-1	1	3276.42574
2899.49856	3	49.5100	4.4798e7	6.6732e-1	1	2899.49856
1667.90438	3	128.0663	4.4798e7	9.0676e-1	1	1667.90438
3531.59734	6	32.4305	4.4797e7	3.9739e-1	1	3531.59734
1466.70407	2	59.7117	4.4797e7	9.2630e-1	1	1466.70407
1743.02522	4	52.5322	4.4796e7	2.2229e-1	1	1743.02522
1637.84751	2	90.8706	4.4794e7	9.6801e-1	1	1637.84751
1139.53623	2	53.2279	4.4793e7	2.5352e-1	1	1139.53623
1752.87191	3	65.0892	4.4792e7	8.9509e-2	1	1752.87191
2937.37173	3	142.6115	4.4789e7	8.3054e-1	1	2937.37173
2555.27101	4	90.2810	4.4788e7	9.2450e-1	1	1278.13718
1275.62571	2	36.1932	4.4788e7	2.9529e-1	1	1275.62571
1408.65972	1	40.1505	4.4788e7	9.8089e-1	1	1408.65972
1455.77768	2	91.6008	4.4785e7	6.4551e-1	1	1455.77768
2185.15249	3	105.4435	4.4785e7	6.8677e-1	1	2185.15249
1539.74570	2	49.9993	4.4784e7	8.8112e-1	1	1539.74570
2215.09987	4	101.4686	4.4784e7	6.4705e-1	1	2219.11329
3599.77336	6	100.1657	4.4782e7	6.7347e-1	1	3599.77336
1481.62705	2	46.0470	4.4782e7	7.3656e-1	1	1481.62705
1920.98939	4	32.2625	4.4781e7	8.9745e-1	1	1920.98939
1481.73125	3	60.3585	4.4778e7	4.3580e-1	1	1481.73125
2097.88136	4	70.7696	4.4777e7	7.6539e-1	1	2097.88136
1173.05759	2	34.3551	4.4774e7	5.4453e-1	1	1173.05759
1561.81362	3	43.9050	4.4773e7	4.0689e-1	1	1561.81362
1007.39933	2	42.1470	4.4773e7	1.9167e-1	1	1007.39933
1994.84867	2	77.0136	4.4772e7	9.4864e-1	1	1994.84867
1125.53867	2	67.4370	4.4772e7	4.1997e-1	1	1125.53867
1330.66628	3	78.5823	4.4771e7	8.6256e-1	1	1331.66964
2051.09107	4	85.5100	4.4770e7	3.7109e-3	1	2051.09107
2563.68683	5	76.5353	4.4769e7	4.4754e-1	1	2563.68683
1391.57461	3	41.9379	4.4768e7	1.2796e-1	1	1391.57461
1847.03461	4	54.8983	4.4767e7	9.8198e-1	1	1847.03461
1159.59343	1	77.6372	4.4765e7	9.2805e-1	1	1159.59343
3015.43651	6	38.7244	4.4764e7	3.9240e-1	1	3015.43651
2447.96310	5	67.2897	4.4764e7	6.9192e-1	1	2447.96310
1496.76897	3	86.0283	4.4762e7	7.8735e-1	1	1496.76897
2928.45200	2	113.2417	4.4761e7	9.5720e-1	1	5853.89394
797.43279	1	58.5269	4.4760e7	9.9170e-1	1	797.43279
1383.67773	3	41.4720	4.4759e7	1.2561e-1	1	1383.67773
2909.65599	6	48.5224	4.4757e7	4.1547e-1	1	2907.64928
2120.00368	3	99.4246	4.4756e7	6.9864e-1	1	2119.00033
1679.11457	4	48.4534	4.4756e7	4.2389e-3	1	1679.11457
1448.71061	2	30.2517	4.4756e7	9.5337e-1	1	1449.71396
1821.91367	2	112.5481	4.4754e7	3.8444e-1	1	1821.91367
1433.72275	2	37.8040	4.4753e7	2.3738e-1	1	1433.72275
1309.58745	1	82.0656	4.4750e7	9.7256e-1	1	1309.58745
635.85021	1	68.9366	4.4749e7	1.5894e-1	1	635.85021
1985.90470	2	80.0951	4.4748e7	8.2259e-1	1	1985.90470
1340.71248	3	91.8770	4.4746e7	7.6720e-1	1	1340.71248
1385.55124	2	62.2104	4.4743e7	8.3055e-1	1	1385.55124
1906.89693	3	120.8583	4.4742e7	7.5027e-1	1	1905.89358
1409.64062	3	74.0220	4.4742e7	8.5497e-1	1	1409.64062
3149.66334	4	119.8012	4.4742e7	5.3993e-1	1	3149.66334
1317.57480	2	36.1932	4.4740e7	3.2691e-1	1	1317.57480
1511.90029	3	76.4734	4.4739e7	5.9663e-1	1	1510.89693
1092.47202	2	46.7190	4.4733e7	6.8364e-2	1	1092.47202
1301.70077	3	45.2731	4.4732e7	2.8560e-1	1	1301.70077
1267.61216	2	84.2772	4.4732e7	6.3891e-1	1	1267.61216
2400.25312	4	41.1990	4.4731e7	4.0874e-1	1	2399.24977
2572.16659	3	82.1979	4.4729e7	8.1195e-1	1	2572.16659
1176.73520	2	82.7734	4.4728e7	5.5324e-1	1	1176.73520
939.50553	2	82.7276	4.4727e7	7.4459e-1	1	939.50553
2655.47056	6	68.1674	4.4724e7	3.9977e-1	1	2655.47056
1433.80468	3	84.4840	4.4722e7	1.5814e-1	1	1433.80468
1532.81211	2	109.2890	4.4719e7	8.6590e-1	1	1532.81211
1944.04873	3	23.7039	4.4717e7	8.4124e-1	1	1944.04873
3052.47881	6	52.0063	4.4716e7	8.1593e-1	1	3053.48216
1279.71384	2	89.7274	4.4715e7	8.1825e-1	1	1279.71384
1507.25168	2	85.6177	4.4715e7	7.0359e-1	1	1507.25168
1008.54137	1	99.0465	4.4714e7	8.7575e-1	1	1008.54137
1289.67399	2	76.9267	4.4713e7	8.5928e-1	1	1290.67734
848.51157	2	74.0035	4.4712e7	9.0633e-1	1	1697.02314
1230.65764	1	80.5269	4.4708e7	6.4221e-1	1	1230.65764
1014.60978	2	85.4529	4.4708e7	6.5857e-2	1	1014.60978
1039.58335	2	34.2942	4.4707e7	4.8300e-1	1	1039.58335
2041.06357	2	65.4655	4.4706e7	9.5677e-1	1	2040.06022
1349.68282	3	24.4834	4.4705e7	9.3307e-1	1	1349.68282
1245.68454	2	37.8040	4.4705e7	6.8652e-1	1	1245.68454
1588.78861	2	92.5534	4.4703e7	8.6777e-1	1	1589.79197
1359.61812	3	32.0686	4.4702e7	7.4801e-1	1	1359.61812
1735.76772	3	136.7770	4.4701e7	9.2556e-1	1	3471.53545
1319.67392	2	49.4841	4.4700e7	4.4074e-1	1	1319.67392
1462.66714	3	106.3763	4.4700e7	6.5961e-1	1	1462.66714
1822.83527	4	47.6813	4.4698e7	6.1372e-1	1	1822.83527
1438.80039	2	116.5777	4.4698e7	8.9707e-1	1	1438.80039
1141.67453	2	153.9766	4.4696e7	6.9555e-1	1	1141.67453
1038.52422	1	63.2581	4.4695e7	9.9770e-1	1	1038.52422
1235.63242	2	81.4007	4.4693e7	9.8211e-1	1	1235.63242
1293.56992	2	62.5767	4.4693e7	5.6428e-1	1	1293.56992
1026.58274	2	53.4519	4.4690e7	8.9094e-1	1	1026.58274
1835.06721	4	91.3668	4.4690e7	1.3663e-1	1	1835.06721
2047.13241	3	123.8043	4.4689e7	9.1768e-1	1	2048.13577
1771.89646	2	67.9037	4.4687e7	9.0095e-1	1	1771.89646
1973.06362	3	54.4963	4.4687e7	8.8165e-1	1	1973.06362
1767.90127	3	53.9359	4.4685e7	9.6774e-1	1	1768.90462
1688.81943	2	69.4708	4.4684e7	9.4439e-1	1	1688.81943
2430.16280	3	86.6097	4.4682e7	4.2356e-1	1	2430.16280
889.49187	1	82.9613	4.4680e7	9.3083e-1	1	1778.98374
2960.57750	6	89.4051	4.4678e7	7.3018e-3	1	2962.58421
1275.75802	3	69.9456	4.4676e7	8.4928e-1	1	1275.75802
1047.57126	2	74.2821	4.4671e7	9.1839e-1	1	1047.57126
1581.63918	3	37.8040	4.4669e7	9.6431e-2	1	1581.63918
1437.77349	3	87.6034	4.4668e7	4.8236e-1	1	1437.77349
2250.15620	4	76.3941	4.4667e7	4.6806e-1	1	2249.15284
2553.74069	5	94.5583	4.4667e7	5.3508e-1	1	2553.74069
2764.39853	3	128.9659	4.4665e7	6.0086e-1	1	2766.40524
1706.83285	3	141.8870	4.4662e7	9.4477e-1	1	3413.66570
2899.16198	5	39.6506	4.4661e7	4.3821e-1	1	2899.16198
1450.75210	3	49.0664	4.4660e7	1.4083e-1	1	1450.75210
2865.46806	6	33.6339	4.4659e7	7.2385e-1	1	2866.47142
1751.02229	4	80.2464	4.4657e7	2.7799e-1	1	1751.02229
2385.21371	3	103.6396	4.4655e7	3.8769e-1	1	2385.21371
2177.03298	3	111.0570	4.4654e7	7.9742e-1	1	2176.02963
803.40012	2	79.0777	4.4649e7	8.5852e-1	1	1606.80024
1341.64670	2	74.8570	4.4649e7	1.5770e-1	1	1341.64670
2652.26370	3	91.7816	4.4647e7	6.7094e-1	1	2652.26370
1664.96076	4	48.1298	4.4646e7	7.1280e-1	1	1664.96076
1407.80910	3	61.7264	4.4645e7	6.8655e-1	1	1407.80910
833.47550	2	71.0457	4.4644e7	9.4027e-1	1	1666.95100
1776.88703	4	47.4320	4.4640e7	2.8191e-1	1	1776.88703
1598.88999	2	108.6773	4.4640e7	3.0609e-2	1	1598.88999
1223.68906	2	74.4840	4.4636e7	5.9669e-1	1	1223.68906
1865.86398	3	41.9477	4.4636e7	7.3823e-1	1	1865.86398
4343.19403	5	96.7617	4.4635e7	5.4874e-1	1	4343.19403
2042.58148	5	44.0953	4.4634e7	4.9714e-1	1	2042.58148
1067.60263	2	94.2711	4.4630e7	9.8654e-1	1	1067.60263
1063.53232	2	43.6302	4.4629e7	5.8297e-1	1	1063.53232
1523.63741	3	96.1384	4.4627e7	9.2118e-1	1	1523.63741
1069.55698	2	47.6578	4.4626e7	5.7974e-1	1	1069.55698
1309.76255	2	126.4807	4.4626e7	8.8634e-1	1	1309.76255
1166.64048	2	67.6587	4.4621e7	3.4970e-1	1	1166.64048
3968.71283	5	94.6042	4.4619e7	1.4987e-1	1	3968.71283
1328.59250	2	33.7607	4.4616e7	8.1025e-1	1	1328.59250
2428.22928	5	33.5684	4.4615e7	5.2873e-1	1	2429.23263
956.59116	2	112.4189	4.4613e7	9.4393e-1	1	956.59116
1252.55112	2	37.9363	4.4610e7	6.7420e-1	1	1252.55112
1150.55547	1	67.0698	4.4606e7	9.8015e-1	1	1150.55547
1034.57724	2	96.1236	4.4606e7	8.9891e-1	1	1034.57724
1920.98744	4	31.9671	4.4605e7	7.6507e-1	1	1920.98744
3188.54910	3	142.9370	4.4602e7	9.4196e-1	1	3189.55245
1318.62021	2	32.6660	4.4598e7	8.1879e-1	1	1318.62021
1023.58078	2	90.5734	4.4597e7	9.1639e-1	1	2046.15821
1547.78965	2	101.5058	4.4597e7	7.9276e-1	1	1547.78965
2093.99984	3	111.8713	4.4597e7	2.4063e-1	1	2093.99984
1249.58677	2	35.1731	4.4596e7	4.7731e-1	1	1249.58677
1683.84389	3	81.0017	4.4592e7	5.7087e-1	1	1683.84389
1806.77083	3	98.9549	4.4591e7	5.2674e-1	1	1806.77083
1673.89217	3	73.2613	4.4586e7	6.4674e-1	1	1674.89553
1514.78875	3	60.3585	4.4584e7	4.0203e-1	1	1514.78875
1723.84012	2	73.0073	4.4584e7	9.7031e-1	1	3447.68025
1863.90189	2	124.8939	4.4583e7	6.8137e-1	1	1863.90189
1209.62389	3	51.6757	4.4583e7	7.8103e-1	1	1209.62389
2084.04763	3	78.0086	4.4582e7	4.5759e-1	1	2083.04427
2661.27706	3	143.1695	4.4581e7	8.3887e-1	1	2661.27706
2306.13815	3	132.9012	4.4579e7	5.9544e-1	1	2306.13815
1920.88625	3	126.8722	4.4578e7	8.3865e-1	1	1920.88625
2299.11954	2	98.7965	4.4577e7	9.5012e-1	1	2299.11954
989.40287	2	69.2856	4.4577e7	8.4146e-1	1	989.40287
2474.29581	2	124.8519	4.4575e7	7.5821e-1	1	2474.29581
2164.10287	3	94.5002	4.4573e7	7.6494e-1	1	2164.10287
1340.59880	1	53.6893	4.4573e7	9.0823e-1	1	1340.59880
1226.59411	3	30.2727	4.4573e7	9.7553e-1	1	1226.59411
2882.58767	3	127.0558	4.4572e7	8.6648e-1	1	2882.58767
3261.39039	4	132.9285	4.4571e7	8.6434e-1	1	3261.39039
3448.08235	4	126.4684	4.4570e7	1.9660e-1	1	3448.08235
1835.93576	2	74.6640	4.4570e7	9.7929e-1	1	1835.93576
1662.95502	4	69.2510	4.4569e7	6.0180e-1	1	1660.94831
2452.33399	4	125.8350	4.4567e7	8.5666e-1	1	2452.33399
1496.69297	2	62.5383	4.4566e7	6.9811e-1	1	1496.69297
2149.04739	3	102.9568	4.4564e7	8.3788e-1	1	2149.04739
3638.78209	6	50.6346	4.4560e7	8.8755e-1	1	1819.89272
1990.98795	2	119.5997	4.4556e7	9.0341e-1	1	1990.98795
2603.31283	3	79.3190	4.4554e7	8.5098e-1	1	2603.31283
3438.52343	6	55.3517	4.4554e7	6.3827e-1	1	3439.52678
1849.91506	3	93.7616	4.4553e7	7.3378e-1	1	1849.91506
1544.84543	2	65.3491	4.4552e7	7.0382e-1	1	1544.84543
1429.69504	2	133.7741	4.4552e7	8.6339e-1	1	1429.69504
2023.07914	2	128.5550	4.4549e7	8.7648e-1	1	2023.07914
1557.82090	2	68.6325	4.4546e7	7.9852e-1	1	1557.82090
1427.67788	3	63.9917	4.4545e7	6.4414e-1	1	1427.67788
2186.18360	4	55.1763	4.4545e7	8.5028e-1	1	2186.18360
3312.54280	4	139.2557	4.4544e7	7.5542e-1	1	3313.54615
1696.86103	4	49.6907	4.4543e7	5.6501e-1	1	1696.86103
2976.47413	4	122.1094	4.4542e7	8.6230e-1	1	2976.47413
1478.76865	2	135.4639	4.4541e7	9.0252e-1	1	1478.76865
1340.69308	3	61.4916	4.4537e7	6.9725e-1	1	1340.69308
981.55277	2	50.6556	4.4537e7	5.6782e-1	1	982.55613
1309.71108	3	24.3037	4.4537e7	4.5546e-1	1	1309.71108
1680.71920	3	48.3138	4.4536e7	3.8635e-1	1	1680.71920
1901.79165	3	73.5296	4.4535e7	5.3686e-1	1	1901.79165
1598.98396	4	62.1361	4.4532e7	6.5103e-1	1	1598.98396
1200.67797	3	60.7667	4.4531e7	8.6616e-1	1	1201.68133
1196.52610	2	82.8142	4.4531e7	2.5713e-1	1	1196.52610
1844.91352	4	60.9125	4.4528e7	4.4713e-1	1	1844.91352
1869.83169	3	34.2485	4.4527e7	4.8766e-2	1	1869.83169
1191.56864	2	66.7120	4.4522e7	1.5706e-1	1	1190.56528
931.49796	2	31.9671	4.4521e7	1.4389e-1	1	931.49796
2602.39846	3	106.8712	4.4519e7	7.6754e-1	1	2603.40182
972.41239	2	122.0617	4.4516e7	9.9317e-1	1	972.41239
4162.79741	6	123.9811	4.4515e7	3.0661e-1	1	4162.79741
663.45671	1	146.4651	4.4514e7	9.8961e-1	1	663.45671
1597.86764	3	35.2709	4.4513e7	3.9700e-1	1	1597.86764
2280.14430	4	108.7256	4.4512e7	7.1821e-2	1	2280.14430
948.49113	2	64.9134	4.4510e7	8.7376e-1	1	949.49448
1880.86453	3	63.9025	4.4509e7	8.1668e-1	1	1880.86453
2524.29018	3	137.4961	4.4508e7	9.3121e-1	1	2524.29018
1199.63045	3	39.2566	4.4506e7	6.5874e-1	1	1199.63045
1191.67405	2	53.8916	4.4505e7	5.2863e-1	1	1191.67405
1782.91756	3	94.7423	4.4504e7	9.4221e-1	1	3565.83513
1250.61643	2	62.1361	4.4504e7	8.0601e-1	1	1250.61643
1310.66257	2	72.3381	4.4504e7	9.0015e-1	1	1310.66257
2924.35197	6	76.0649	4.4502e7	6.4817e-1	1	2924.35197
1945.89333	3	84.6583	4.4500e7	6.9967e-1	1	1945.89333
2279.11640	4	54.6583	4.4498e7	7.9052e-2	1	2278.11305
2008.95553	3	96.4421	4.4496e7	1.4997e-1	1	2007.95217
2170.11613	2	38.7591	4.4495e7	9.2114e-1	1	2170.11613
2192.05642	3	71.4079	4.4495e7	1.1051e-1	1	2191.05306
1189.63285	2	95.5156	4.4495e7	8.0291e-1	1	1190.63620
1201.62229	2	57.0378	4.4493e7	8.8606e-1	1	1201.62229
3525.86467	6	64.4810	4.4491e7	4.1869e-1	1	3525.86467
1644.78181	4	30.7149	4.4490e7	8.6974e-1	1	1644.78181
1906.91889	4	125.9391	4.4488e7	8.3791e-1	1	1905.91554
1700.88205	2	77.8018	4.4485e7	9.1077e-1	1	3400.76075
2850.60126	5	108.9196	4.4484e7	3.8361e-1	1	2851.60461
3541.95085	6	109.7621	4.4481e7	4.7540e-1	1	3541.95085
2355.04946	3	106.9306	4.4480e7	3.6815e-1	1	2355.04946
1528.91159	2	138.9250	4.4476e7	8.9933e-1	1	1528.91159
863.46488	2	87.9553	4.4472e7	9.8277e-1	1	1726.92976
1388.76865	2	97.4171	4.4468e7	6.7855e-1	1	1388.76865
5365.67174	6	103.2711	4.4466e7	3.2965e-1	1	5363.66503
3918.98311	4	94.8017	4.4464e7	4.5260e-1	1	3920.98982
1587.83663	3	59.2025	4.4459e7	3.5648e-1	1	1588.83999
1221.58921	2	44.7815	4.4458e7	7.2423e-1	1	1221.58921
2053.78751	2	82.8253	4.4457e7	5.8805e-1	1	2053.78751
1516.83872	2	142.4008	4.4457e7	8.6371e-1	1	1516.83872
4106.96112	5	142.8786	4.4453e7	9.1329e-1	1	4106.96112
732.45500	1	52.7300	4.4453e7	3.4818e-1	1	732.45500
1467.83227	3	32.1945	4.4450e7	6.7141e-1	1	1467.83227
1432.81487	3	48.6389	4.4449e7	2.0567e-1	1	1433.81823
1851.80605	3	128.5550	4.4448e7	7.0920e-1	1	1852.80941
1350.57370	2	90.1262	4.4448e7	6.9910e-1	1	1350.57370
1229.72739	2	153.6893	4.4448e7	8.6880e-1	1	1229.72739
1417.63546	3	81.0377	4.4448e7	5.0143e-2	1	1417.63546
2911.35024	3	102.3114	4.4447e7	8.8967e-1	1	2911.35024
941.55539	2	50.4469	4.4446e7	5.6263e-1	1	941.55539
1683.88117	4	23.7364	4.4442e7	9.5793e-1	1	1683.88117
1126.58916	1	65.6913	4.4442e7	9.6632e-1	1	1126.58916
3384.63302	3	101.6111	4.4441e7	8.6595e-1	1	3384.63302
2374.22579	3	110.7973	4.4439e7	6.8648e-1	1	2375.22915
2103.08677	2	136.0570	4.4437e7	9.6412e-1	1	2102.08341
2566.23171	3	122.1688	4.4432e7	3.7493e-1	1	2565.22836
2010.92928	3	57.7307	4.4431e7	8.3656e-1	1	2010.92928
1279.49057	2	35.9829	4.4430e7	4.2016e-1	1	1279.49057
1392.80782	3	55.5276	4.4429e7	7.3504e-1	1	1392.80782
1383.73020	2	95.1397	4.4427e7	8.8316e-1	1	1383.73020
1200.60190	2	79.5236	4.4427e7	9.2773e-1	1	1200.60190
947.47507	2	66.8211	4.4422e7	9.4760e-1	1	947.47507
4203.29338	6	81.8807	4.4417e7	6.0793e-1	1	4203.29338
1247.65256	2	25.0959	4.4414e7	9.8373e-1	1	623.82628
2280.02766	4	32.2291	4.4412e7	4.2791e-1	1	2281.03102
1048.51572	2	36.1115	4.4410e7	1.8226e-1	1	1048.51572
2623.25814	3	70.5066	4.4410e7	8.7551e-1	1	2623.25814
2047.07119	3	98.8300	4.4409e7	5.0173e-1	1	2047.07119
1598.86936	2	92.2873	4.4404e7	9.6044e-1	1	1598.86936
2255.17861	5	60.9385	4.4402e7	6.6512e-1	1	2254.17526
668.39128	1	52.3294	4.4401e7	8.7291e-2	1	668.39128
1027.59140	2	43.3263	4.4400e7	3.8136e-1	1	1027.59140
1259.59140	2	40.2212	4.4399e7	5.4100e-1	1	1259.59140
1271.73606	2	50.9376	4.4399e7	7.7236e-2	1	1271.73606
1932.91091	3	92.0418	4.4398e7	7.3559e-1	1	1931.90756
1385.72532	2	99.1122	4.4394e7	2.4657e-1	1	1385.72532
1275.65008	3	46.6139	4.4393e7	1.1103e-1	1	1275.65008
1168.70720	1	113.5946	4.4391e7	2.4564e-1	1	1168.70720
2271.13737	2	94.4123	4.4391e7	9.8758e-1	1	2271.13737
3158.47602	4	39.6159	4.4391e7	8.5040e-1	1	3157.47267
1727.99996	3	98.6279	4.4390e7	6.9293e-1	1	1727.99996
1764.85403	3	88.0953	4.4389e7	9.7294e-1	1	3529.70805
1222.63857	3	60.5302	4.4388e7	4.6778e-1	1	1222.63857
3591.86870	6	104.4001	4.4384e7	5.3723e-1	1	3591.86870
1397.68845	2	72.6439	4.4383e7	7.3331e-1	1	1397.68845
1607.80594	2	113.4524	4.4378e7	7.9801e-1	1	1608.80930
1053.55521	2	154.3535	4.4377e7	9.2195e-1	1	1054.55857
473.71962	1	44.9559	4.4376e7	1.4534e-1	1	473.71962
4037.66669	5	115.1369	4.4374e7	3.7405e-1	1	4037.66669
2644.43118	3	133.0412	4.4373e7	8.7320e-1	1	2644.43118
2785.37330	4	73.3874	4.4372e7	3.3663e-1	1	2785.37330
1248.54245	2	64.2475	4.4372e7	7.6427e-1	1	1248.54245
1724.92533	2	125.4461	4.4369e7	8.2069e-1	1	1725.92868
3341.66958	3	143.3461	4.4368e7	6.4107e-1	1	3342.67294
2110.16091	3	76.5353	4.4368e7	8.3560e-1	1	2110.16091
1446.69485	3	35.6925	4.4367e7	4.3771e-1	1	1446.69485
1452.59458	2	35.6567	4.4367e7	1.4131e-1	1	1452.59458
1697.86579	4	50.9487	4.4366e7	4.6163e-1	1	1697.86579
5123.47227	6	128.4412	4.4365e7	5.0221e-1	1	5121.46556
1184.54050	2	39.7695	4.4364e7	2.8804e-1	1	1184.54050
1475.80981	3	90.1076	4.4363e7	5.3819e-1	1	1475.80981
1392.73630	2	71.9156	4.4360e7	9.3705e-1	1	696.36815
2248.31930	3	108.0340	4.4360e7	2.4767e-1	1	2248.31930
1062.38511	2	70.2183	4.4358e7	8.7624e-1	1	1062.38511
1242.70821	3	30.5802	4.4358e7	9.1614e-1	1	1242.70821
1600.83889	3	82.9057	4.4356e7	9.0411e-1	1	1600.83889
2197.14259	4	71.0197	4.4356e7	8.2838e-1	1	2197.14259
1347.68345	2	93.0045	4.4356e7	1.7368e-1	1	1347.68345
1261.65610	2	121.5814	4.4354e7	9.5652e-1	1	1261.65610
494.82659	1	156.1368	4.4353e7	9.7856e-1	1	494.82659
1498.80088	2	77.2452	4.4352e7	7.9882e-1	1	1498.80088
2778.55498	6	64.3291	4.4352e7	6.1647e-1	1	2778.55498
3080.37508	3	113.3631	4.4351e7	6.8977e-1	1	3080.37508
1220.64939	2	93.6194	4.4350e7	3.6107e-1	1	1220.64939
4150.89732	6	53.8175	4.4349e7	3.6571e-1	1	4149.89397
1553.65407	3	64.1638	4.4348e7	4.8537e-1	1	1553.65407
3331.61134	4	99.8708	4.4345e7	6.2163e-1	1	3331.61134
1600.70017	2	117.1525	4.4344e7	7.5942e-1	1	1600.70017
1621.91782	2	98.7644	4.4340e7	7.7123e-1	1	1621.91782
1196.57767	2	56.7665	4.4339e7	9.4418e-1	1	1197.58103
1680.77364	3	59.3272	4.4338e7	1.6742e-1	1	1681.77700
2227.90031	2	66.8100	4.4338e7	8.5323e-1	1	2227.90031
1556.83236	3	62.9726	4.4337e7	8.0575e-3	1	1555.82900
1372.84456	3	107.1744	4.4336e7	8.0377e-1	1	1372.84456
1064.05173	2	59.9671	4.4332e7	5.2864e-1	1	1064.05173
954.55063	2	73.5296	4.4332e7	5.8519e-1	1	954.55063
