scan_index	one_based_scan	rt	mz	intensity	charge
1200	2064	7.60156	384.176252	1.5636e4	6
1200	2064	7.60156	384.177262	1.7474e4	6
1200	2064	7.60156	384.178272	1.2465e4	0
1200	2064	7.60156	384.179283	4.7784e3	0
1200	2064	7.60156	385.038535	4.4502e3	5
1200	2064	7.60156	385.039549	1.1747e4	5
1200	2064	7.60156	385.040563	2.0463e4	5
1200	2064	7.60156	385.041576	3.8356e4	5
1200	2064	7.60156	385.042590	3.1919e4	5
1200	2064	7.60156	385.043604	1.5240e4	5
1200	2064	7.60156	385.044618	6.7075e3	0
1200	2064	7.60156	385.163259	1.7775e4	0
1200	2064	7.60156	385.164274	4.4516e4	0
1200	2064	7.60156	385.165288	7.3119e4	0
1200	2064	7.60156	385.166302	7.6280e4	0
1200	2064	7.60156	385.167317	5.0561e4	0
1200	2064	7.60156	385.168331	2.5981e4	0
1200	2064	7.60156	385.169345	8.1591e3	0
1200	2064	7.60156	385.170359	3.1732e3	0
1200	2064	7.60156	385.236297	3.3233e3	0
1200	2064	7.60156	385.237311	1.0890e4	0
1200	2064	7.60156	385.238326	1.8342e4	0
1200	2064	7.60156	385.239341	2.0068e4	5
1200	2064	7.60156	385.240355	1.4901e4	5
1200	2064	7.60156	385.241370	6.9843e3	5
1200	2064	7.60156	385.256589	6.1229e3	0
1200	2064	7.60156	385.257603	1.6737e4	0
1200	2064	7.60156	385.258618	2.8064e4	0
1200	2064	7.60156	385.259633	3.1831e4	0
1200	2064	7.60156	385.260647	2.5121e4	0
1200	2064	7.60156	385.261662	1.3285e4	0
1200	2064	7.60156	385.262677	4.1488e3	0
1200	2064	7.60156	385.960694	7.0718e3	4
1200	2064	7.60156	385.961711	1.1924e4	4
1200	2064	7.60156	385.962729	1.4050e4	4
1200	2064	7.60156	385.963746	1.2388e4	4
1200	2064	7.60156	385.964764	8.1303e3	5
1200	2064	7.60156	386.019711	6.0066e3	0
1200	2064	7.60156	386.020728	3.6761e4	0
1200	2064	7.60156	386.021746	8.5497e4	0
1200	2064	7.60156	386.022764	1.3751e5	0
1200	2064	7.60156	386.023781	1.5305e5	0
1200	2064	7.60156	386.024799	1.1112e5	0
1200	2064	7.60156	386.025817	6.4836e4	0
1200	2064	7.60156	386.026834	2.5381e4	0
1200	2064	7.60156	386.027852	5.7488e3	0
1200	2064	7.60156	386.166294	5.9914e3	5
1200	2064	7.60156	386.167312	1.3257e4	0
1200	2064	7.60156	386.168331	2.0293e4	0
1200	2064	7.60156	386.169349	2.1189e4	0
1200	2064	7.60156	386.170367	1.4392e4	0
1200	2064	7.60156	386.171385	4.9114e3	0
1200	2064	7.60156	386.203971	6.2696e3	0
1200	2064	7.60156	386.204990	2.0405e4	0
1200	2064	7.60156	386.206008	3.5842e4	0
1200	2064	7.60156	386.207027	4.6577e4	0
1200	2064	7.60156	386.208045	3.7040e4	0
1200	2064	7.60156	386.209063	2.1577e4	0
1200	2064	7.60156	386.210082	8.0208e3	0
1200	2064	7.60156	386.211100	2.9159e3	4
1200	2064	7.60156	386.847371	2.6720e3	3
1200	2064	7.60156	386.848392	8.0621e3	3
1200	2064	7.60156	386.849413	1.6604e4	3
1200	2064	7.60156	386.850434	3.3579e4	3
1200	2064	7.60156	386.851455	2.4108e4	3
1200	2064	7.60156	386.852476	1.7997e4	3
1200	2064	7.60156	386.853497	9.6383e3	3
1200	2064	7.60156	386.854518	3.5867e3	3
1200	2064	7.60156	387.073095	7.4712e3	5
1200	2064	7.60156	387.074116	1.4913e4	5
1200	2064	7.60156	387.075138	1.8808e4	5
1200	2064	7.60156	387.076160	1.5689e4	5
1200	2064	7.60156	387.077182	8.0965e3	5
1200	2064	7.60156	387.142588	5.7106e3	0
1200	2064	7.60156	387.143610	1.0850e4	0
1200	2064	7.60156	387.144632	1.2806e4	0
1200	2064	7.60156	387.145654	1.0248e4	0
1200	2064	7.60156	387.146676	5.5106e3	0
1200	2064	7.60156	387.183475	8.1933e3	3
1200	2064	7.60156	387.184497	1.7394e4	3
1200	2064	7.60156	387.185519	2.2419e4	3
1200	2064	7.60156	387.186541	1.8721e4	3
1200	2064	7.60156	387.187564	9.6956e3	3
1200	2064	7.60156	387.208010	6.1948e3	0
1200	2064	7.60156	387.209032	1.1937e4	0
1200	2064	7.60156	387.210055	1.5453e4	0
1200	2064	7.60156	387.211077	1.3763e4	0
1200	2064	7.60156	387.212099	7.9459e3	0
1200	2064	7.60156	387.272426	6.1503e3	0
1200	2064	7.60156	387.273449	1.9398e4	5
1200	2064	7.60156	387.274471	3.5602e4	5
1200	2064	7.60156	387.275494	4.7254e4	5
1200	2064	7.60156	387.276517	3.6069e4	5
1200	2064	7.60156	387.277539	2.0253e4	5
1200	2064	7.60156	387.278562	5.9183e3	0
1200	2064	7.60156	388.015908	6.3205e3	0
1200	2064	7.60156	388.016934	1.4123e4	0
1200	2064	7.60156	388.017960	2.2448e4	0
1200	2064	7.60156	388.018985	2.7234e4	0
1200	2064	7.60156	388.020011	2.5738e4	0
1200	2064	7.60156	388.021036	1.8287e4	0
1200	2064	7.60156	388.022062	8.8585e3	0
1200	2064	7.60156	389.087777	6.4159e3	3
1200	2064	7.60156	389.088807	1.6223e4	3
1200	2064	7.60156	389.089837	2.7142e4	3
1200	2064	7.60156	389.090867	3.1271e4	3
1200	2064	7.60156	389.091896	2.5805e4	3
1200	2064	7.60156	389.092926	1.5210e4	3
1200	2064	7.60156	389.093956	5.9193e3	3
1200	2064	7.60156	389.402058	4.7697e3	0
1200	2064	7.60156	389.403089	1.0789e4	0
1200	2064	7.60156	389.404121	1.4863e4	0
1200	2064	7.60156	389.405152	1.4935e4	0
1200	2064	7.60156	389.406183	1.1541e4	0
1200	2064	7.60156	389.407214	6.4984e3	0
1200	2064	7.60156	389.421649	3.9577e3	0
1200	2064	7.60156	389.422680	1.0284e4	3
1200	2064	7.60156	389.423711	1.4167e4	3
1200	2064	7.60156	389.424743	1.2532e4	3
1200	2064	7.60156	389.425774	7.0533e3	3
1200	2064	7.60156	389.842692	9.2759e3	3
1200	2064	7.60156	389.843725	1.8220e4	3
1200	2064	7.60156	389.844758	2.4253e4	3
1200	2064	7.60156	389.845791	2.3354e4	3
1200	2064	7.60156	389.846824	1.6735e4	3
1200	2064	7.60156	389.847856	9.0261e3	3
1200	2064	7.60156	390.177537	8.6203e3	3
1200	2064	7.60156	390.178571	1.4088e4	3
1200	2064	7.60156	390.179605	1.6898e4	3
1200	2064	7.60156	390.180639	1.4231e4	3
1200	2064	7.60156	390.181673	7.9252e3	3
1200	2064	7.60156	390.899330	4.4539e3	3
1200	2064	7.60156	390.900367	1.2319e4	3
1200	2064	7.60156	390.901404	2.1580e4	3
1200	2064	7.60156	390.902441	2.7169e4	3
1200	2064	7.60156	390.903478	2.5865e4	3
1200	2064	7.60156	390.904515	1.8575e4	3
1200	2064	7.60156	390.905552	9.5526e3	3
1200	2064	7.60156	391.234498	6.0371e3	3
1200	2064	7.60156	391.235537	2.0298e4	3
1200	2064	7.60156	391.236575	3.8262e4	3
1200	2064	7.60156	391.237613	5.4477e4	3
1200	2064	7.60156	391.238652	4.8315e4	3
1200	2064	7.60156	391.239690	2.9397e4	3
1200	2064	7.60156	391.240728	1.1958e4	0
1200	2064	7.60156	391.241767	5.0834e3	0
1200	2064	7.60156	391.284343	4.2292e3	0
1200	2064	7.60156	391.285382	1.7553e4	0
1200	2064	7.60156	391.286421	3.8362e4	0
1200	2064	7.60156	391.287459	6.0496e4	0
1200	2064	7.60156	391.288498	6.3905e4	0
1200	2064	7.60156	391.289536	4.3159e4	0
1200	2064	7.60156	391.290575	2.2216e4	0
1200	2064	7.60156	391.291613	4.9259e3	0
1200	2064	7.60156	391.845758	6.1359e3	0
1200	2064	7.60156	391.846799	1.4628e4	0
1200	2064	7.60156	391.847840	2.1523e4	0
1200	2064	7.60156	391.848881	2.1037e4	0
1200	2064	7.60156	391.849921	1.3687e4	0
1200	2064	7.60156	391.850962	5.1897e3	0
1200	2064	7.60156	392.238425	4.8679e3	0
1200	2064	7.60156	392.239468	1.2071e4	0
1200	2064	7.60156	392.240510	1.9200e4	0
1200	2064	7.60156	392.241553	2.1967e4	0
1200	2064	7.60156	392.242595	1.8631e4	0
1200	2064	7.60156	392.243637	1.1185e4	0
1200	2064	7.60156	392.244680	3.9702e3	0
1200	2064	7.60156	392.288463	4.1632e3	0
1200	2064	7.60156	392.289505	1.2644e4	0
1200	2064	7.60156	392.290548	2.1459e4	0
1200	2064	7.60156	392.291590	2.4508e4	0
1200	2064	7.60156	392.292633	1.9875e4	0
1200	2064	7.60156	392.293675	1.1001e4	0
1200	2064	7.60156	392.294718	3.3756e3	0
1200	2064	7.60156	392.504357	5.4111e3	0
1200	2064	7.60156	392.505401	1.0411e4	0
1200	2064	7.60156	392.506444	1.2964e4	0
1200	2064	7.60156	392.507488	1.1077e4	0
1200	2064	7.60156	392.508531	6.6966e3	0
1200	2064	7.60156	392.514792	6.7541e3	0
1200	2064	7.60156	392.515835	1.3314e4	0
1200	2064	7.60156	392.516879	1.8179e4	0
1200	2064	7.60156	392.517922	1.8427e4	0
1200	2064	7.60156	392.518965	1.3762e4	0
1200	2064	7.60156	392.520009	6.8198e3	0
1200	2064	7.60156	392.876072	5.3186e3	0
1200	2064	7.60156	392.877117	1.1985e4	0
1200	2064	7.60156	392.878162	1.5352e4	0
1200	2064	7.60156	392.879207	1.2136e4	0
1200	2064	7.60156	392.880251	5.1787e3	0
1200	2064	7.60156	393.058990	2.9689e3	0
1200	2064	7.60156	393.060036	9.5294e3	0
1200	2064	7.60156	393.061081	1.8680e4	0
1200	2064	7.60156	393.062127	3.7628e4	0
1200	2064	7.60156	393.063173	2.2724e4	0
1200	2064	7.60156	393.064218	1.4623e4	0
1200	2064	7.60156	393.065264	6.2482e3	0
1200	2064	7.60156	393.297498	4.8480e3	0
1200	2064	7.60156	393.298545	9.7238e3	0
1200	2064	7.60156	393.299592	3.2618e4	0
1200	2064	7.60156	393.300638	5.6978e4	0
1200	2064	7.60156	393.301685	7.2420e4	0
1200	2064	7.60156	393.302731	5.4934e4	0
1200	2064	7.60156	393.303778	3.1545e4	0
1200	2064	7.60156	393.304825	9.8137e3	0
1200	2064	7.60156	393.305871	4.7906e3	0
1200	2064	7.60156	393.846492	7.8643e3	5
1200	2064	7.60156	393.847540	1.0705e4	5
1200	2064	7.60156	393.848589	1.1955e4	5
1200	2064	7.60156	393.849638	1.0309e4	5
1200	2064	7.60156	393.850687	5.7684e3	5
1200	2064	7.60156	394.050029	7.2131e3	5
1200	2064	7.60156	394.051079	1.5383e4	5
1200	2064	7.60156	394.052128	1.9515e4	0
1200	2064	7.60156	394.053178	1.6643e4	0
1200	2064	7.60156	394.054228	9.7948e3	0
1200	2064	7.60156	394.711039	3.8681e3	2
1200	2064	7.60156	394.712091	1.9280e4	2
1200	2064	7.60156	394.713144	5.2701e4	2
1200	2064	7.60156	394.714196	8.9323e4	2
1200	2064	7.60156	394.715248	1.0530e5	2
1200	2064	7.60156	394.716300	7.3074e4	2
1200	2064	7.60156	394.717353	3.7751e4	2
1200	2064	7.60156	394.718405	1.4999e4	2
1200	2064	7.60156	394.719457	2.5169e4	2
1200	2064	7.60156	394.720509	2.7453e4	2
1200	2064	7.60156	394.721562	3.1168e4	2
1200	2064	7.60156	394.722614	2.2080e4	6
1200	2064	7.60156	394.723666	1.0276e4	6
1200	2064	7.60156	394.724718	5.2556e3	6
1200	2064	7.60156	394.878394	3.3870e3	3
1200	2064	7.60156	394.879447	1.8806e4	3
1200	2064	7.60156	394.880500	3.4572e4	3
1200	2064	7.60156	394.881553	4.6790e4	3
1200	2064	7.60156	394.882606	3.7860e4	3
1200	2064	7.60156	394.883659	2.2511e4	3
1200	2064	7.60156	394.884711	6.6605e3	3
1200	2064	7.60156	394.891029	5.0378e3	6
1200	2064	7.60156	394.892082	1.0799e4	6
1200	2064	7.60156	394.893135	1.3349e4	0
1200	2064	7.60156	394.894188	1.0671e4	0
1200	2064	7.60156	394.895241	5.2824e3	0
1200	2064	7.60156	395.072196	3.3669e3	0
1200	2064	7.60156	395.073249	7.2300e3	0
1200	2064	7.60156	395.074303	3.5976e4	0
1200	2064	7.60156	395.075357	1.3628e5	0
1200	2064	7.60156	395.076410	2.8654e5	3
1200	2064	7.60156	395.077464	4.4719e5	3
1200	2064	7.60156	395.078518	4.5747e5	3
1200	2064	7.60156	395.079571	3.0167e5	3
1200	2064	7.60156	395.080625	1.5307e5	3
1200	2064	7.60156	395.081679	4.7904e4	3
1200	2064	7.60156	395.082732	1.3967e4	3
1200	2064	7.60156	395.083786	4.3168e3	3
1200	2064	7.60156	395.213423	4.4373e3	2
1200	2064	7.60156	395.214478	1.2798e4	2
1200	2064	7.60156	395.215532	2.3350e4	2
1200	2064	7.60156	395.216586	2.9408e4	2
1200	2064	7.60156	395.217640	2.6135e4	2
1200	2064	7.60156	395.218695	1.6200e4	2
1200	2064	7.60156	395.219749	6.6790e3	2
1200	2064	7.60156	395.413802	5.8380e3	3
1200	2064	7.60156	395.414857	1.1879e4	3
1200	2064	7.60156	395.415912	1.4492e4	3
1200	2064	7.60156	395.416967	1.1694e4	3
1200	2064	7.60156	395.418022	6.0299e3	3
1200	2064	7.60156	395.515103	9.7630e2	3
1200	2064	7.60156	395.516159	1.8159e4	3
1200	2064	7.60156	395.517214	6.9909e4	3
1200	2064	7.60156	395.518270	1.8690e5	3
1200	2064	7.60156	395.519325	3.1267e5	3
1200	2064	7.60156	395.520381	3.8844e5	3
1200	2064	7.60156	395.521436	2.9556e5	3
1200	2064	7.60156	395.522491	1.7256e5	3
1200	2064	7.60156	395.523547	5.8877e4	3
1200	2064	7.60156	395.524602	1.5413e4	3
1200	2064	7.60156	395.525658	2.0543e3	3
1200	2064	7.60156	395.844603	3.9739e3	0
1200	2064	7.60156	395.845660	9.9182e3	0
1200	2064	7.60156	395.846716	2.3131e4	3
1200	2064	7.60156	395.847773	3.2488e4	3
1200	2064	7.60156	395.848830	3.0385e4	3
1200	2064	7.60156	395.849887	2.1294e4	3
1200	2064	7.60156	395.850943	2.4676e4	3
1200	2064	7.60156	395.852000	6.6693e4	3
1200	2064	7.60156	395.853057	1.4474e5	3
1200	2064	7.60156	395.854114	2.2755e5	3
1200	2064	7.60156	395.855171	2.4368e5	3
1200	2064	7.60156	395.856227	1.6420e5	3
1200	2064	7.60156	395.857284	8.4613e4	3
1200	2064	7.60156	395.858341	2.3865e4	3
1200	2064	7.60156	395.859398	5.1322e3	3
1200	2064	7.60156	395.879478	6.4565e3	5
1200	2064	7.60156	395.880535	1.1316e4	5
1200	2064	7.60156	395.881592	1.3134e4	5
1200	2064	7.60156	395.882649	1.0741e4	5
1200	2064	7.60156	395.883705	5.6602e3	5
1200	2064	7.60156	396.078248	6.4291e3	0
1200	2064	7.60156	396.079305	2.8582e4	0
1200	2064	7.60156	396.080363	5.3431e4	5
1200	2064	7.60156	396.081421	7.5033e4	5
1200	2064	7.60156	396.082478	6.4264e4	5
1200	2064	7.60156	396.083536	3.8788e4	5
1200	2064	7.60156	396.084594	1.5738e4	5
1200	2064	7.60156	396.085651	4.8363e3	0
1200	2064	7.60156	396.185095	3.5213e3	3
1200	2064	7.60156	396.186153	1.8458e4	3
1200	2064	7.60156	396.187211	4.4669e4	3
1200	2064	7.60156	396.188270	7.3538e4	3
1200	2064	7.60156	396.189328	8.8394e4	3
1200	2064	7.60156	396.190386	6.8202e4	3
1200	2064	7.60156	396.191444	4.1019e4	3
1200	2064	7.60156	396.192502	1.6097e4	3
1200	2064	7.60156	396.193560	3.3119e3	3
1200	2064	7.60156	396.849365	9.6726e3	3
1200	2064	7.60156	396.850426	1.5327e4	3
1200	2064	7.60156	396.851487	1.7673e4	3
1200	2064	7.60156	396.852548	1.5322e4	3
1200	2064	7.60156	396.853609	9.2993e3	3
1200	2064	7.60156	397.069037	3.2553e3	0
1200	2064	7.60156	397.070098	7.4062e3	0
1200	2064	7.60156	397.071160	1.9008e4	0
1200	2064	7.60156	397.072222	3.5458e4	0
1200	2064	7.60156	397.073283	5.1037e4	0
1200	2064	7.60156	397.074345	4.5970e4	0
1200	2064	7.60156	397.075407	2.9293e4	0
1200	2064	7.60156	397.076468	8.3487e3	0
1200	2064	7.60156	397.077530	2.3173e3	0
1200	2064	7.60156	397.178410	4.3890e3	0
1200	2064	7.60156	397.179472	1.2415e4	0
1200	2064	7.60156	397.180534	1.6170e4	0
1200	2064	7.60156	397.181596	1.2205e4	0
1200	2064	7.60156	397.182658	5.4090e3	0
1200	2064	7.60156	397.183720	4.2980e3	3
1200	2064	7.60156	397.184782	1.1028e4	3
1200	2064	7.60156	397.185845	1.9104e4	3
1200	2064	7.60156	397.186907	2.1152e4	3
1200	2064	7.60156	397.187969	1.6118e4	3
1200	2064	7.60156	397.189031	8.3417e3	4
1200	2064	7.60156	397.441940	8.2211e3	4
1200	2064	7.60156	397.443003	1.3421e4	0
1200	2064	7.60156	397.444066	1.5265e4	0
1200	2064	7.60156	397.445130	1.1950e4	0
1200	2064	7.60156	397.446193	5.7650e3	0
1200	2064	7.60156	399.252268	8.1807e3	0
1200	2064	7.60156	399.253339	1.6621e4	0
1200	2064	7.60156	399.254409	2.1056e4	0
1200	2064	7.60156	399.255479	1.7992e4	0
1200	2064	7.60156	399.256550	1.0243e4	0
1200	2064	7.60156	399.257620	3.3944e3	0
1200	2064	7.60156	399.348624	6.9075e3	0
1200	2064	7.60156	399.349694	1.2801e4	0
1200	2064	7.60156	399.350765	1.6657e4	0
1200	2064	7.60156	399.351836	1.5507e4	0
1200	2064	7.60156	399.352907	9.4590e3	0
1200	2064	7.60156	400.178723	8.6003e3	0
1200	2064	7.60156	400.179797	1.6044e4	0
1200	2064	7.60156	400.180871	1.7996e4	0
1200	2064	7.60156	400.181945	1.3199e4	0
1200	2064	7.60156	400.183019	6.1668e3	0
1200	2064	7.60156	400.849836	8.7410e3	3
1200	2064	7.60156	400.850913	1.6323e4	3
1200	2064	7.60156	400.851990	2.0287e4	3
1200	2064	7.60156	400.853066	1.7572e4	3
1200	2064	7.60156	400.854143	1.0423e4	3
1200	2064	7.60156	400.855220	3.5967e3	3
1200	2064	7.60156	401.183869	1.0097e4	3
1200	2064	7.60156	401.184948	1.9989e4	3
1200	2064	7.60156	401.186026	2.7684e4	3
1200	2064	7.60156	401.187104	2.8737e4	3
1200	2064	7.60156	401.188182	2.2608e4	3
1200	2064	7.60156	401.189260	1.3328e4	3
1200	2064	7.60156	401.190339	5.7821e3	0
1200	2064	7.60156	402.015374	7.7641e3	0
1200	2064	7.60156	402.016456	1.8232e4	0
1200	2064	7.60156	402.017537	2.9381e4	6
1200	2064	7.60156	402.018619	3.4342e4	6
1200	2064	7.60156	402.019700	3.0465e4	6
1200	2064	7.60156	402.020782	2.0655e4	6
1200	2064	7.60156	402.021863	1.0193e4	6
1200	2064	7.60156	402.188479	5.3630e3	6
1200	2064	7.60156	402.189561	1.1732e4	6
1200	2064	7.60156	402.190643	1.5380e4	0
1200	2064	7.60156	402.191725	1.3435e4	0
1200	2064	7.60156	402.192808	7.7544e3	0
1200	2064	7.60156	402.248009	5.9386e3	0
1200	2064	7.60156	402.249092	1.1409e4	0
1200	2064	7.60156	402.250174	1.4363e4	0
1200	2064	7.60156	402.251257	1.2116e4	0
1200	2064	7.60156	402.252339	6.2832e3	0
1200	2064	7.60156	403.044823	2.3881e4	0
1200	2064	7.60156	403.045909	1.0338e4	0
1200	2064	7.60156	403.046995	8.0556e3	0
1200	2064	7.60156	403.048081	1.8936e4	0
1200	2064	7.60156	403.049166	7.0641e4	6
1200	2064	7.60156	403.050252	2.2425e5	6
1200	2064	7.60156	403.051338	3.9783e5	6
1200	2064	7.60156	403.052424	5.3928e5	6
1200	2064	7.60156	403.053509	4.4292e5	6
1200	2064	7.60156	403.054595	2.6418e5	6
1200	2064	7.60156	403.055681	9.9069e4	6
1200	2064	7.60156	403.056767	2.7245e4	6
1200	2064	7.60156	403.057852	7.2962e3	6
1200	2064	7.60156	403.058938	2.4193e3	6
1200	2064	7.60156	403.219680	3.8148e3	6
1200	2064	7.60156	403.220766	1.0991e4	6
1200	2064	7.60156	403.221853	1.8146e4	6
1200	2064	7.60156	403.222939	2.0023e4	6
1200	2064	7.60156	403.224026	1.5490e4	6
1200	2064	7.60156	403.225112	8.3818e3	6
1200	2064	7.60156	403.234890	9.0885e3	0
1200	2064	7.60156	403.235977	1.4254e4	0
1200	2064	7.60156	403.237063	1.4728e4	0
1200	2064	7.60156	403.238150	1.0564e4	0
1200	2064	7.60156	403.239236	4.8071e3	0
1200	2064	7.60156	403.673098	5.1952e3	2
1200	2064	7.60156	403.674186	1.2595e4	2
1200	2064	7.60156	403.675275	1.8380e4	2
1200	2064	7.60156	403.676363	1.8386e4	2
1200	2064	7.60156	403.677451	1.3098e4	2
1200	2064	7.60156	403.678539	6.3255e3	2
1200	2064	7.60156	404.031371	6.2448e2	0
1200	2064	7.60156	404.032461	8.1765e3	0
1200	2064	7.60156	404.033550	3.5550e4	0
1200	2064	7.60156	404.034640	9.8693e4	6
1200	2064	7.60156	404.035730	1.6720e5	6
1200	2064	7.60156	404.036820	2.0327e5	6
1200	2064	7.60156	404.037909	1.4910e5	6
1200	2064	7.60156	404.038999	8.3685e4	6
1200	2064	7.60156	404.040089	2.6830e4	6
1200	2064	7.60156	404.041179	7.2082e3	6
1200	2064	7.60156	404.042268	1.4685e3	6
1200	2064	7.60156	404.052076	4.5318e3	0
1200	2064	7.60156	404.053166	2.0592e4	0
1200	2064	7.60156	404.054256	4.1082e4	0
1200	2064	7.60156	404.055346	6.3103e4	0
1200	2064	7.60156	404.056435	6.6841e4	0
1200	2064	7.60156	404.057525	4.4156e4	0
